Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
801,482.150554,427.746621,375.330286,289.038246,243.635168,304.698114,257.852981,242.013686,500.049845,475.64898,443.685475,318.937718,229.698065,160.505083,115.144752,99.286067,269.836742,231.19835,158.30199,114.285613,90.422204,69.563451,53.570703,236.176863,209.209572,159.455498,86.880581,54.437301,42.850079,42.750835,2.520894,2.537477,2.525096,2.509531,2.529304,2.525321,2.523417,2.590861,2.575277,2.556582,2.579638,2.564157,2.511667,2.531906,0.000269,-0.000294,-0.000668,0.000399,0.000622,0.001102,0.001949,0.001302,2.523419,2.334053,2.455609,2.942489,175.941531,90.44322,62.446536,42.18386,0,
802,532.815968,436.613941,370.599606,281.183693,210.790774,275.28375,215.066516,207.312337,510.378741,485.219505,441.483681,311.046277,206.887943,146.182606,120.610264,105.299072,272.502819,231.262949,158.442965,115.279401,91.330789,70.653406,54.261199,238.655315,209.884087,161.042496,86.980062,54.942913,43.359947,42.367947,2.527303,2.542055,2.529064,2.511362,2.529609,2.524406,2.526011,2.591472,2.574666,2.571843,2.585286,2.571176,2.513193,2.537095,-3.59E-05,-0.000294,-0.000516,0.000552,0.000775,0.000949,0.00378,0.001149,2.513194,2.287667,2.477887,2.966451,173.034281,89.518933,62.367681,42.252856,0,
803,507.841514,434.57657,364.978229,278.414077,209.964243,275.703091,207.613054,190.033699,516.199703,480.70957,441.925289,309.258769,200.605761,138.146407,118.980139,98.621932,275.224821,232.521958,158.530126,115.736982,92.187585,71.141037,55.120521,241.831101,211.76111,164.442529,88.129889,55.506802,43.779803,42.229982,2.512195,2.536409,2.522807,2.513194,2.528388,2.52288,2.523875,2.578803,2.561236,2.556276,2.571854,2.566751,2.511056,2.532364,0.000117,1.10E-05,-0.000668,0.000399,0.000622,0.000949,0.002712,0.001454,2.552722,2.449257,2.530682,3.006592,169.670496,88.447954,62.141843,42.321849,0,
804,485.863539,438.08144,378.689028,293.562898,234.456128,297.837267,234.517596,210.887948,516.040554,480.550306,447.297103,305.937537,226.764937,140.167019,136.309828,107.29337,277.36051,234.999505,157.258923,115.608978,92.760159,71.345062,55.583794,243.734039,212.048978,166.483466,87.562566,55.933015,44.209536,42.027594,2.51128,2.533357,2.521281,2.508158,2.529456,2.521811,2.525553,2.574224,2.556962,2.556124,2.571548,2.563395,2.511361,2.529007,0.000269,-0.000294,-0.000516,0.000399,0.000928,0.000949,0.002559,0.001607,2.532576,2.423927,2.524121,3.038949,168.26471,87.82881,61.816476,42.401706,0,
805,472.177901,417.921592,367.667617,317.654684,249.010763,307.197082,249.191809,220.260613,511.465507,471.161703,439.805514,298.929131,213.564496,143.923694,131.175951,105.383915,277.970094,236.979385,155.451748,115.215838,92.997088,71.801335,56.337306,245.81878,212.750818,168.330008,87.909391,56.50199,44.67168,41.96947,2.512348,2.530306,2.528453,2.509531,2.529762,2.522269,2.52357,2.577124,2.560472,2.553835,2.575212,2.565226,2.508157,2.533738,-3.59E-05,-0.000142,-0.000516,0.000704,0.000928,0.000797,0.002101,0.001607,2.565389,2.450325,2.546704,3.099695,167.888901,86.952698,61.454314,42.40714,0,
806,480.244524,420.472965,371.839706,325.373882,236.996865,294.493988,239.022042,222.229379,494.146614,480.704328,458.328786,312.518969,206.512317,146.263842,129.519422,100.683408,277.668031,237.57766,154.306896,114.763831,93.212525,72.382873,57.326906,246.414618,213.278071,169.620995,86.911952,56.97559,45.037684,41.591771,2.508685,2.532289,2.522197,2.50831,2.53083,2.521811,2.52357,2.563998,2.562762,2.552156,2.58147,2.576364,2.506173,2.531754,0.000422,1.10E-05,-0.000821,0.000246,0.000775,0.000949,0.002101,0.00176,2.537307,2.589638,2.521985,3.144262,169.033126,86.512037,61.086732,42.704782,0,
807,470.94746,434.637926,378.839436,322.953695,135.44239,190.292115,171.666301,162.273,478.517563,467.632861,436.308991,321.526328,217.052831,145.274338,129.063923,102.451234,279.960701,240.928029,153.731876,114.349142,93.354367,72.891029,58.316026,244.49184,213.006113,170.683419,85.510776,57.191238,45.217934,41.325678,2.51189,2.533663,2.524181,2.508463,2.528998,2.521506,2.524027,2.563846,2.555588,2.545899,2.571701,2.575601,2.505258,2.53038,0.000269,-0.000142,-0.000516,0.000704,0.000622,0.000797,0.002101,0.001454,2.567983,2.607033,2.545941,3.168377,170.553591,86.17621,60.787258,42.773749,0,
808,476.513904,430.833557,376.776652,321.860985,12.460749,72.375831,85.234238,66.891396,467.97446,453.203227,407.717545,319.957624,210.208532,145.809645,128.881931,98.948583,281.595779,244.548131,153.168072,114.019805,93.286135,73.409885,59.094588,246.038803,213.734707,170.307541,84.5981,57.417627,45.409005,41.182149,2.503497,2.530153,2.520823,2.507089,2.528693,2.521659,2.522654,2.553314,2.543684,2.542084,2.562848,2.553477,2.494576,2.530991,0.000422,-0.000294,-0.000668,0.000399,0.000928,0.000797,0.002254,0.001302,2.565541,3.017647,2.55769,3.216607,172.499893,85.698923,60.346038,42.959727,0,
809,504.487453,423.629832,376.983772,326.862728,-140.541491,-62.09828,-23.253261,-39.969027,465.559741,455.455289,402.037003,323.97252,207.949554,146.517771,129.358438,104.960586,282.510451,247.169324,156.270873,114.306507,93.385795,73.765944,59.635946,245.915059,214.598653,167.245805,83.779649,57.480528,45.435286,40.985024,2.504718,2.528017,2.519908,2.506784,2.528083,2.521811,2.523112,2.554688,2.544905,2.541016,2.556743,2.556376,2.499612,2.527786,0.000269,1.10E-05,-0.000516,0.000552,0.000775,0.000644,0.002254,0.001607,2.56722,4.075539,2.664044,3.249269,175.859581,86.433234,60.162173,43.108489,0,
810,521.750897,416.655629,362.827937,332.355813,-153.709109,-56.314947,-27.597243,-43.92954,471.634447,461.031679,418.933327,313.325769,199.111681,141.12188,130.269705,109.38026,283.298438,249.434106,160.274159,116.103883,93.654211,74.216785,60.161885,244.72298,215.484616,164.970326,82.909371,57.159784,45.371878,40.80964,2.501818,2.530763,2.521586,2.506937,2.528235,2.521506,2.523264,2.551635,2.543684,2.538421,2.560864,2.548289,2.495797,2.527786,0.000575,-0.000142,-0.000668,0.000704,0.000775,0.000797,0.002559,0.001454,2.574088,4.652626,2.674878,3.322073,180.284653,87.419407,59.936143,43.326168,0,
811,540.944573,420.503703,369.001307,338.520838,-3955.738839,-323.678143,-149.164829,-159.371172,451.675475,444.79191,402.945511,311.559905,188.412267,147.204849,131.991062,107.187633,284.3289,251.755262,165.027405,118.259603,93.906517,74.39481,60.119714,242.874097,215.022644,164.355208,81.76625,56.822839,45.180801,40.69242,2.502429,2.528169,2.52006,2.506937,2.52793,2.521659,2.521433,2.544919,2.534984,2.537506,2.551095,2.540965,2.496712,2.516645,0.000575,1.10E-05,-0.000668,0.000399,0.000928,0.000797,0.002254,0.001607,2.577598,5.000832,2.906048,3.39457,184.951434,89.371931,60.125398,43.666186,0,
812,556.737525,474.330299,393.990412,344.908957,-355096.2648,-60848.85559,-3702.026628,-4373.218634,423.646054,428.470387,394.889153,319.225321,188.608877,151.49354,127.420322,101.237377,284.889074,252.923186,166.557034,118.936312,94.059156,74.473522,60.0147,241.976197,215.256416,164.284587,80.450593,56.386055,44.963406,40.548813,2.502276,2.52939,2.520518,2.506937,2.528235,2.522269,2.521891,2.544461,2.5359,2.533385,2.554453,2.548899,2.493203,2.522597,0.000422,1.10E-05,-0.000821,0.000552,0.000622,0.000644,0.002101,0.001912,2.605679,5.000832,3.213055,3.449822,190.000541,91.619845,60.976448,44.08043,0,
813,556.48693,470.672358,402.669639,348.626294,-2160876,-613700.3359,-39832.94081,-53476.69071,423.502043,432.177146,392.32017,327.713032,185.323101,139.046038,111.126848,95.556682,285.591616,255.208871,169.339788,119.010913,93.911896,74.363492,59.609896,241.37374,215.750831,164.436963,79.056422,55.870065,44.814838,40.399743,2.505176,2.529695,2.521739,2.506937,2.528235,2.520285,2.52067,2.556672,2.540021,2.540252,2.552774,2.551493,2.5019,2.525954,0.000727,-0.000142,-0.000516,0.000704,0.000775,0.000492,0.002101,0.00176,2.563099,2.664864,3.031781,3.465847,196.86482,93.411751,62.399056,44.552552,0,
814,568.301927,496.714516,407.510028,350.520613,-4.96E+07,-2.83E+07,-2886837.395,-3685855.781,393.72771,419.82579,368.244384,330.965271,194.568038,131.9673,103.572028,89.999532,286.959207,257.866419,173.841039,119.943696,93.801457,73.996724,59.057776,242.879599,215.484616,165.046527,77.699112,55.501415,44.443343,40.213378,2.505786,2.530153,2.520823,2.506326,2.528235,2.521048,2.519297,2.552398,2.540173,2.538879,2.553843,2.552256,2.5019,2.526412,0.000422,-0.000294,-0.000668,0.000857,0.000928,0.000187,0.002254,0.001607,2.571036,2.575142,3.043377,3.479736,203.772832,95.768112,63.721509,45.035343,0,
815,572.670944,498.178373,404.765219,345.56511,-1.75E+08,-1.28E+08,-1.33E+07,-1.75E+07,387.284308,407.595254,363.120825,319.335174,185.666965,126.264121,97.81447,86.104597,288.806235,261.97774,179.070618,121.997612,94.02234,73.629951,58.35823,245.061405,216.055052,165.046527,76.745397,55.02206,44.331873,40.176101,2.510822,2.528322,2.521586,2.506784,2.528083,2.521506,2.516702,2.559419,2.544752,2.538421,2.555369,2.554239,2.503121,2.529007,0.000575,1.10E-05,-0.000363,0.000704,0.000775,0.000797,0.002254,0.001912,2.574088,2.943794,3.034375,3.476989,209.534781,97.984683,65.012066,45.523371,0,
816,550.089439,484.414577,405.89552,354.645945,-9.29E+08,-8.26E+08,-9.65E+07,-1.28E+08,368.507104,391.22321,344.82316,330.610628,201.946879,119.321492,93.332853,85.821539,291.474638,265.384355,184.237177,123.915284,94.069916,73.347247,57.742892,248.341313,216.4464,167.534936,75.765752,54.774672,44.045429,40.112439,2.507159,2.527864,2.522349,2.506937,2.52793,2.521659,2.521738,2.557282,2.541547,2.544831,2.557506,2.550883,2.503274,2.531754,0.000269,-0.000142,-0.000821,0.001009,0.000928,0.000644,0.002101,0.00176,2.567678,2.69706,2.919934,3.522777,215.707277,101.421789,66.118654,46.085418,0,
817,550.401163,479.063374,408.051616,365.474854,-631678.0095,-170830.7547,-3789.856663,-12651.75887,485.264643,489.240408,459.190184,339.652943,199.226192,106.597527,90.821553,89.007004,293.824149,268.093967,186.746725,125.288998,94.427343,72.933066,57.326906,251.294717,217.3857,174.848379,74.948082,54.358128,43.84872,39.952416,2.503497,2.527864,2.519603,2.506631,2.527777,2.519827,2.52067,2.552856,2.546736,2.546967,2.55079,2.544932,2.487709,2.522597,0.000422,-0.000142,-0.000668,0.001009,0.000622,0.000797,0.001949,0.002065,2.571341,2.853462,3.07359,3.548419,222.16703,105.636286,67.696563,46.790139,0,
818,558.200074,483.861337,413.459527,372.91657,-4074.518325,-665.129546,-171.119971,-206.984631,465.852062,468.135496,441.339975,332.932245,184.285937,101.893681,89.015643,89.001634,294.998214,270.210609,188.039682,126.032445,94.421963,72.194112,56.658255,252.938647,220.381643,179.844606,74.062404,53.946877,43.657412,39.79782,2.503955,2.526949,2.519603,2.506784,2.528235,2.521201,2.520823,2.551177,2.544142,2.541321,2.551248,2.544474,2.494576,2.519239,0.000575,-0.000142,-0.000668,0.000704,0.000775,0.000492,0.002559,0.001912,2.581261,2.695381,2.955792,3.580013,228.461523,110.676409,69.860801,47.494487,0,
819,562.286629,506.31765,418.801077,370.379889,-100793.9681,-16526.33006,-603.33352,-1059.593429,465.390806,456.076278,423.975662,340.455362,189.984246,101.492653,84.211871,87.096299,295.372087,271.890055,188.885474,126.862101,94.353702,71.942703,56.037014,253.46869,221.867891,179.0864,73.040691,53.583224,43.476936,39.691395,2.503344,2.526491,2.519908,2.506631,2.52793,2.521048,2.519602,2.546446,2.53239,2.528044,2.547432,2.544169,2.502969,2.531143,0.000422,1.10E-05,-0.000516,0.001314,0.000928,0.000644,0.002559,0.001607,2.558521,2.777321,2.932904,3.626411,234.779335,117.220156,71.914365,47.9762,0,
820,588.758787,510.872832,429.46048,362.348374,-138.223639,-29.684822,12.639068,-4.538396,526.767529,513.982362,485.48913,351.642312,189.372979,102.046891,81.020822,85.260008,296.477279,273.748719,191.176823,128.211607,94.427343,71.319098,55.410184,251.819656,221.26051,174.237665,71.756761,53.177181,43.253812,39.616806,2.50487,2.527101,2.520366,2.506479,2.527014,2.520743,2.519449,2.551482,2.544905,2.54071,2.553232,2.540202,2.481453,2.508709,0.000422,-0.000142,-0.000821,0.000704,0.000928,0.000644,0.002406,0.001607,2.561115,2.611153,3.042462,3.643963,240.849817,122.363008,75.025386,48.711561,0,
821,604.255398,497.750033,443.195271,365.547546,-197.386231,-71.95968,-32.522436,-37.632835,510.168713,496.865887,453.267609,345.377057,176.537098,103.710525,83.147986,77.884613,297.54526,276.645451,194.613237,129.186896,93.654211,70.548705,54.635571,250.432059,223.158169,172.405842,70.61944,52.734113,42.993448,39.542213,2.506091,2.528322,2.520366,2.506631,2.525793,2.519522,2.515634,2.550567,2.538342,2.525144,2.554453,2.551035,2.494881,2.524276,0.000422,-0.000294,-0.000668,0.000857,0.00108,0.000797,0.002254,0.00176,2.572867,2.72361,2.983105,3.641979,246.008104,126.328008,78.655012,49.599977,0,
822,587.181528,491.530508,428.668787,338.927566,-38.828286,45.298149,53.226208,50.391824,546.32006,522.662717,469.454075,352.261238,192.581911,106.745697,89.094485,74.767259,299.93771,279.01977,197.437913,129.749807,92.623725,69.88831,53.56531,250.994698,224.33411,168.286308,69.481959,52.290925,42.770235,39.430314,2.503802,2.527254,2.520213,2.506326,2.52793,2.521506,2.518686,2.553314,2.539716,2.532012,2.55598,2.542643,2.494881,2.529312,0.000575,1.10E-05,-0.000668,0.001009,0.000775,0.000644,0.002254,0.00176,2.568136,2.778847,2.923596,3.713867,251.305224,130.865152,81.845543,50.598799,0,
823,577.542315,511.303121,429.856295,356.891891,4.160278,64.889034,79.470414,75.147175,532.928647,516.027519,472.827125,347.308255,187.80655,109.934237,93.984391,69.045065,301.960725,280.836125,199.422241,130.763497,91.961477,69.594782,52.789874,251.10721,225.206275,164.817929,68.637895,51.884562,42.621404,39.355708,2.506702,2.533205,2.522502,2.506937,2.526709,2.521811,2.519297,2.561251,2.549636,2.537506,2.556285,2.545847,2.497628,2.532212,0.000422,1.10E-05,-0.000516,0.000857,0.000775,0.000644,0.002101,0.001607,2.569967,2.897255,2.856305,3.70303,256.108983,135.005324,84.419125,51.676269,0,
824,585.527526,519.039885,430.822496,371.9362,-34.828443,18.470974,33.728535,36.815051,498.608649,487.729647,452.759781,339.063969,178.2501,111.933797,96.151085,67.424985,302.874501,282.46065,202.925963,131.922582,91.588254,69.259186,52.230371,252.451443,226.527437,164.088559,67.861756,51.509651,42.318248,39.312953,2.510822,2.53412,2.522655,2.506784,2.527625,2.521659,2.521433,2.56644,2.550857,2.550935,2.557506,2.546915,2.494881,2.52397,0.000727,1.10E-05,-0.000668,0.001162,0.000928,0.000339,0.002559,0.001302,2.565694,2.656319,2.695324,3.663194,260.44885,138.960634,86.180985,52.710677,0,
825,568.654782,494.493867,428.267651,380.826932,37.286354,86.570045,82.952029,88.06178,528.768476,518.353995,471.673637,339.246364,198.724384,111.896647,90.742667,69.773516,304.785547,285.495606,204.527329,132.899898,91.294011,68.561964,51.713031,255.52286,228.648848,164.88856,66.980722,51.177015,42.132136,39.163721,2.505023,2.536714,2.521739,2.506784,2.527625,2.520743,2.521891,2.56583,2.554825,2.541626,2.556743,2.551493,2.492592,2.525191,0.000575,-0.000142,-0.000668,0.000857,0.000622,0.000644,0.002254,0.001607,2.575767,2.792122,2.631543,3.646863,264.36476,140.69046,87.093556,53.5914,0,
826,555.269765,471.282038,418.548788,388.044806,-12.030296,27.717151,31.631299,35.286196,502.989854,500.012516,467.623926,340.309476,181.311553,101.19712,80.690807,79.021647,305.856241,287.312965,204.875986,134.108964,91.446503,67.980125,51.090004,258.782572,230.925481,164.284587,66.251761,50.812738,41.914201,39.169173,2.507159,2.531832,2.520976,2.506784,2.527014,2.520896,2.520823,2.555604,2.544142,2.532469,2.553538,2.55073,2.496865,2.526718,0.000575,1.10E-05,-0.000516,0.001009,0.00108,0.001255,0.002559,0.001454,2.57714,2.716896,2.58775,3.597717,267.986997,142.810575,87.355983,54.076576,0,
827,549.60836,458.615672,413.170947,377.671168,-54.615984,-10.075607,13.015391,16.772595,500.542279,496.789163,469.341177,346.938597,177.562632,96.726789,81.932252,81.474196,307.062751,288.822786,205.937647,134.818458,91.404348,67.31408,50.529895,260.533251,232.168234,164.012377,65.658842,50.548506,41.759823,39.051784,2.511737,2.527254,2.522349,2.508921,2.528083,2.518454,2.52067,2.56934,2.555894,2.544526,2.557659,2.551798,2.49778,2.522292,0.000575,1.10E-05,-0.000821,0.000857,0.000775,0.000339,0.002559,0.001302,2.552111,2.714302,2.5966,3.584591,272.150857,144.808343,87.791337,54.403269,0,
828,565.877503,465.410639,413.54748,368.210916,-180.064795,-110.504764,-53.568963,-58.035689,486.744682,482.867672,446.061194,347.683217,182.583429,94.42167,81.948337,82.18745,308.877565,289.356186,204.925247,135.437272,91.346913,66.595971,50.139193,263.050762,233.923825,162.23923,65.013834,50.305845,41.515457,38.956195,2.512195,2.535036,2.521281,2.507547,2.528693,2.521201,2.522196,2.574988,2.555436,2.545136,2.556438,2.557444,2.501748,2.531754,0.000422,1.10E-05,-0.000668,0.000857,0.000775,0.000492,0.002712,0.001607,2.573935,2.699043,2.641461,3.567039,275.756023,145.943105,87.938256,54.624622,0,
829,575.63854,467.905537,412.954502,374.985776,-121.944226,-64.479057,-16.258578,-27.16746,515.185184,505.899784,457.749264,343.622228,189.520216,89.989806,80.172117,80.997229,310.14574,291.887726,206.128199,136.324597,92.029676,66.102581,49.789965,265.085587,235.494037,159.558506,64.703872,50.067705,41.312893,38.827878,2.505939,2.531374,2.520823,2.507394,2.529456,2.520743,2.521433,2.558656,2.551315,2.53659,2.560406,2.557596,2.503121,2.529922,0.000575,-0.000142,-0.000668,0.000552,0.000775,0.000797,0.002254,0.001454,2.567831,2.66227,2.572491,3.572076,279.170566,146.737785,87.497518,54.624622,0,
830,575.894515,465.579484,418.332533,363.148303,26.852447,71.532155,88.725358,78.595317,538.264409,533.630788,483.01519,348.36471,199.226192,84.373999,83.624872,87.5004,312.278377,293.479713,207.238821,137.083623,93.212525,65.924355,49.536309,265.202867,237.462744,158.270883,64.562298,49.85115,41.206576,38.758686,2.505328,2.528017,2.522807,2.508005,2.528693,2.521201,2.521586,2.558198,2.550552,2.547273,2.557964,2.553934,2.501748,2.531143,0.000422,-0.000142,-0.000516,0.000857,0.000775,0.000949,0.002101,0.001302,2.579582,2.658913,2.684338,3.566276,283.104523,146.781164,87.025478,54.740675,0,
831,550.544357,469.273654,429.928259,370.416209,162.303688,220.823055,207.798077,203.390651,563.611341,547.351407,487.962148,337.391013,187.424485,84.741151,86.817606,87.720838,313.268268,294.770508,208.876853,137.573571,94.500987,65.446979,49.351236,264.457225,238.971832,156.826204,64.378613,49.740158,41.020288,38.684036,2.50426,2.529238,2.521892,2.507852,2.529456,2.521811,2.522044,2.562472,2.553299,2.548646,2.556438,2.556833,2.503121,2.530228,0.000422,-0.000294,-0.000821,0.000704,0.000928,0.000949,0.002254,0.001454,2.5544,2.771523,2.725842,3.565818,286.60427,146.726727,87.15627,55.056474,0,
832,569.529915,473.157374,436.197158,384.432006,210.350582,273.330916,243.744133,234.889036,580.060589,553.45089,497.777434,335.795921,212.999172,85.596448,90.905814,91.775574,313.865473,296.182095,212.047967,137.886157,95.653514,65.017004,49.028863,266.033695,239.322268,159.575182,64.168913,49.676971,40.882124,38.732269,2.503497,2.53,2.521739,2.508463,2.530677,2.521506,2.522959,2.567203,2.555741,2.546204,2.55888,2.556986,2.50068,2.529159,0.000422,-0.000142,-0.000668,0.000857,0.000928,0.001255,0.002406,0.001607,2.560658,2.717964,2.658703,3.579555,290.501337,147.576139,88.090547,55.699497,0,
833,570.097651,475.447189,440.110127,385.91255,236.889164,290.403157,262.078067,254.899382,570.34833,553.302387,510.14904,350.59169,206.060413,88.015608,88.438671,86.771071,313.676846,296.766337,213.374171,137.654467,96.385036,64.864723,48.764253,265.916456,239.316759,162.804799,63.979839,49.375529,40.913945,38.614835,2.502734,2.530153,2.522197,2.507089,2.528998,2.521811,2.522654,2.557893,2.547652,2.5401,2.560253,2.555918,2.502511,2.523665,0.000575,-0.000142,-0.000516,0.001009,0.000775,0.000949,0.002559,0.001302,2.566304,2.863991,2.707226,3.547198,293.78675,149.31847,88.935488,56.105004,0,
