Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface 0.2m,TC Surface 0.4m,TC Surface 0.6m,TC Surface 0.8m,TC Surface 1.0m,TC Surface 1.2m,TC Surface 1.4m,TC Surface 1.6m,TC Surface 1.8m,TC Surface 2.0m,TC Surface 2.2m
333,0.3880718,0.5041655,0.2922821,0.2687489,0.3005608,0.3089629,0.5898881,0.4030547,0.3030002,0.3819153,0.3823041,0.3564575,0,84.4588547,67.001236,54.7623138,40.393631,38.2816353,32.7651558,28.7555504,27.1257286,26.3366222,24.6064129,23.3607311,22.1070671,87.453743,82.2620316,75.1934586,70.5823669,62.0498734,50.3269196,43.4301529,38.2852478,34.9790459,32.6182213,30.6490593
334,0.4418669,0.4530244,0.2506185,0.2646586,0.3030634,0.3059334,0.6577152,0.388512,0.2984429,0.3610331,0.4092706,0.3491582,0,83.9968719,66.6340942,54.3110657,40.3120613,38.1860809,32.7273026,28.6859188,27.0642986,26.2595901,24.5376453,23.2986736,22.0370274,87.2647552,81.9813995,75.0288391,70.4789429,61.9951553,50.3010902,43.412365,38.2938881,34.9682503,32.6167755,30.6337051
335,0.4181686,0.4248832,0.2373968,0.2589322,0.243884,0.270488,0.7547912,0.3929687,0.3604546,0.3776402,0.3957451,0.3457466,0,83.8370514,66.4591217,53.979805,40.1873741,38.0716019,32.6644402,28.5211086,26.9758396,26.172863,24.4395142,23.2659111,22.0103168,87.095726,81.8021851,74.8427124,70.3393173,61.887989,50.2709541,43.371666,38.274292,34.9512215,32.5921974,30.6184769
336,0.4726747,0.4362479,0.2744482,0.2412621,0.2903295,0.3056304,0.8405206,0.4811628,0.3523166,0.3921098,0.3959987,0.3460639,0,83.7224503,66.226181,54.1044502,40.0828781,37.9429817,32.5873756,28.4795494,26.8904629,26.0873394,24.37397,23.1646595,21.9643478,86.9326477,81.6472473,74.6559219,70.1946182,61.7742767,50.2198143,43.356308,38.2349854,34.9136772,32.5755692,30.5980587
337,0.3617667,0.4370597,0.2412403,0.2651494,0.3110865,0.3174455,0.705875,0.4724841,0.3358778,0.4049351,0.4051284,0.3432871,0,83.0310669,65.595108,53.9832878,39.9612312,37.8857269,32.4889297,28.4123878,26.7881165,26.0112705,24.3069248,23.0922089,21.8623161,86.7215195,81.4585724,74.4808807,70.0264587,61.7149773,50.1871758,43.3465462,38.1945724,34.8978577,32.5619659,30.5990887
338,0.3307219,0.4294832,0.2226377,0.2622044,0.3086575,0.3234288,0.6675489,0.3455878,0.3456435,0.4225288,0.4034377,0.3401135,0,82.3038025,65.0531998,53.5770988,39.7944527,37.7335663,32.3724518,28.3493557,26.7136803,25.9688358,24.2519779,23.0417194,21.7538223,86.4450684,81.2981567,74.2317581,69.820488,61.6398811,50.1504669,43.3319511,38.184021,34.8502235,32.5258408,30.5753002
339,0.4430518,0.4143303,0.2274036,0.2376627,0.2318125,0.286696,0.7172215,0.4070422,0.2681695,0.412992,0.4284599,0.3293233,0,81.82901,64.7445068,53.2808533,39.6407013,37.5929604,32.2720985,28.2897148,26.6313133,25.9052238,24.2163162,23.0219135,21.6828403,86.1946869,81.0027466,73.947052,69.6035004,61.4092369,50.0893517,43.2924423,38.1555405,34.8269081,32.4994659,30.5530071
340,0.413429,0.4378714,0.2715272,0.2422438,0.2828953,0.2660195,0.5245825,0.3493407,0.2859104,0.399509,0.4057201,0.3384473,0,81.1456528,64.0151596,53.1966591,39.446373,37.4830933,32.1925011,28.2362041,26.5886669,25.817524,24.1323414,22.9673595,21.6411495,85.9121399,80.7565918,73.7313919,69.4526672,61.2606812,50.0050354,43.1998863,38.1044006,34.783493,32.4604378,30.5375938
341,0.4366533,0.4597891,0.2887461,0.2525513,0.2326222,0.2876048,0.6196413,0.3528591,0.2865614,0.4013177,0.3932936,0.3661369,0,80.4937363,63.4946404,53.2869835,39.2734871,37.271759,32.0932045,28.2326508,26.5658665,25.7421341,24.0292797,22.8857403,21.6262054,85.6323929,80.5422211,73.5449295,69.3013153,61.1976433,49.9431152,43.1540031,38.0441322,34.740654,32.4261284,30.5077286
342,0.4594037,0.4300244,0.2001916,0.2941087,0.253968,0.2976022,0.5805588,0.3751422,0.2860731,0.3829019,0.3924482,0.3685965,0,79.6887817,63.4310951,53.0070801,39.0642166,37.0617065,32.0200119,28.2014141,26.5345821,25.7262974,24.0077591,22.7986336,21.6050205,85.3829346,80.34198,73.3322449,69.1684952,61.121563,49.8791733,43.1410332,38.0199051,34.7107506,32.402153,30.4863396
343,0.440445,0.4224479,0.2727571,0.2900184,0.2665547,0.3072967,0.6390565,0.210951,0.2732151,0.3600465,0.3918565,0.3761337,0,79.0393295,62.9378242,52.3310509,38.8750038,36.9087791,31.8461132,28.1316872,26.4700413,25.6586151,23.9615955,22.7724819,21.5652161,85.1297913,80.1732407,73.1499481,69.0051651,60.9990997,49.8540154,43.1257858,37.9829407,34.6864128,32.3743744,30.4498634
344,0.4942401,0.4251538,0.2480049,0.241753,0.2923905,0.2844238,0.6405694,0.3390201,0.2370823,0.4708704,0.3967595,0.3462226,0,78.4955215,62.505867,51.780777,38.7040596,36.773037,31.7146339,27.9997692,26.3866234,25.5909309,23.8666248,22.7360992,21.544363,84.8847275,79.9417953,72.9306183,68.8543167,60.8696404,49.7752342,43.0807991,37.9194679,34.6620789,32.3454742,30.4295559
345,0.4944771,0.4454479,0.1991154,0.2620408,0.2824537,0.3168396,0.5810631,0.3139223,0.2776096,0.4000023,0.3912648,0.3529665,0,77.9275742,62.0757103,51.5002365,38.4722633,36.5834427,31.596693,27.8863335,26.2613239,25.5206261,23.8053493,22.6281223,21.4898014,84.6055908,79.7444839,72.6731644,68.7038498,60.7630119,49.7219963,43.0328636,37.8952217,34.6411362,32.3045883,30.4036312
346,0.4477915,0.4292126,0.2647626,0.1813802,0.2948195,0.311235,0.6181284,0.2921083,0.2636122,0.4074015,0.3988729,0.3479681,0,77.38517,61.8590202,51.2638855,38.3074989,36.4445686,31.4872551,27.8632317,26.1717491,25.4184189,23.7526455,22.5469112,21.4142551,84.3516541,79.5906906,72.4262085,68.4926987,60.6742668,49.6582642,42.9911194,37.832386,34.6133232,32.2943497,30.3866024
347,0.4980319,0.4511303,0.2653775,0.2433891,0.2792886,0.2477667,0.6811648,0.4297944,0.3064182,0.3990157,0.3894895,0.3418589,0,76.8970642,61.2539368,50.9801636,38.0512161,36.191555,31.3917046,27.7945137,26.1565437,25.3835239,23.7048569,22.5100422,21.3523521,84.1318359,79.4636993,72.2691269,68.3075943,60.5969238,49.6104431,42.9188805,37.8154755,34.5697899,32.2458267,30.3552856
348,0.4423409,0.4524832,0.2344757,0.2566416,0.2591205,0.2680644,0.6743568,0.4309672,0.3337619,0.3903011,0.3962523,0.3590757,0,76.4551849,60.6627197,50.5654793,37.8509331,35.9699516,31.2446938,27.7563667,26.1474113,25.3365498,23.6461258,22.4500828,21.312851,83.9403152,79.3235168,72.1461792,68.1952057,60.551239,49.6037178,42.8790245,37.777317,34.5221748,32.2322464,30.3315258
349,0.5169905,0.4668244,0.2576905,0.2761114,0.2707503,0.2812428,0.6587238,0.3484025,0.3448296,0.3705698,0.4000563,0.3560608,0,75.9631805,59.9746819,50.1641045,37.6977997,35.8131676,31.1259537,27.7168083,26.1104393,25.307085,23.6234493,22.4232025,21.2859612,83.7158813,79.1720657,72.0134201,68.1133728,60.4810181,49.5686073,42.8046875,37.7519569,34.4619217,32.1857262,30.3044796
350,0.5257589,0.4284008,0.2782917,0.2100123,0.275093,0.3166124,0.6675489,0.3819444,0.3244846,0.383724,0.3996337,0.3468573,0,75.4176865,59.3670959,49.8237152,37.5409355,35.7226486,31.076025,27.671629,26.0425434,25.2878571,23.5996685,22.4278126,21.2932301,83.4999237,78.9960861,71.8458557,68.0003662,60.3475456,49.5357437,42.7645836,37.7157936,34.4383888,32.1658936,30.2842331
351,0.3932854,0.4156832,0.3025827,0.2775839,0.2623591,0.3079026,0.605269,0.3394892,0.3415744,0.3804355,0.4003945,0.3503483,0,74.8999329,58.9598808,49.5071869,37.4418526,35.5724678,30.9898796,27.570507,25.9899979,25.2299252,23.5530529,22.3997002,21.2825489,83.2790833,78.8456573,71.7137375,67.8898163,60.2525749,49.4528122,42.7239876,37.7097588,34.4634132,32.1440582,30.2405434
352,0.4838129,0.4700714,0.2527708,0.2638405,0.3113809,0.3407728,0.5883753,0.3920304,0.3702203,0.3758315,0.3943925,0.3609798,0,74.2589645,58.7256317,49.2983055,37.3928032,35.4888878,30.8916683,27.4538937,25.8660488,25.127327,23.5014858,22.3472977,21.2669125,83.0809784,78.6192932,71.5581284,67.7549973,60.07444,49.4031525,42.6956329,37.6954727,34.4970284,32.119194,30.2148762
353,0.4534791,0.4643891,0.2752169,0.2605683,0.3166806,0.3494827,0.5926617,0.3495753,0.2813531,0.3865193,0.3874607,0.3535219,0,73.6450043,58.3266335,49.1422348,37.2883377,35.3235626,30.7877007,27.2760525,25.7748318,25.0431461,23.4176311,22.2879581,21.2223473,82.8695602,78.3920822,71.412674,67.6604538,59.9815254,49.3811226,42.7251892,37.6698799,34.5016937,32.1144943,30.2131729
354,0.4831019,0.5033538,0.2975093,0.3075249,0.3340517,0.364706,0.6277099,0.408215,0.350689,0.3651437,0.3801908,0.3410655,0,73.1215286,58.0571442,48.8072014,37.1408005,35.2884636,30.7058315,27.1347046,25.7152634,24.970993,23.353384,22.2023849,21.1614056,82.6800842,78.1926727,71.2146759,67.5728149,59.9246025,49.3471832,42.7171097,37.6737175,34.4808273,32.1100883,30.1989861
355,0.3624776,0.4021538,0.3095011,0.3017984,0.3354502,0.3514518,0.6377958,0.3997709,0.3475966,0.3488654,0.3806134,0.3598691,0,72.7030487,57.7019463,48.5233688,36.9148941,35.1404266,30.5925312,27.1236496,25.623745,24.9133682,23.3002701,22.1651173,21.093792,82.4397888,78.0422058,71.0359192,67.4570618,59.8924828,49.3233948,42.711792,37.6403694,34.4717293,32.0960846,30.1744232
356,0.3752747,0.4551891,0.2752169,0.2777475,0.3496562,0.3628883,0.5518142,0.3892157,0.2925836,0.3600465,0.3920256,0.3551087,0,72.4538193,57.8504982,48.5216217,36.6274567,34.9543762,30.3808937,27.1988277,25.601944,24.8767776,23.2485142,22.1193485,21.0453587,82.2639008,77.8633499,70.8526077,67.3543701,59.863884,49.2620811,42.6784248,37.6214256,34.4613533,32.0781708,30.1628704
357,0.4399711,0.410542,0.2841339,0.2977082,0.3012233,0.3561476,0.518531,0.2714672,0.3049533,0.3661303,0.4018316,0.3589963,0,71.9683914,57.6556969,48.2078934,36.4644547,34.8244476,30.3320541,27.2052994,25.5831203,24.8511124,23.2160149,22.0951443,21.0056019,82.1095963,77.7522888,70.7396774,67.3118362,59.7741737,49.219223,42.6279068,37.584137,34.4352036,32.0692253,30.1520252
358,0.3314329,0.3637303,0.2752169,0.2640041,0.3157237,0.3345623,0.5437456,0.376315,0.3283908,0.3781335,0.4068191,0.3555054,0,71.5984573,57.1550522,48.1041985,36.4106483,34.7233429,30.2741795,27.1963024,25.5733566,24.8080292,23.184269,22.0614548,20.9889698,81.9333038,77.6346283,70.6469116,67.2472687,59.7142563,49.1608086,42.6287041,37.5778465,34.4101677,32.0358658,30.1355305
359,0.2890129,0.3623773,0.2357056,0.2402804,0.2315181,0.3522092,0.6176241,0.3681054,0.2885145,0.4065794,0.3903349,0.3624079,0,71.3479004,56.720108,48.1919174,36.3290062,34.5205307,30.1634808,27.2467499,25.5823212,24.7992287,23.1641045,22.0162354,20.9422226,81.7432938,77.4768448,70.4828339,67.0345993,59.6328392,49.1111259,42.615593,37.5654221,34.3962173,32.0188789,30.1200085
360,0.3593969,0.4078361,0.2266349,0.1959417,0.26258,0.3064635,0.5692122,0.2956267,0.2857476,0.3756671,0.4088479,0.3382093,0,71.1576157,56.430069,48.3527565,36.2306633,34.4096413,30.063446,27.2826252,25.5891666,24.765974,23.1323452,21.9806328,20.9214077,81.5226288,77.306366,70.3122864,66.8132401,59.5066643,48.9216995,42.5200462,37.5598602,34.395134,31.9986439,30.0997429
361,0.4295438,0.4219067,0.2667612,0.244698,0.2856923,0.3140373,0.6741047,0.4492628,0.2986057,0.3863548,0.4118912,0.3431284,0,71.026886,56.07341,48.2151184,36.1743622,34.399334,30.0226212,27.1934204,25.5440273,24.7059956,23.0764942,21.9717216,20.9022541,81.3743286,77.1220932,70.1561813,66.6503906,59.3832054,48.8537827,42.4305916,37.5241928,34.3848419,31.9894485,30.0830078
362,0.4572708,0.3355891,0.2466212,0.2103395,0.2583844,0.2863173,0.7164651,0.4152517,0.3152073,0.3551137,0.3886442,0.3436044,0,70.4604645,55.5573845,47.878479,35.9526825,34.4741135,30.0495358,27.1000652,25.5158939,24.6418629,23.0623074,21.9173183,20.8740082,81.2242203,77.0097122,70.0121994,66.5040817,59.2685814,48.836216,42.3720169,37.467617,34.3640671,31.960741,30.0621376
363,0.4743336,0.3640008,0.2340145,0.222774,0.2692781,0.2852569,0.6715832,0.4110297,0.2977919,0.3514963,0.4273609,0.3462226,0,69.3373489,54.8672295,47.2089577,35.8276443,34.4159775,30.0867348,27.0479584,25.4399147,24.6009426,22.9876633,21.8804855,20.8371716,81.0610428,76.8816833,69.8466797,66.4063492,59.1930847,48.8010063,42.3451843,37.4227448,34.3348122,31.9584408,30.0462933
364,0.5058523,0.3948479,0.258613,0.2006864,0.2759763,0.2894225,0.6713311,0.3622414,0.3402724,0.4011533,0.4120602,0.3438424,0,68.3953705,54.4012756,46.5555344,35.747612,34.3748055,30.0913124,27.0498981,25.3341866,24.5290909,22.9464436,21.8100052,20.7970219,80.8752289,76.8003387,69.6394348,66.2896271,59.0580673,48.7292557,42.2674942,37.38694,34.3247566,31.9277077,30.0188904
365,0.5323944,0.4292126,0.2649163,0.1643646,0.2921697,0.3041914,0.7033535,0.396487,0.3594781,0.3878347,0.3903349,0.3443978,0,68.1023941,54.0224152,46.115654,35.6059113,34.3547249,30.0154667,26.9825268,25.2209949,24.439167,22.9030533,21.7642765,20.7702503,80.6554413,76.7278824,69.4634705,66.1630936,58.9017982,48.6731453,42.2613258,37.3534775,34.3129311,31.88694,30.0040016
366,0.4847608,0.4698008,0.2527708,0.2280096,0.2896671,0.3253223,0.5699687,0.3195517,0.3617567,0.3746805,0.4018316,0.3447945,0,68.0849991,54.0174637,45.9477615,35.4930801,34.2871056,29.9528484,26.92276,25.137331,24.3546028,22.8392735,21.7208824,20.7059898,80.4056702,76.596817,69.33564,66.0421143,58.8169861,48.6344986,42.2425728,37.3649063,34.2697144,31.8819065,29.9827843
367,0.4738596,0.5106597,0.2842876,0.2285004,0.2971013,0.3386521,0.690242,0.4774098,0.3493869,0.3824086,0.4182312,0.3487615,0,67.7326508,53.7895851,45.9264755,35.445034,34.1145401,29.8876171,26.8769684,25.0631275,24.2798958,22.7596054,21.6479263,20.6531258,80.2127228,76.4540405,69.2004776,65.9542084,58.7907257,48.6010551,42.2085838,37.3479652,34.2164001,31.8614979,29.9461594
368,0.4511093,0.4662832,0.3039664,0.2857645,0.307259,0.3339564,0.6075383,0.3059473,0.3233453,0.3935896,0.4107077,0.3446358,0,67.3280411,53.6627121,45.9503403,35.3324547,33.9013252,29.8516064,26.8521862,25.0564423,24.2095985,22.6926823,21.5854568,20.6118946,80.0207672,76.2352371,69.0637283,65.8544312,58.73452,48.5656319,42.1811676,37.347332,34.1899261,31.8496037,29.9259624
369,0.4307287,0.4286714,0.2918209,0.2590958,0.332874,0.3577381,0.6672968,0.3774878,0.2105523,0.3689256,0.3987883,0.3850991,0,66.8460312,53.4509773,46.0162125,35.2072029,33.7811394,29.8190517,26.8146381,25.0517159,24.1897182,22.6311264,21.5192604,20.5847664,79.8347473,75.9787369,68.8279648,65.731575,58.7151947,48.5476723,42.2070236,37.3445282,34.2178268,31.8216248,29.9050808
370,0.3902046,0.439495,0.2762931,0.227846,0.2896671,0.3333505,0.6264492,0.3507481,0.3179742,0.4235154,0.4052975,0.3504276,0,66.6717377,53.516716,45.9460945,35.1521797,33.7151566,29.7633724,26.841074,24.9969387,24.1689148,22.5819035,21.4764137,20.5529194,79.6782608,75.8188782,68.6569824,65.5806503,58.5977821,48.525486,42.2122536,37.3565063,34.2294579,31.8054981,29.8836594
371,0.4475545,0.3634597,0.2486198,0.2947631,0.296218,0.3369859,0.5624043,0.282726,0.2761448,0.3630062,0.3752032,0.3319415,0,66.3139725,53.578083,45.829628,35.0234299,33.6293526,29.7103844,26.8132305,25.0053329,24.1576405,22.524025,21.4351463,20.4957104,79.4899521,75.5670242,68.5425644,65.4062576,58.4844742,48.4307861,42.1271324,37.3110085,34.2186775,31.7894325,29.8555202
372,0.4250411,0.3577773,0.2779843,0.219829,0.2716335,0.3169154,0.5833324,0.2466039,0.2419651,0.3460702,0.3798526,0.3343217,0,65.6481857,53.2133408,45.7060776,34.8744164,33.4283638,29.5275059,26.7166805,24.9649525,24.1118851,22.4714222,21.3930893,20.4551716,79.2594681,75.3529358,68.393631,65.247261,58.3560371,48.3460579,42.0270958,37.2277527,34.1771584,31.7782249,29.8401508
373,0.4153248,0.3786126,0.2275574,0.2129573,0.2597093,0.2824546,0.5634129,0.2914047,0.2265028,0.383724,0.4312495,0.3276571,0,65.1675034,52.6174583,45.5619049,34.7840004,33.3419418,29.3165359,26.5282116,24.8661594,24.0621414,22.4530964,21.3591824,20.4068432,79.0177994,75.1910934,68.2250443,65.1086426,58.2373466,48.2896461,41.99049,37.1693268,34.0931206,31.7585564,29.8302288
374,0.3883088,0.4446361,0.2024977,0.1959417,0.2916544,0.2641261,0.584341,0.3310451,0.2377333,0.3807643,0.4321794,0.3428904,0,65.1355515,52.1733742,45.4668541,34.6667328,33.2957878,29.2468719,26.3681507,24.7357388,23.9826145,22.4208851,21.3504486,20.4026604,78.8052216,74.9615326,68.01474,65.0079803,58.1022072,48.218914,41.9298286,37.1196251,34.0575294,31.7236252,29.8106556
375,0.3676913,0.4665538,0.2756782,0.1983959,0.2631688,0.3098717,0.6337614,0.3221319,0.1910211,0.3523184,0.4186539,0.3601071,0,64.9060745,51.9387054,45.0869713,34.5236053,33.2274933,29.2012978,26.3398266,24.6971703,23.9239101,22.3674526,21.2995968,20.3738117,78.624527,74.8005447,67.8165512,64.8569946,58.0245018,48.1352196,41.9238663,37.0867348,34.0196877,31.6913185,29.7873173
376,0.412955,0.4673656,0.2669149,0.2492791,0.2546305,0.3061606,0.6440994,0.3828826,0.2852593,0.3781335,0.3964214,0.371532,0,64.4476242,51.7222977,44.5195389,34.3888702,33.1241035,29.1743565,26.3920956,24.6878929,23.9051476,22.3589096,21.2899036,20.3466644,78.4813995,74.7123413,67.6177826,64.7120438,57.9742279,48.0861397,41.8998451,37.0783119,33.9883881,31.6599464,29.7622795
377,0.3897307,0.456542,0.310731,0.2880551,0.2769332,0.2794251,0.7051186,0.3777223,0.3091851,0.3699121,0.409017,0.3605831,0,63.8837013,51.5239677,44.09272,34.2646179,33.049221,29.0961971,26.3703671,24.6430702,23.8439655,22.3283901,21.2729988,20.3354492,78.2979507,74.5958862,67.4711304,64.5351334,57.9287262,48.0422363,41.8266945,37.0482101,33.9716988,31.622179,29.7522888
378,0.3672173,0.3802361,0.2632252,0.2779111,0.321833,0.3182029,0.7487397,0.4452753,0.3440158,0.3569224,0.3965059,0.3609798,0,63.32341,51.1341553,44.0446205,34.1576462,32.9822655,29.0436916,26.3049049,24.597929,23.7885151,22.2842827,21.2163086,20.317461,78.1387558,74.4750977,67.3564682,64.4802399,57.8969002,48.0276413,41.7830009,37.0230217,33.97155,31.5987415,29.7194004
379,0.329774,0.4408479,0.2575368,0.2546783,0.3279423,0.3400912,0.7638684,0.4112642,0.345969,0.3751738,0.4061428,0.3746263,0,63.0241089,50.7533607,44.0246468,34.0640335,32.9125633,29.0004807,26.2468624,24.5972672,23.7560425,22.237772,21.1648006,20.2606373,77.9966583,74.3296127,67.2629547,64.4307327,57.8800621,48.0107002,41.7615089,36.9835052,33.9420509,31.5781841,29.701437
380,0.4385492,0.405942,0.253847,0.1606015,0.3225691,0.3475135,0.6224149,0.4018819,0.3435276,0.3684323,0.4033532,0.4000944,0,62.7355499,50.6255989,43.7226334,34.0057716,32.863987,28.9404354,26.1628819,24.5407734,23.729372,22.2080536,21.1316261,20.2134209,77.8187561,74.1175079,67.1802139,64.3409271,57.8246651,47.9768448,41.7769852,37.005024,33.9347725,31.5596218,29.6775703
381,0.3506285,0.3491185,0.2349369,0.1731996,0.2734001,0.292452,0.6246842,0.3589576,0.2632867,0.3447548,0.4170477,0.3570922,0,62.6122704,50.4500809,43.6108971,33.8604851,32.6584663,28.8355255,26.0645123,24.4834843,23.7125072,22.174511,21.1147327,20.1988029,77.6914062,73.9545059,67.0695343,64.2374878,57.6860085,47.9266548,41.7566948,36.986145,33.9225922,31.5342617,29.66646
382,0.3646105,0.3775303,0.1958868,0.2163931,0.3018121,0.2932851,0.6983106,0.3322179,0.3537815,0.3413018,0.4069882,0.3406688,0,62.2116432,50.3778343,43.5260086,33.6170158,32.4327164,28.7126064,25.9820766,24.4039631,23.6377754,22.1429443,21.1047516,20.1983109,77.5923538,73.8271484,66.9277267,64.1499252,57.6052399,47.8450623,41.7059631,36.9370804,33.8891411,31.5243797,29.6464043
383,0.4025278,0.4386832,0.2326308,0.2394624,0.3148404,0.3261554,0.721508,0.2738128,0.2958388,0.3661303,0.4131592,0.3525698,0,61.8686752,50.5349503,43.4098854,33.5077896,32.2249603,28.5297756,25.8860531,24.3660488,23.5869179,22.0966091,21.0686016,20.2213612,77.4775467,73.6128998,66.7697754,64.0113068,57.5480499,47.8438568,41.677578,36.8902664,33.7755203,31.4946156,29.6282444
384,0.4354684,0.4332714,0.1865087,0.1938147,0.3334628,0.3383492,0.7520176,0.3434767,0.2654026,0.3738584,0.4093551,0.35495,0,61.4464417,50.5705528,43.2422485,33.4249916,32.1183891,28.4578953,25.8294926,24.3026085,23.5616302,22.0868492,21.029604,20.1478291,77.3369141,73.4355011,66.6215591,63.8871918,57.4166489,47.8083878,41.6746941,36.8742828,33.7328949,31.4639015,29.617424
385,0.4503983,0.3907891,0.285825,0.2448616,0.3282368,0.3403184,0.6430908,0.4351892,0.3571994,0.3639927,0.4013244,0.3344803,0,60.9587822,50.1656303,43.0999565,33.4326553,32.0426826,28.4237728,25.8821583,24.2808418,23.5311146,22.0494995,20.9978962,20.1153584,77.2326355,73.2988739,66.4814835,63.8043175,57.3122025,47.7826233,41.6275864,36.8464203,33.7439308,31.4456615,29.5901184
386,0.3361725,0.4297538,0.273987,0.1907061,0.324262,0.3381977,0.6128334,0.3871047,0.3752658,0.3855327,0.3991265,0.3530458,0,60.2899551,49.6287041,42.8477402,33.3261414,32.0070152,28.3812027,25.8885918,24.2506027,23.488699,22.0267754,20.9774151,20.0929794,77.1087952,73.1881409,66.3555603,63.7499352,57.2694855,47.7285614,41.6067543,36.8255081,33.7540588,31.4370384,29.587122
387,0.2698173,0.2979773,0.2009603,0.2064128,0.3052716,0.3341079,0.6188849,0.2294811,0.2458713,0.3424528,0.3630303,0.3219447,0,59.843998,49.0446892,42.3730621,33.1349754,32.0015411,28.2811165,25.8608036,24.2174797,23.4403667,21.9886551,20.9585991,20.0931416,76.9403839,73.0526199,66.2092361,63.6758575,57.2464333,47.6801949,41.590538,36.8249168,33.7010155,31.4240513,29.5662079
388,0.2811925,0.324495,0.1720571,0.2175384,0.2825273,0.3135072,0.4880214,0.266776,0.1994846,0.3284765,0.3428266,0.3273398,0,59.6298981,48.5899124,42.0067482,33.0569267,31.8948402,28.2294674,25.7625866,24.1645164,23.4001961,21.9367161,20.9388504,20.0733929,76.7267227,72.8831863,66.010582,63.4391747,57.1830673,47.6257286,41.5812187,36.8275223,33.7096176,31.3977451,29.5432377
