Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
51,11.3883447,10.9686246,9.1901677,5.9963036,4.4317868,2.4580251,8.6023098,7.7522526,5.7266656,4.6344956,3.52825,2.6330334,0,506.2363892,362.1923218,250.1736603,123.8476791,120.3025284,98.4733505,80.014595,67.0021286,61.026226,55.1075592,51.3075523,47.4548569,147.5973663,122.3672485,119.2476654,86.405426,61.1446762,53.154644,47.9108505,38.9393196,37.1888924,35.4124641,30.6208286
52,11.2380975,10.6260599,8.4743518,5.3976484,3.8765747,2.3083671,8.684257,7.7651533,6.1161513,4.5790837,3.0989845,2.2109457,0,507.2783203,356.406189,243.8882751,124.5046463,117.3166428,96.5910416,77.5567856,67.0410156,61.6951561,55.8237953,53.3385429,48.5727196,145.7102203,122.3758392,118.2638321,86.322403,61.3579636,53.3018951,48.0749245,39.0653954,37.3879509,35.6553192,30.759922
53,11.6367028,11.1572245,8.6308596,5.0288676,3.3246012,2.0612344,8.8549594,7.8613225,5.7292697,4.013783,2.6797787,1.8489976,0,512.8231812,355.0209656,243.6642151,124.9757919,117.8257523,96.8047943,76.4343338,66.7279587,60.4693527,54.8763351,52.4605904,47.7822418,144.3751678,122.1893539,117.3912201,85.8521729,61.4189644,53.2136574,47.6344795,39.1548767,37.2796173,35.4165497,30.9098644
54,12.9590674,12.3970593,8.9201993,5.052755,3.2664522,1.9886775,9.5228924,8.4078446,6.0030327,4.1382544,2.6032751,1.792349,0,523.6672363,351.1005249,238.3820648,124.7800751,118.575264,97.6346893,76.3987885,66.7602844,59.8848114,55.4279175,52.9799652,47.6389427,143.7453918,121.9637222,116.8900986,85.5036316,61.3627319,52.9686127,47.2124901,39.1541595,37.0727272,35.172554,30.9583759
55,14.2847498,15.1686949,12.6497902,8.1147479,5.1077133,2.981904,9.9858312,9.5065185,7.4768285,5.8989407,3.3622245,2.0687688,0,528.6547852,349.897644,236.1077423,124.9894104,119.1584091,99.208374,77.7028503,67.6887589,61.5856323,55.4453545,52.8977203,47.6957245,143.8063354,121.8797836,117.5609283,85.6716003,61.3371086,52.7542572,46.8834991,39.1162338,36.8953972,34.906868,30.9960804
56,13.5700094,15.0228478,13.4163403,9.6898377,6.6362949,3.8338037,9.4815406,9.1026081,7.669374,6.2422647,4.1111988,2.7568035,0,526.8718262,346.2530823,230.9063416,124.0112228,116.1748352,97.5610123,76.2536697,67.1298981,62.9733925,57.5251007,55.9449997,48.7367554,143.8776855,122.0545883,119.5566559,87.0168533,61.7507095,53.015564,47.5453033,39.0848618,37.0429192,35.3709984,31.0242252
57,12.8614304,13.2196476,10.2958693,6.4359283,5.1583544,2.5835228,9.0254096,8.0393527,6.1683973,4.6621194,3.3053329,2.1478706,0,519.9042969,339.1033325,223.4232025,122.1375275,115.1150436,96.9153214,78.7294235,69.8440628,62.4947662,57.4284592,55.8445473,49.7938957,143.5137482,122.3869553,120.1812057,87.7229538,62.2233124,53.447197,47.8670464,39.243206,37.3191376,35.608078,31.1559582
58,12.0146905,11.5384831,9.0052178,5.9732344,4.3262354,2.4494668,8.890764,7.9218387,6.0433973,5.0513186,3.1573978,2.0598828,0,518.3205566,335.5558472,218.7419128,122.6722336,115.0609818,94.5668106,75.2630234,68.1034164,61.6004028,56.2451744,54.1408882,48.2116013,143.0135956,122.6387329,119.8657303,87.8584595,62.4937401,53.5031853,47.5405884,39.3217926,37.3238945,35.497963,31.2689571
59,10.3271352,9.6806246,7.170786,4.3142118,3.3489648,2.1592392,8.0286792,7.0033063,5.1711643,4.037625,2.6578843,1.7959193,0,526.4292603,334.5136719,217.7279663,124.0952911,116.2432556,94.3239288,75.5216827,67.7884064,61.202446,56.1959572,53.882309,47.6192741,142.296402,122.7551193,119.192421,87.6487732,62.628418,53.474926,47.2873116,39.35812,37.3539276,35.5445175,31.3078136
60,10.7544154,9.9982951,7.7568449,4.8346606,3.3853264,2.0950135,8.4848101,7.5556924,5.6692111,4.235102,2.8059039,1.8302734,0,533.7972412,335.0110168,220.2385712,123.9032669,116.3533936,93.4840393,75.3536377,67.896904,61.331501,56.962883,54.8350258,48.4422874,141.2135468,122.6941071,117.9773788,87.0169983,62.5283432,53.2829285,46.9069672,39.3341484,37.1977119,35.1316071,31.3295021
61,11.0319224,11.8082592,10.0594164,6.824506,4.4348783,2.6147268,8.7689779,8.4540527,7.0023818,5.7438859,3.5539484,2.2034084,0,536.7164917,341.0286255,251.4400482,135.8323517,125.9999771,100.2999802,77.0158844,67.5429535,59.4992676,55.7065544,53.2181244,48.7780838,140.9835205,122.5701294,118.1478577,87.2456589,62.5854149,53.1981544,46.7925301,39.2529564,37.0174026,34.8441887,31.2664852
62,12.6863001,15.8632949,16.1427745,12.6616806,7.946413,4.6490462,10.5261786,12.3256813,12.1640029,10.5573274,6.2455221,3.9166719,0,530.6346436,363.6353455,310.868866,156.0930634,146.7238922,115.8088226,92.7237854,75.0464706,66.492485,59.7763023,56.7403717,50.3696289,141.2751312,122.6844788,120.8252411,89.185585,63.1984062,53.5468674,47.1809464,39.16642,36.941185,34.9081993,31.1684017
63,14.6956782,19.6869773,24.8035921,26.9186404,21.5750573,12.4179346,12.4432393,16.0514141,20.6363337,23.5707526,15.9176889,10.1813417,0,521.7286377,394.4752197,326.6217346,161.4117279,157.4458313,123.9132004,108.5471115,87.7537918,77.1577682,68.3051987,64.27742,56.3936844,142.4919891,123.3330917,128.5539856,96.3145905,66.0028992,55.8707657,49.9720268,39.314537,37.564949,36.2354736,31.1523056
64,18.9241643,21.3602949,21.215135,16.8898978,14.7403463,9.8887439,22.1568855,31.8803838,33.6068743,30.4470977,17.3507997,9.4522884,0,507.7735596,370.8491516,302.3582458,154.2761383,151.4336395,118.1260147,99.7980194,82.8680191,73.6474304,67.9492493,63.5938988,56.7041512,145.9696198,124.7996979,139.7866211,106.7669907,70.9490967,60.2457886,53.5992813,40.0291595,38.6788673,38.0412636,31.4363194
65,16.1102293,11.6418479,7.4678127,4.8238622,5.591969,3.8222158,19.3222679,13.7499226,12.1460992,8.9801418,7.6432131,4.8369341,0,502.7622681,351.8447571,276.9741821,148.1568756,145.0544281,114.0358658,92.2834625,77.605278,69.792244,65.651001,60.6817703,53.2482338,149.884903,126.8759308,144.4904327,110.2114639,73.9421692,63.1300087,54.7159271,40.954567,39.5860443,38.7052727,31.908474
66,18.3392905,18.6257301,12.932519,6.6177009,4.3593582,2.7105352,12.4886255,11.8879944,8.1078506,5.2951641,4.1605669,2.9712589,0,499.8013916,343.4466858,259.1910706,143.4430237,138.1773529,108.6365738,87.2237396,74.7600784,69.2674637,65.6684875,61.1230812,53.0809364,150.6242828,128.562561,141.7802887,108.6340485,74.4261627,63.3778343,54.0308723,41.6159744,39.8624153,38.4775162,32.2826462
67,15.7609164,15.8091772,12.6790009,6.354286,4.1168255,2.4516632,10.7601694,10.2355273,7.2670302,5.4484102,3.2789581,2.3194032,0,503.5801392,336.7875671,250.4434814,140.4429779,132.9055023,104.7190704,83.6538315,73.2440796,68.0094299,64.1843033,59.828373,52.7406845,150.8031464,129.6226654,139.9326019,107.0155487,74.2266693,62.880455,53.3320427,41.9490509,39.8125153,38.078907,32.4665871
68,18.3968774,22.9126594,29.0126997,21.206138,10.9018524,4.9364714,12.1603324,12.7678247,13.8480848,12.9199817,6.8698929,3.9035808,0,501.9256287,331.3086853,250.5950775,140.7931824,132.0456085,104.670845,86.034935,74.6144562,68.2553787,63.5432434,58.878933,52.044651,151.0031281,130.3349152,143.3260345,108.7252045,74.3883057,62.6080933,53.2876434,42.0813866,39.8187447,38.1206055,32.5527916
69,19.7540785,19.9505301,16.3676969,12.0154144,11.5372218,6.6009627,12.6260447,11.2019097,8.6574925,7.4220298,6.0802575,4.9235732,0,495.0079041,326.9704285,243.9309998,141.4268341,134.6604614,105.2489166,83.5767059,72.6262131,67.5976715,64.5801468,59.6696854,53.1045227,152.1702423,131.121933,147.5861816,112.5116348,76.1436234,63.930584,55.0929718,42.339592,40.4721794,39.238533,32.6796761
70,15.0333788,14.5839536,10.5283249,7.6949203,6.5099129,4.2965621,10.2987435,9.26375,6.6952529,5.1733236,3.9169389,2.9736391,0,496.0882568,322.1694336,236.9964447,139.1875153,132.0393372,103.4466782,81.4101944,71.3069687,66.3925247,64.2742767,60.536705,53.8963242,151.9682312,131.8386841,145.915863,112.1723709,77.0888214,65.14534,56.2787132,42.8855362,41.0593758,39.6405487,32.9884987
71,15.8699286,14.8199066,11.365442,7.29309,5.2371867,3.7867704,10.6822566,9.5581213,7.0482802,6.1360448,3.7686656,2.6977747,0,499.6047668,321.4212646,231.7993927,137.4702301,129.5059204,103.2384186,81.3466263,71.2723846,67.4176483,63.4003372,59.9850273,53.0450554,151.0940552,132.1891479,143.8046265,111.1446762,77.240921,65.3343048,56.0221481,43.3381653,41.3223953,39.7642059,33.3296928
72,14.7238791,15.4812243,13.4277172,8.9053196,5.9427029,4.0621534,10.5566882,9.7940876,7.8547582,6.3596657,4.1540577,3.0780503,0,501.2753601,325.802124,232.0688782,137.4978485,127.9750061,100.9985428,79.2952881,71.4008331,67.4350128,63.3662758,60.0484276,53.7196312,150.4689484,132.2861786,142.920578,110.8027725,77.2193756,65.1945343,55.7373772,43.657093,41.5587807,39.9421005,33.5832634
73,13.116661,13.9034241,12.9030008,9.7631358,6.731247,3.8866687,9.4268249,9.4481133,7.8845433,6.592659,4.7175637,3.4214329,0,496.3098755,322.1302795,230.7506714,138.5097961,130.7998657,100.9753189,78.2857361,70.787735,67.4343262,62.7656021,59.024498,52.9304237,149.3935852,132.2881317,142.3825226,111.0274811,77.4369202,65.2760849,55.8022842,43.8941612,41.7236404,39.9950676,33.7876167
74,12.9090641,14.0590124,13.0550502,9.7403938,7.1488154,4.5318039,9.8441255,10.0377942,8.6125706,6.9802139,4.9356624,3.6161328,0,494.585907,322.2744141,256.6965637,146.8572845,135.8935089,107.6872101,83.3238525,73.0570221,69.4943161,63.7915955,60.7945366,53.9844131,148.3250122,132.2632141,142.4485321,111.6610489,77.9253616,65.6254654,55.7306786,44.0916634,41.774498,39.8853874,33.9816589
75,14.241382,15.4601185,14.1698225,10.068108,6.8582178,3.9461229,10.5781205,11.1514797,9.5873427,7.7691356,4.8688802,3.0614683,0,491.6806946,321.4669189,282.9642639,155.4141388,143.4920197,117.3005142,88.9744339,74.2608719,69.4603424,63.2984238,60.2200165,54.9233932,147.7979736,132.2953186,143.3379669,112.2289581,78.3271713,65.8792877,55.6630325,44.2489319,41.7568169,39.8039322,34.1084976
76,14.7139259,15.2401302,12.8997722,8.4072856,5.8945644,3.8649319,11.2041973,10.931698,8.5689508,6.3068846,4.2155142,2.5759881,0,493.2463684,323.7196655,278.2400818,153.6328278,145.087616,118.4208374,89.8821182,73.9608612,69.1488876,63.0584145,59.4536858,55.1695328,148.2410736,132.4714813,143.9987335,112.6700363,78.7048645,65.9981155,55.5195541,44.3565254,41.6826859,39.4958954,34.1957016
77,14.6281381,16.6431302,15.2887459,10.8048515,6.819869,4.2076458,11.2879096,11.5481186,9.8155329,8.002951,5.1017724,3.1142292,0,495.1335144,327.6361694,281.401825,155.6925812,146.8386383,118.7218018,91.8489914,75.2873611,70.3535233,64.2383423,60.7850914,55.7013817,148.6889343,132.7756042,144.7664948,113.3716583,79.0537491,66.1871948,55.4410858,44.3937035,41.7028236,39.4847603,34.2163582
78,12.6486198,13.9840594,13.0192286,9.4784514,6.5000497,3.7932839,9.8063037,9.8989354,8.5995498,6.5946322,4.9782677,3.2328422,0,502.723114,331.6549377,287.4125977,159.5383301,149.5147095,120.792038,93.5533218,79.4536743,72.8051758,65.4017105,61.0665665,54.4813461,148.5209198,133.1534729,145.6980133,114.3674698,79.6051407,66.5517044,55.5196533,44.4253235,41.7943916,39.4881706,34.2437706
79,11.2985281,10.6723304,8.4675872,5.6301406,4.4588003,2.5171764,8.9248037,8.0287975,6.3135796,4.375194,3.3940939,2.3232909,0,514.489624,339.8989258,291.5052185,155.9284973,147.1612396,122.9674301,96.1305542,81.4332733,73.783165,65.4548492,61.5519714,54.7463455,147.7452698,133.4049225,144.9956818,114.1869278,79.9183273,66.5574799,55.0849266,44.3984947,41.7574692,39.1957169,34.2571602
80,11.7748638,12.0493536,10.1739531,6.4833756,4.1347855,2.5309607,9.2011549,8.8509263,7.1500055,5.2464936,3.319112,2.030527,0,519.6043701,354.4391785,302.4775085,158.2884674,151.9747467,123.8930283,97.1824036,83.0049057,73.8482132,65.9090729,61.9128304,54.9941788,146.9337463,133.4080353,143.2786255,113.1255493,79.6961212,66.1241226,54.5171585,44.2920113,41.5522041,38.8873405,34.2010574
81,13.3797121,12.1381064,9.5968113,6.2261781,4.4412084,2.9345679,9.7889057,8.7052653,6.506939,4.9518401,3.6725501,2.3641509,0,516.5632324,354.3473511,294.5720825,160.4034424,154.0147095,124.6711044,98.0413055,85.4470673,76.6391144,68.022583,64.0609131,56.5637703,146.6582642,133.2763367,142.3715515,112.7793274,79.5225143,65.7169495,54.3813324,44.1552505,41.3939705,38.7290573,34.0949135
82,16.5202097,15.9166008,13.5075085,10.0360401,5.9948898,3.4996482,11.2359676,10.5284913,8.2128311,6.8539339,4.5563567,3.0216397,0,515.7416992,353.6451111,280.2865906,157.3756561,151.2717896,121.8767395,94.3312454,81.9224319,75.4286041,68.3702545,63.6131592,55.9834175,147.2917786,133.1449585,141.7805328,112.8494186,79.4566879,65.5460892,54.5025101,44.1064339,41.3435707,38.7165794,34.0209274
83,16.1990978,15.362436,11.5734529,6.8171435,5.1146323,3.1400447,11.2881617,10.5833781,7.770611,6.0562976,4.1580309,2.7283998,0,520.3861694,355.3950195,283.1413879,155.3135681,148.4971619,120.6947174,91.8447342,79.113121,73.3693848,67.5872269,62.988327,55.710392,148.5895538,133.2223969,142.4594116,113.9423447,79.8051834,65.7406464,54.8159676,44.1205482,41.4217148,38.9874268,33.9849472
84,10.9854737,10.1062599,7.7494654,5.3647625,4.2449005,2.8214155,8.6701369,7.5097188,5.7641004,4.8408518,3.4143822,2.5157692,0,532.0056152,357.6927795,288.8575745,159.0604248,151.8323212,123.6187592,94.5607605,80.1268463,73.1434479,66.8886337,62.352108,55.7654419,148.3360748,133.325943,141.4875946,113.7133713,79.9168396,65.7327118,54.8282852,44.1660042,41.4739532,39.055088,34.0105782
85,10.8748028,9.9320011,7.847398,5.1591026,3.8067223,2.396223,8.6696326,7.7083901,6.0616265,4.4702329,3.1038875,2.2284798,0,540.09729,359.8970642,286.4877319,161.7540741,158.3232422,129.7042236,101.4203491,83.8144302,75.3005219,67.5354843,63.2632637,56.5481415,147.174118,133.2035828,139.7245331,112.6765747,79.7395172,65.5013046,54.6942825,44.221199,41.4957619,39.1880951,34.0505333
86,11.6362288,10.5056482,8.2033072,5.4575303,3.9444397,2.6329039,9.2208222,8.4139432,6.4537164,4.997222,3.438559,2.3822403,0,553.0488281,382.203125,302.690094,164.1178894,163.082962,129.7888031,102.5915909,85.0208969,75.762352,68.6576843,64.2207489,58.0490189,146.3499756,132.9300385,138.5978851,112.0307922,79.4839783,65.2000427,54.3757858,44.2443695,41.3813019,39.0371857,34.1252518
87,12.4888933,10.6991187,8.0846196,5.0697706,3.4972079,2.7229562,9.2407417,8.2797755,6.2144585,4.6297273,3.1252747,2.2687051,0,548.0621948,379.2999573,299.3631287,165.80513,162.7155609,129.552887,103.3449783,85.4791107,75.9837646,69.1952591,64.7664795,59.4770813,146.1107178,132.6208038,137.5981598,111.3566284,79.2427292,64.9097519,54.1106987,44.2511826,41.2530403,38.7940865,34.1463661
88,14.9703414,12.7748005,8.9601718,5.2875378,3.618143,2.5207361,10.0430682,8.7510043,6.3178114,4.7749165,3.0089554,2.3692286,0,539.9020386,366.6394653,290.1708679,166.3104095,160.4551849,127.187294,102.0100937,86.4669724,77.2568207,70.7974014,66.603981,61.0985336,146.2778168,132.3734589,137.2396698,110.9918518,79.0255051,64.6890259,54.0508652,44.2280884,41.1774254,38.6268654,34.1178207
89,16.2552627,12.7242004,7.9614735,4.5962783,3.4281652,2.2920834,10.9361668,8.9757117,6.1181044,4.8615696,2.9175738,1.9098512,0,528.7985229,351.0913086,275.5361938,161.0362854,155.1572418,123.7952499,98.15448,83.2212448,74.5314255,69.0850601,64.996666,59.6832657,147.4977264,132.2553558,136.9667664,110.49086,78.7858963,64.5042419,53.91539,44.1849213,41.0277138,38.3640556,34.1057396
90,14.920575,12.5856593,8.4579016,4.628019,3.4577549,2.1736294,10.5662697,9.0580419,6.5079156,4.7638998,3.0906156,1.9039007,0,523.7861328,340.5213318,264.6637268,159.3650513,154.5250702,123.2589645,97.5077209,83.4369354,75.6730957,69.2317505,65.2805786,58.7091255,148.8179169,132.2767334,136.6988373,110.0145493,78.5041504,64.228035,53.5437927,44.0764313,40.8378143,38.1908188,34.0607262
91,13.2398922,11.2338009,7.6698277,4.5593021,3.4241169,2.176356,10.016845,8.5617153,6.1615614,4.6236435,2.947499,1.9324631,0,525.1866455,347.3605347,264.2826538,158.9568024,151.1632996,122.2713013,96.325676,84.1065369,76.5303192,69.6205215,66.0466843,59.3848534,149.2199554,132.3660889,136.530365,109.6752701,78.3247147,63.9642792,53.4060669,43.9675217,40.73386,38.2702484,34.0257988
92,15.8784599,12.4717416,8.7457038,5.2476165,3.8108443,2.4239431,11.1504904,9.2752433,6.4787815,5.045728,3.0546885,2.0727358,0,527.1152954,345.4031067,259.2131653,156.5677032,147.7229462,117.7800446,93.0155563,83.4872971,75.9840317,71.7641068,68.3173904,61.4009857,149.7302856,132.4376678,136.2585449,109.3845139,78.1411133,63.7451744,53.3988495,43.9101143,40.7008934,38.2394333,34.0109749
93,14.7253011,13.2369656,9.5274743,5.3683619,3.6938103,2.4078867,10.278824,9.0552271,6.5455133,4.8283553,2.9108956,1.8950147,0,523.2095337,347.1958618,258.4372864,155.260849,147.3948212,117.6025543,91.650238,81.333786,74.3005447,69.6917648,65.2287827,59.2006416,150.1650391,132.5537109,135.9315491,109.1358643,77.9763336,63.5757675,53.4692459,43.8832741,40.6743622,38.2352409,33.9812775
94,17.1707278,18.9171537,16.8069335,12.9478375,8.4157267,5.1509611,12.5420804,12.4077769,10.0259821,8.1770794,4.6253367,3.4636416,0,518.0169067,343.2948914,257.1888428,154.4483948,146.707489,118.0457001,92.7597275,81.1067429,73.9643631,68.9067078,64.6064606,58.6815262,150.9679108,132.8044128,137.493927,109.9674072,78.0108032,63.52911,53.6050415,43.8698959,40.6631851,38.2792778,33.9602814
95,18.7241508,20.7509302,20.2996103,13.5803604,8.9827158,6.0515602,13.7637244,13.9955058,13.1146865,12.4253847,6.5847584,4.361054,0,516.5939331,345.4962463,269.7799988,156.8088531,148.4573517,118.5220642,92.0337753,80.8539352,74.7848663,68.7459183,65.5420074,59.9857788,152.9216614,133.5025024,142.9831543,113.6544342,79.3858566,64.6355438,55.9800644,44.0384369,41.2784157,39.4312057,34.0010338
96,20.1168993,20.7493066,16.8561304,11.8516391,9.0775207,4.8989811,15.7715576,15.9859722,11.4875706,8.0637891,5.435514,4.1362844,0,518.0575562,344.8270569,274.0144043,156.2500458,149.1753998,118.7919312,95.7073135,82.3177261,75.2060547,68.0534592,64.5261383,58.7968292,154.9607391,134.5627441,147.699173,117.0559235,80.8942566,65.9170532,57.47332,44.6554756,42.1670227,40.4236183,34.2737007
97,24.7648452,23.0081771,15.5622503,8.8865043,6.8737488,3.8488755,26.3500621,24.2476041,16.2571019,11.6328456,6.2710515,4.3382042,0,515.56427,338.0670471,263.6429749,153.6631012,146.7328491,116.4435577,92.3104935,79.6617661,73.9830704,67.0548019,63.8131409,58.2443504,160.1161041,136.0671234,151.6007233,119.9716721,82.3119202,67.1639938,58.1399307,45.3118782,42.7483368,41.14785,34.6372833
98,22.2478497,17.7273774,11.2532114,5.4987605,4.087015,2.7564324,22.9153386,16.9183436,9.040956,5.9132459,4.1106071,3.1289864,0,513.0592041,341.8805847,256.1729431,151.5501709,144.7498627,114.6254425,90.0028076,77.9921036,72.1045227,65.57061,61.5219193,56.6994171,165.2612457,137.6246796,151.6999512,120.4228745,83.2138443,68.1490173,58.5947189,45.8611298,43.1227798,41.4968758,35.0063515
99,15.6568809,14.5014242,10.8770084,6.224542,4.2831757,2.7833193,11.1275451,10.5432685,7.4314183,5.2545506,3.5041577,2.8683552,0,520.4842529,345.7425842,257.7208557,151.9833679,145.0865326,115.5303879,91.0472565,77.882782,71.7502594,64.8490601,60.5198441,55.9902611,165.629364,138.8173981,149.5375824,119.6672363,83.3194885,68.3228531,58.3981133,46.2697334,43.2564812,41.4841537,35.2941742
100,13.019972,13.1620123,10.6822192,7.3506813,4.9105957,2.763476,10.3769085,9.572664,7.3350641,5.7437215,3.7069556,2.702535,0,519.6460571,347.2533569,258.1704102,151.6557465,144.5933685,117.4515305,96.7969742,79.6679306,73.0280533,65.6353073,61.6812553,56.2088737,163.2592773,139.420639,147.8917236,119.3013,83.2719269,68.287796,58.0765495,46.5171661,43.3524857,41.4738884,35.5289955
101,13.9574764,13.8969301,11.1963274,7.435923,5.4831789,3.0874826,11.6701618,11.0119171,8.1026422,6.2652845,4.0394292,2.759263,0,530.3681641,363.1680298,268.0821533,151.1790619,142.7955933,116.799324,97.3983002,80.5827103,73.4014587,66.2771454,63.5783882,57.5171089,161.0614471,139.5415039,146.741806,118.8306198,83.2808914,68.1690826,57.7287903,46.6207504,43.3340645,41.3288689,35.7012863
102,20.1891791,18.1960361,11.7187377,6.4089323,4.5001671,2.614954,20.941293,18.9322659,11.239361,6.9474929,4.2125555,2.9085012,0,529.9595337,358.5706787,274.3812561,155.5368652,144.769165,117.4227448,97.45298,83.1190186,75.2292252,67.7518845,64.6492691,58.4384956,161.9759064,139.616333,147.3670654,118.9713821,83.5063629,68.2484436,57.7108688,46.6527443,43.3371544,41.3770103,35.8506851
103,26.4149572,23.6389184,13.639879,8.2639618,6.3091886,4.5558129,35.560174,37.0554559,27.4166072,19.8959694,10.5529699,6.1025624,0,514.9480591,343.4436035,263.4110413,155.0377197,144.3912964,116.8840332,94.3168106,81.1755447,75.4817429,67.0950317,64.2032471,58.5021858,167.4943848,140.1487274,151.1154022,120.4677048,83.9332886,68.5999146,57.9664001,46.7220879,43.3903046,41.454464,35.9823952
104,22.6760778,16.8176596,8.4400677,4.5216714,4.7488091,3.9213566,29.7353651,19.6314858,12.0082412,8.2129245,7.5647652,5.6025631,0,514.1270752,342.6373596,257.6915894,153.8583221,144.7841492,115.7249832,91.6171875,78.7179565,72.8813782,65.4915237,61.7497787,56.8951874,174.2712555,141.2971802,155.4564667,123.676918,85.7233582,70.2686996,60.258606,46.9706001,43.8922958,42.3216209,36.0906944
105,12.9758932,12.0837181,7.6742863,4.2337148,3.3232027,2.187035,11.2094923,9.624267,6.5855524,4.0667286,3.5737294,2.7442678,0,529.9563599,351.995575,255.2878723,151.4314575,142.4495697,113.4866791,89.9939957,77.0630341,71.7628174,64.9618683,60.9245987,55.9770737,174.0486908,142.2622833,152.8459473,123.1257629,86.3893585,71.0382843,60.520237,47.4090919,44.3209152,42.6713753,36.3197517
106,12.4680388,11.6599773,7.8732264,4.2554751,2.9031316,1.9480063,10.8295094,10.4473339,6.6317763,4.2750578,2.8041287,1.8078996,0,551.4854736,374.7659302,269.9598389,152.0791168,142.1000824,115.1486511,88.9623795,75.4935379,70.9854202,64.7599487,60.2620354,55.8474236,170.6143494,142.633667,149.5145874,121.6540756,86.1646271,70.7229385,59.6246834,47.6317673,44.2370605,42.2292137,36.5075035
107,16.6306437,15.1765419,8.953561,4.1106788,2.9723951,1.6976168,15.7226414,15.4295985,8.8988662,5.1032776,2.8306725,2.0110888,0,556.0549316,392.8591309,291.8728333,151.7585754,141.9475098,116.0997925,89.5706558,77.0323257,72.2044601,64.7831345,60.7157402,55.4764023,169.1284943,142.6873779,147.9599304,120.3658752,85.7166443,70.0503693,58.6857338,47.6199646,43.9393425,41.6875381,36.5980301
108,22.8803571,17.5847773,8.3799551,3.44527,3.2340654,1.9180898,28.7081252,26.4550375,11.2232477,5.5908042,3.4738944,2.4789555,0,545.2610474,388.1697083,286.7928467,148.8108978,139.0031738,112.4605484,87.6235809,77.0344849,72.2404022,65.3386383,61.1924362,55.6315079,171.9473877,142.8127747,147.6171112,119.3852386,85.2939453,69.4462357,58.2966537,47.4999046,43.7740517,41.592968,36.5478935
109,26.5206517,18.4533655,8.2794089,3.4935355,3.223687,2.2735277,36.9381481,25.8360366,10.483176,6.4698319,3.5433816,2.7988536,0,549.3441162,383.3908691,279.1759338,146.335907,136.50177,110.0073242,85.4088898,74.5407028,69.4787979,64.3538208,60.411087,54.7535515,178.4035492,143.3085937,148.1443787,118.8330612,85.0608063,69.1355667,58.1711464,47.4773293,43.8386917,41.6320648,36.5217438
110,21.7883399,16.3067891,9.1729487,3.9518118,2.7328803,2.0970584,20.7264651,16.3990303,8.7457087,6.9412447,3.7096607,2.685239,0,563.847229,389.8788147,278.7322693,146.9332733,137.5192871,110.4600372,85.6218109,74.6844025,68.820076,63.58284,59.5344772,54.1901093,182.7092133,144.0241394,149.3970947,118.8923645,85.020401,69.190567,58.3128471,47.5025024,43.9727211,41.7299232,36.5262108
111,17.277844,14.3580124,8.0824673,4.5246164,2.7796939,1.9421745,15.2980287,13.2585218,7.9717829,5.4650174,3.550398,2.7033284,0,578.3416138,413.8294678,284.1000671,149.0458527,139.2431183,112.8693085,87.4770279,76.4020386,69.7376251,63.5372925,59.7516327,53.9204941,182.3229828,144.6136169,148.5596008,118.6409454,84.9561462,69.2973175,58.225605,47.5469513,44.0332451,41.6562386,36.537426
112,18.2271976,15.4574125,8.8716173,4.7366572,3.1629618,2.5047554,16.3436752,14.5940999,8.860292,5.6610146,3.7121967,2.4027893,0,584.1948242,416.6091614,284.6582031,148.7600098,140.2996979,113.8368988,88.8616104,77.1498795,70.6611862,63.5449028,59.5273857,54.1667709,182.0954132,144.9799805,147.9934998,118.4054871,84.8939896,69.3338928,58.2689438,47.5587006,44.0090103,41.6155701,36.5440521
113,14.7426008,13.9348124,9.1506563,5.4297163,3.167599,2.4616605,12.3451549,10.8817369,7.4787816,5.0628285,3.3435424,2.3142461,0,586.7399292,410.6702271,292.7514038,149.2145386,140.972641,115.8615189,89.4831848,76.2114487,69.351059,62.3241081,57.782196,53.0756607,180.8396149,145.1507111,147.0104828,118.0524902,84.7593842,69.3002853,58.3173065,47.5862617,44.0336571,41.7548981,36.5707436
114,14.1636516,14.2062124,10.9549548,6.3964978,3.6831374,2.2830706,12.4898863,11.3649281,7.9815485,5.8945012,3.5395776,2.2970294,0,584.6130981,430.0097046,300.0297546,150.3642578,144.0021667,119.3052597,92.4450455,78.0486221,70.3664932,62.9950294,58.4148903,52.7722282,178.8426819,145.1676788,146.6855774,118.0498199,84.6117477,69.0962906,58.2127113,47.6576958,44.0985832,41.8140106,36.6282654
