s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C
 2.4150116E+002, 6.7209177E-002, 1.4468652E+003, 2.9436045E+003, 1.9801498E-004, 3.8528331E-002, 9.1936738E-005, 0.0000000E+000, 6.3619308E-002, 3.6096853E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9725010E-007, 1.8441274E-003, 2.4055431E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4347346E-001,-7.0710862E-001, 5.2758527E-001, 2.0630500E+000, 2.6687233E+000, 2.0107620E+000, 1.6066759E+000,-1.3885596E+000, 8.9918627E-005, 3.1807611E+000, 3.1996007E+000, 3.1393561E+000, 2.1389341E+000, 1.5708108E+000, 1.4926205E+000, 5.8857971E-001, 1.0446467E+002, 1.5020447E+002, 2.0415266E+002, 2.3145871E+002, 2.2701273E+002, 2.0971220E+002, 1.1528403E+002, 6.7467903E+001,-6.9318026E-005,-7.8156481E-005,-6.2590691E-005,-7.7096782E-005,-6.7418987E-005,-6.4690452E-005,-6.4412685E-005,-6.4595195E-005, 1.3480746E-006,-1.0847549E-005,-5.2981028E-005, 2.6899059E-005, 2.7652629E-006, 1.7061519E-006, 2.6093742E-006,-6.9968446E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.4286466E+000,-6.6626830E+000,-5.7493644E+000,-5.3812408E+000,-3.8045988E+000,-3.2268708E+000,-4.4449964E+000, 5.8730346E-001,-8.4744039E-007, 3.6421547E+000, 4.0549722E+000, 4.6549563E+000, 4.7022223E+000, 4.2655625E+000, 5.0856977E+000, 1.6819363E+000, 3.6464478E+002, 3.8508279E+002, 3.9849091E+002, 4.3581754E+002, 4.4078134E+002, 4.4011444E+002, 4.5675665E+002, 3.6569742E+002
 2.4180058E+002, 3.3353563E-002, 1.2632614E+003, 3.8794314E+003, 4.3628085E-004, 7.6580457E-003, 3.7744120E-004, 0.0000000E+000, 1.2153888E-001, 6.2016504E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3631030E-008, 3.5001992E-004, 1.1422475E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5827447E-001, 6.7619777E-001, 1.7449535E+000, 2.4592559E+000, 3.1547050E+000, 3.3887994E+000,-6.8631059E-001,-1.5793220E+000, 7.0399445E-005, 2.0926082E+000, 3.2196124E+000, 4.1501451E+000, 3.1850350E+000, 2.9045403E+000, 1.9749106E+000,-2.7591869E-001, 1.1573922E+002, 2.0940326E+002, 2.3223083E+002, 2.1224884E+002, 1.7739468E+002, 1.3929851E+002, 9.1119453E+001, 6.3767002E+001, 6.6898625E-005, 7.0473288E-005, 5.3807762E-005, 6.6250854E-005, 5.8400514E-005, 5.5898061E-005, 5.3199576E-005, 4.6256180E-005, 4.3574329E-007, 1.1296022E-005, 4.6968948E-005,-2.1746615E-005,-7.5853950E-007, 7.7291156E-007, 2.4872418E-007,-5.2833411E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.2951789E+000,-6.6894245E+000,-5.4064608E+000,-5.4639754E+000,-4.5650015E+000,-3.7632811E+000,-3.3441582E+000, 2.4636111E+000, 1.1721197E-005, 1.0923996E+000, 2.5378697E+000, 4.0594883E+000, 4.0843730E+000, 3.2187281E+000, 4.1061745E+000, 3.1553918E-001, 3.7016391E+002, 3.8188818E+002, 3.8610294E+002, 4.0157751E+002, 4.4724765E+002, 4.4273184E+002, 4.2657730E+002, 3.5191736E+002
 2.4210227E+002, 1.5776452E-002, 8.2981683E+002, 3.8850681E+003, 2.5704398E-004, 6.2538654E-004, 5.8955920E-004, 0.0000000E+000, 4.0648878E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3719401E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2885673E-002, 1.2668566E+000, 2.9311638E+000, 1.8758239E+000, 1.1084662E-001,-3.6095887E-001,-6.1180737E-002,-5.4938745E-001, 6.6066314E-005, 1.8321414E+000, 2.8920906E+000, 4.4516149E+000, 4.1536088E+000, 3.6122391E+000, 1.7533504E+000,-3.7508659E-002, 2.0777687E+002, 2.4520464E+002, 2.5325275E+002, 1.5987735E+002, 1.1102855E+002, 1.1028943E+002, 1.1860203E+002, 6.3196259E+001, 3.6258487E-005, 3.9004160E-005, 3.0502099E-005, 3.5822894E-005, 2.9953730E-005, 2.7988492E-005, 2.6864735E-005, 2.5843761E-005,-3.5968972E-007, 5.8321020E-006, 2.6955957E-005,-1.3179432E-005,-9.1811143E-007,-2.1172049E-007,-1.8402292E-007, 4.8808552E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.5629268E+000,-6.6191111E+000,-6.1009588E+000,-6.0091038E+000,-5.1773396E+000,-5.1836157E+000,-9.5828193E-001, 1.9437176E+000, 1.0180783E-005, 6.2996089E-001, 1.8982946E+000, 3.8614180E+000, 5.4222507E+000, 5.7872033E+000, 4.3071256E+000, 3.2043377E-001, 3.8409717E+002, 3.8950467E+002, 4.2810739E+002, 4.6698410E+002, 4.3915460E+002, 4.1701761E+002, 3.6344485E+002, 3.4289716E+002
 2.4240039E+002, 3.4109239E-002, 6.1665210E+002, 4.2051909E+003, 1.0001984E-004, 1.4288448E-003, 3.3323799E-004, 0.0000000E+000, 1.0628347E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6622008E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5052536E+000, 8.1749129E-001, 9.2210673E-002,-2.9249957E-001, 4.5418084E-001,-7.4996120E-001, 5.0197220E-001, 6.2783700E-001,-8.3942723E-006, 2.6601126E+000, 3.6356468E+000, 4.1446891E+000, 2.8562343E+000, 1.8057235E+000, 1.8673946E+000, 6.4280033E-001, 2.0142876E+002, 1.2567579E+002, 1.2495827E+002, 1.2850084E+002, 1.2427779E+002, 1.1646844E+002, 1.1649460E+002, 1.4531129E+002,-4.3788870E-005,-4.7927770E-005,-3.8065500E-005,-4.8832750E-005,-4.5777106E-005,-4.5759083E-005,-4.6637619E-005,-4.4073007E-005, 2.3276154E-007,-7.5284506E-006,-3.3647368E-005, 1.7419719E-005, 1.9109825E-006, 7.3046073E-007, 1.3347517E-006, 6.5834283E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-6.0915475E+000,-6.9035840E+000,-6.4333882E+000,-6.1173000E+000,-5.9300785E+000,-4.5362520E+000,-2.6574807E+000, 2.0912995E+000,-3.5415576E-006, 1.4040346E+000, 1.8844172E+000, 3.2594619E+000, 5.7630477E+000, 5.6760802E+000, 3.8544142E+000, 8.8745826E-001, 3.8968185E+002, 4.1869901E+002, 4.1422546E+002, 3.9753094E+002, 4.0282397E+002, 4.0178656E+002, 3.8312875E+002, 3.3284198E+002
 2.4270248E+002, 4.7513213E-002, 7.6037061E+002, 5.4698076E+003, 1.5058555E-005, 7.5885159E-004, 1.8631776E-001, 0.0000000E+000, 4.0166333E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9753144E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3322350E+000, 2.9958701E-001,-3.4240606E-001,-6.5395427E-001, 8.2685167E-001, 1.7692472E+000,-5.4565251E-001, 5.8043373E-001,-1.6725391E-004, 2.7044237E+000, 2.7572291E+000, 2.5036330E+000, 1.9813516E+000, 1.6329956E+000, 1.7726668E+000, 6.6657501E-001, 1.3197885E+002, 1.1507800E+002, 8.4892586E+001, 1.1755178E+002, 1.7031798E+002, 1.7716600E+002, 1.0733862E+002, 1.6207448E+002, 1.6881400E-005, 1.7150347E-005, 1.2414842E-005, 1.6880955E-005, 1.5967164E-005, 1.5401525E-005, 1.3795512E-005, 9.5942887E-006, 5.2213164E-007, 2.9444736E-006, 1.0109474E-005,-4.3145824E-006, 1.2843235E-007, 4.4543924E-007,-1.4949921E-006,-1.8609628E-005, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.1995497E+000,-6.7615423E+000,-6.0832963E+000,-5.7509542E+000,-5.7617793E+000,-4.5882983E+000,-2.1716101E+000, 2.1012442E+000,-2.1628557E-005, 2.3882301E+000, 2.3745408E+000, 2.8089271E+000, 2.7878473E+000, 2.1363487E+000, 3.1140578E+000, 5.3857166E-001, 3.6656088E+002, 3.6906610E+002, 3.7477319E+002, 3.7867313E+002, 3.7507346E+002, 3.7046799E+002, 3.6135748E+002, 3.1499429E+002
 2.4300163E+002, 5.3083427E-002, 5.4844452E+002, 3.3509543E+003, 1.3835751E-004, 7.7052413E-005, 1.1152365E-001, 0.0000000E+000, 2.1757090E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6851317E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4866567E-001,-1.1690627E+000,-1.5936500E+000,-1.0055150E+000,-9.2406511E-001,-1.2887247E+000,-2.0103450E-001,-8.4294331E-001, 6.2309322E-005, 5.3258240E-001, 1.1922041E+000, 1.6485538E+000, 1.7100763E+000, 1.3018674E+000, 1.3738171E+000, 1.4331151E+000, 1.4093378E+002, 5.4486191E+001, 6.7084999E+001, 1.4284903E+002, 1.1405357E+002, 7.5406906E+001, 2.0051749E+002, 1.3764857E+002,-3.3793684E-005,-3.3907905E-005,-2.4006138E-005,-3.5001125E-005,-3.6156758E-005,-3.7192698E-005,-3.8700215E-005,-3.7097972E-005,-7.6856094E-007,-6.2265703E-006,-2.1478676E-005, 1.2643522E-005, 3.0808192E-006, 2.1548556E-006, 2.1249286E-006, 1.0107138E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-4.7907314E+000,-6.4538932E+000,-6.8083949E+000,-6.5000782E+000,-4.7021384E+000,-2.8930361E+000,-4.4636048E-002, 2.8288226E+000, 1.5452033E-005, 1.4793657E+000, 2.0579932E+000, 2.7829525E+000, 1.8483735E+000, 1.3021896E+000,-3.2744905E-001, 9.1525930E-001, 3.6022165E+002, 3.6603009E+002, 3.6705215E+002, 3.8468875E+002, 3.8714343E+002, 3.6667163E+002, 3.7147971E+002, 3.3506754E+002
 2.4330078E+002, 1.4606203E-002, 5.0031836E+002, 3.7626692E+003, 1.5947862E-004, 9.5334712E-005, 8.4662726E-003, 0.0000000E+000, 2.0102856E-001, 1.1238220E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3580830E-003, 2.1558651E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0025368E+000,-1.0145209E+000,-7.9318523E-001,-2.1020205E+000,-1.5565161E+000,-1.6527852E+000, 1.7555568E+000, 8.5215949E-002,-1.7478502E-004, 1.6970755E-001, 5.2293980E-001, 5.5538642E-001, 5.8383006E-001, 8.4408844E-001, 8.4615827E-001, 1.5682636E+000, 1.1571191E+002, 2.5841887E+001, 4.0525307E+001, 2.9953600E+001, 2.2417837E+001, 4.7281887E+001, 2.2645383E+002, 1.5525226E+002, 9.9607369E-006, 1.1250885E-005, 8.6436139E-006, 1.1534610E-005, 1.0846469E-005, 1.0815417E-005, 1.1154855E-005, 1.0562184E-005,-1.9913277E-007, 1.7683366E-006, 7.4753680E-006,-4.1240228E-006,-8.5856465E-007,-8.8179434E-007,-2.3384075E-006,-9.5469477E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-3.7440732E+000,-5.3002605E+000,-6.2910476E+000,-6.2019839E+000,-3.6997719E+000,-3.4641781E+000,-8.8638097E-001, 1.9220078E+000,-1.7388849E-006, 8.3156031E-001, 2.5864108E+000, 3.6238687E+000, 2.8384058E+000, 2.6121843E+000, 1.7627583E+000, 8.3075237E-001, 3.7888232E+002, 4.0067645E+002, 4.0077335E+002, 4.0405774E+002, 4.1092606E+002, 3.9268719E+002, 3.7302023E+002, 3.6656522E+002
 2.4360079E+002, 3.0814515E-002, 4.2551385E+002, 3.9078904E+003, 7.4115102E-005, 4.5014550E-003, 5.9707416E-004, 0.0000000E+000, 5.7567726E-003, 6.6833474E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3564808E-004, 1.2873322E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1708449E-001,-8.9223856E-001,-9.1142225E-001,-1.7236139E+000,-1.6548747E+000,-4.8914650E-001, 1.9292233E+000, 7.4731760E-002,-1.2663137E-005, 5.4956430E-001, 2.7570412E-001, 1.0285044E+000, 1.1662737E+000, 1.0936573E+000, 7.7297205E-001, 4.3454385E-001, 9.8420883E+001, 2.4638861E+001, 3.4771736E+001, 2.0451975E+001, 5.2017384E+001, 1.1904356E+002, 1.3519362E+002, 1.5138016E+002,-2.5417434E-005,-2.8681308E-005,-2.2636797E-005,-2.9941659E-005,-2.7952741E-005,-2.7823311E-005,-2.9129964E-005,-3.0479920E-005, 4.8546508E-007,-2.9157461E-006,-1.6020489E-005, 8.6653472E-006, 1.0556882E-006, 7.5020318E-007, 1.4401866E-006,-2.2630350E-007, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-3.3695486E+000,-5.6342092E+000,-4.9997706E+000,-5.3011751E+000,-6.1916332E+000,-4.6491427E+000,-3.2415895E+000,-3.7199414E-001,-5.3526924E-006, 9.4133669E-001, 6.6133493E-001, 1.8582495E+000, 3.1257799E+000, 2.8405669E+000, 1.6460093E+000, 4.6861386E-001, 3.6895798E+002, 3.6712872E+002, 3.8716785E+002, 3.9784225E+002, 3.8865039E+002, 3.9909616E+002, 4.0652414E+002, 3.8514380E+002
 2.4390037E+002, 7.0438430E-002, 2.9175021E+002, 4.1674868E+003, 3.9397113E-005, 1.0810941E-002, 2.6045091E-002, 0.0000000E+000, 2.2864186E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6463334E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4619536E-001,-1.5649949E+000,-6.3534528E-001,-1.2573760E+000,-2.4638557E-001, 7.5878477E-001, 9.5158833E-001,-5.8196896E-001,-6.7069057E-005, 4.8771262E-001, 2.3991661E-001, 7.8212690E-001, 1.0643411E+000, 2.8454366E-001, 2.7879402E-001,-2.2099087E-001, 8.2332664E+001, 2.0824089E+001, 2.0503233E+001, 2.8349016E+001, 5.4254433E+001, 1.0192326E+002, 1.6001022E+002, 1.2991492E+002, 7.5899829E-005, 7.7866069E-005, 5.7520087E-005, 7.6005010E-005, 7.2297051E-005, 7.2149982E-005, 7.3868250E-005, 7.1860464E-005, 1.1846683E-006, 1.3016408E-005, 4.9688213E-005,-2.5683365E-005,-3.5968544E-006,-1.7896791E-006,-1.1883004E-006, 6.9146554E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-3.9037571E+000,-5.9113593E+000,-5.0770555E+000,-5.2517166E+000,-6.1833224E+000,-5.0076160E+000,-3.3875628E+000, 1.1505065E+000,-6.8430622E-006, 2.8830248E-001, 6.8750244E-001, 1.8790444E+000, 3.3326635E+000, 4.0514116E+000, 3.2549045E+000, 1.9920470E-001, 3.5628067E+002, 3.8982074E+002, 4.0186258E+002, 3.9713370E+002, 4.2690799E+002, 4.3909299E+002, 4.0239713E+002, 3.6495676E+002
 2.4420054E+002, 7.3038459E-002, 3.0671533E+002, 3.9591860E+003, 7.5348311E-005, 4.1913118E-002, 1.7053308E-002, 0.0000000E+000, 4.3581142E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0689243E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3311582E-001,-2.0999866E+000,-1.1689243E+000,-1.7171215E+000,-1.7142333E-001, 7.2393185E-001, 1.2763207E+000,-8.1706899E-001,-2.1176471E-005, 1.3155890E+000, 5.6091172E-001, 1.2439127E+000, 2.1285677E+000, 2.2231538E+000, 1.6280366E+000, 1.1396866E-001, 2.3653511E+001, 2.0256449E+001, 2.0372643E+001, 3.2299736E+001, 1.4594493E+002, 1.9695047E+002, 1.9817642E+002, 9.4753830E+001,-2.6523383E-005,-2.8653121E-005,-2.1598989E-005,-3.0711624E-005,-3.0537303E-005,-3.0628747E-005,-3.1334006E-005,-3.1586391E-005, 2.4942892E-007,-4.7183080E-006,-1.9446368E-005, 1.0806816E-005, 1.3948488E-006, 3.4826010E-007,-4.0574400E-007,-8.3292616E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-4.3843594E+000,-6.3206749E+000,-6.2583494E+000,-5.4388690E+000,-4.6471820E+000,-5.8274570E+000,-3.3728170E+000, 1.6344479E+000, 5.8686278E-006, 1.3954552E+000, 1.9452494E+000, 2.2907088E+000, 2.3470929E+000, 4.6561241E+000, 5.2904048E+000, 8.5281116E-001, 3.5821768E+002, 3.5318768E+002, 3.5863547E+002, 3.8315628E+002, 3.9037173E+002, 3.9317932E+002, 3.7232547E+002, 3.2188602E+002
 2.4450020E+002, 2.8787870E-002, 7.2196710E+002, 4.1953149E+003, 8.9522997E-005, 3.8365140E-003, 4.0111854E-004, 0.0000000E+000, 1.2772758E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4970082E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2731004E-001,-1.2843553E+000,-1.0329634E+000,-1.1962582E+000,-1.9739604E-001, 1.0204178E+000, 4.4897836E-001,-1.6145797E+000, 2.6214273E-005, 7.4948549E-001, 6.9264531E-001, 2.3627353E+000, 2.2506220E+000, 1.3525440E+000, 9.1350400E-001, 3.8019451E-001, 2.0987000E+001, 2.1732975E+001, 2.8006075E+001, 1.1672425E+002, 1.5909657E+002, 1.5858452E+002, 1.2306897E+002, 5.6725716E+001, 2.7440754E-007, 4.0045290E-007, 6.2626356E-007, 2.1468256E-006, 4.2991273E-006, 6.3368029E-006, 1.0671339E-005, 1.5979691E-005, 1.3991469E-007,-3.0876365E-007,-6.7319553E-007, 2.1306334E-007,-4.4942081E-007,-8.0832234E-007,-5.3714382E-007, 8.8963325E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.1793599E+000,-5.6830273E+000,-6.1055512E+000,-5.9337878E+000,-3.9461293E+000,-1.6184694E+000, 2.0325384E+000, 2.7637269E+000,-1.8545719E-006, 2.4690704E+000, 2.9864571E+000, 4.8712039E+000, 3.4177918E+000, 2.5527678E+000, 2.0355217E+000, 6.4676672E-001, 3.5386563E+002, 3.6525656E+002, 3.7991382E+002, 4.1395557E+002, 4.0338513E+002, 3.8514355E+002, 3.1566061E+002, 3.0316943E+002
 2.4480061E+002, 2.4688460E-002, 8.1207599E+002, 3.8372268E+003, 1.1081284E-004, 1.0072772E-004, 3.6175690E-005, 0.0000000E+000, 1.0326313E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3456356E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9493036E-001,-8.9205021E-001,-1.4429046E+000,-1.6416953E+000,-7.6212841E-001,-1.2291374E-001,-5.7349998E-001,-1.5126666E+000, 3.2564528E-006, 9.1624397E-001, 8.5628510E-001, 3.5419288E-001, 1.4581785E+000, 1.3582897E+000,-2.5730437E-001,-9.1677547E-001, 2.7340443E+001, 3.1223564E+001, 4.1286163E+001, 7.2042114E+001, 1.4159195E+002, 1.4595491E+002, 1.2059316E+002, 3.3656590E+001, 4.0049803E-005, 4.1971372E-005, 3.1329826E-005, 4.5204055E-005, 4.5854835E-005, 4.6100624E-005, 4.5199889E-005, 3.9703296E-005, 4.0326225E-007, 7.3969527E-006, 2.8019354E-005,-1.5567111E-005,-1.9106230E-006, 6.7500153E-008, 7.1245398E-007,-4.5170327E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.4850211E+000,-4.9773669E+000,-5.1988611E+000,-5.3313704E+000,-5.0078564E+000,-3.3337190E+000, 1.0906742E+000, 3.4230545E+000,-9.7974416E-006, 2.7428396E+000, 2.9962039E+000, 4.2655525E+000, 3.6560576E+000, 3.1469724E+000, 9.1580409E-001, 1.1655782E+000, 3.4946683E+002, 3.6761563E+002, 3.7743085E+002, 3.8630246E+002, 3.7930099E+002, 3.6994479E+002, 3.3102451E+002, 3.0893167E+002
 2.4510127E+002, 4.8456341E-002, 1.0541431E+003, 3.6159912E+003, 3.7064699E-005, 3.7629916E-006, 1.5788279E-006, 0.0000000E+000, 1.6661112E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0706236E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5865214E-001,-4.9456397E-001,-1.1335913E+000,-1.1497046E+000,-6.9488972E-001,-9.8232812E-001,-1.7328088E+000,-1.4969779E+000, 8.0051330E-005, 8.4117174E-001, 9.6442389E-001, 7.8930861E-001, 4.0582314E-001,-2.9672233E-002,-1.0056788E+000, 3.9902836E-001, 7.4331329E+001, 5.9580418E+001, 5.2481934E+001, 6.1290737E+001, 7.4101700E+001, 1.0835793E+002, 8.6195343E+001, 2.3327671E+001,-7.6544769E-005,-7.7846351E-005,-5.7425055E-005,-7.6075623E-005,-7.3185627E-005,-7.3131894E-005,-7.3334479E-005,-6.7288223E-005,-1.6011591E-006,-1.4046154E-005,-5.1662257E-005, 2.5884003E-005, 2.7582958E-006, 2.7466899E-007,-1.0951264E-006,-3.4790990E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-5.6566815E+000,-6.3735843E+000,-5.6855288E+000,-4.3234406E+000,-5.0785203E+000,-2.2905135E+000, 3.5004470E-001, 1.1342310E+000, 1.3965975E-005, 2.4140146E+000, 2.7282493E+000, 3.1477621E+000, 4.6540227E+000, 4.3267922E+000, 1.5757384E+000, 7.0054448E-001, 3.4664328E+002, 3.4947977E+002, 4.0163394E+002, 4.4591644E+002, 4.5882602E+002, 4.0798636E+002, 3.4585037E+002, 3.1021198E+002
 2.4540060E+002, 2.9577162E-002, 1.2677228E+003, 3.5687610E+003, 1.4292885E-005, 1.6400480E-006, 3.6093218E-006, 0.0000000E+000, 1.8248926E+001, 3.9705705E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3400503E-003, 2.9826666E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5199900E+000,-5.6187731E-001, 2.0292419E-001,-1.2984889E+000,-1.7593924E+000,-1.3832217E+000,-8.4926653E-001,-5.1582199E-001, 1.9785459E-005, 2.4850853E-001, 6.3853610E-001, 3.2065669E-001, 3.7769401E-001, 3.2617944E-001, 5.3751820E-001,-2.4911847E-002, 1.1971506E+002, 4.0434246E+001, 3.1710125E+001, 3.5989056E+001, 3.8869415E+001, 3.6825626E+001, 2.4258995E+001, 2.3059479E+001, 4.0193763E-006, 4.9071464E-006, 4.2413462E-006, 5.1004358E-006, 4.2729203E-006, 3.7713230E-006, 2.7198619E-006, 1.1444727E-006,-1.2522966E-007, 6.7311277E-007, 3.7126495E-006,-1.6804561E-006, 2.4055231E-007, 6.2285187E-007, 1.5550581E-006, 5.0772273E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-4.3464780E+000,-5.9679708E+000,-5.5137959E+000,-4.0097976E+000,-5.8037238E+000,-2.7011583E+000,-6.8570785E-002,-2.1273921E+000, 1.8619277E-006, 1.3846976E+000, 2.4864013E+000, 1.7283545E+000, 4.2026033E+000, 5.7299762E+000, 2.3240881E+000, 8.4684032E-001, 3.4346408E+002, 3.5912039E+002, 3.8898477E+002, 3.9729205E+002, 4.5333972E+002, 3.8990674E+002, 3.3526581E+002, 3.5706427E+002
 2.4570078E+002, 2.4053009E-002, 1.2459276E+003, 3.3190820E+003, 1.5738957E-005, 6.7296351E-004, 6.0717116E-007, 0.0000000E+000, 6.2843914E+001, 5.2674528E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0989639E-002, 6.1926685E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2186297E-001,-7.0035976E-001,-6.7828149E-001,-1.4648297E+000,-1.3899872E+000,-9.3618220E-001,-4.2198941E-001,-3.3061904E-001,-8.8735476E-005,-1.9973342E-001, 1.5706393E-001, 5.0514096E-001, 4.6024138E-001, 7.6926315E-001,-1.5660192E-001,-3.1386939E-001, 1.1367929E+002, 2.4239225E+001, 2.4338749E+001, 2.1822643E+001, 2.0443535E+001, 2.1221163E+001, 4.0056973E+001, 2.6205309E+001, 4.0584699E-005, 4.2622098E-005, 3.2125081E-005, 4.4564767E-005, 4.4918179E-005, 4.6293233E-005, 4.8653030E-005, 4.6770521E-005, 2.1500114E-007, 6.8245899E-006, 2.7921154E-005,-1.5716640E-005,-2.9288781E-006,-1.8399749E-006,-2.0743898E-006,-4.6326554E-006, 4.2291003E+002, 4.2875159E+002, 4.2912878E+002, 4.3075400E+002, 3.5928647E+002, 3.9133188E+002, 4.1542163E+002, 4.0491357E+002,-4.1229792E+000,-5.6310201E+000,-6.1829023E+000,-4.7541542E+000,-3.1785455E+000,-3.4409356E+000,-1.4566048E+000,-5.0119227E-001,-9.8524142E-006, 1.0121425E+000, 3.5503860E+000, 5.0446153E+000, 4.4962339E+000, 4.7500668E+000, 3.0550654E+000, 7.8897569E-003, 3.5239230E+002, 4.1944537E+002, 4.7603879E+002, 4.5030771E+002, 4.0324881E+002, 3.7267981E+002, 3.4005890E+002, 3.3314441E+002
