Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,CO2_OB_1-0mAF,CO_OB_1-0mAF,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF
308,48.037446,44.459926,39.930289,31.613923,24.916307,18.546437,16.344456,15.242582,136.466751,135.327915,124.002308,120.011585,112.229022,103.013411,81.355886,54.676769,148.587377,137.146489,126.723683,121.672647,118.231219,102.076197,83.762093,55.007275,195.356198,193.375254,178.018604,159.909684,131.197716,103.490945,85.195342,50.242435,287.76364,283.949191,270.499192,246.669939,207.046388,162.415145,122.471362,106.289653,8.362196,89.847612,229.132055,22.708601,127.264194,-1.250150336,-1.154073728,-0.565014848,0.0060984,0.00021945,19.60104417,0.89830674,0.174237634
309,47.47621,44.89988,39.92471,31.533165,24.910649,18.616779,16.262599,15.27498,135.934004,133.854797,123.622805,119.33432,112.037824,102.896963,80.983524,54.339374,148.051544,135.935811,126.305931,121.293577,117.890085,102.551166,83.646457,53.378551,194.472221,191.537921,177.783785,158.991403,131.229655,102.857111,84.89614,50.08903,282.145942,279.47362,268.011582,244.344804,208.76583,160.40398,118.447402,102.227433,7.985397,89.742806,227.774767,33.793377,118.412443,-1.158990016,-1.943665408,-0.625722048,0.0058248,9.7356E-05,19.62023437,0.88567074,0.172776496
310,47.778151,44.905437,39.855735,31.350925,24.802893,18.660481,16.382533,15.280683,135.71378,133.785202,124.563321,118.892261,112.006258,102.754615,80.512108,54.086727,145.975611,134.737173,125.974398,121.187137,117.522899,101.558863,83.101267,54.085188,193.217693,189.291995,177.522215,158.350836,130.972368,102.714836,84.938346,49.576905,277.994884,274.836191,262.606937,239.224169,206.480698,152.729042,117.329762,98.057234,7.411516,89.669272,226.145915,24.41748,125.17281,-0.262812416,-1.594449728,-0.732009408,0.0058248,0.00021945,19.62341877,0.87303474,0.171437452
311,48.1541,44.836752,39.600338,31.206236,24.808552,18.590142,16.388231,15.324487,134.251984,133.941283,125.579206,118.785949,111.863322,102.242654,80.370864,53.834042,145.300441,134.404242,125.418248,121.118044,117.155791,100.456253,82.335896,53.79554,192.994259,187.885561,177.146107,158.698647,130.752668,102.720367,84.796992,49.39752,273.799901,270.413318,254.420279,233.715062,201.487807,149.657543,114.129877,93.489968,7.105401,89.595739,224.061132,45.205989,108.488035,-0.293166016,-1.624803328,-0.929457088,0.0058248,0.00021945,19.64579337,0.85902534,0.169245346
312,47.66701,44.719826,39.632043,31.238192,24.802893,18.50842,16.458684,15.318784,133.719869,133.785202,124.451104,118.519316,111.635046,101.535026,80.365374,53.311991,144.727582,134.549076,125.000811,120.627104,116.628595,99.896882,81.963364,53.236436,192.110103,189.559151,177.254939,158.616926,130.446667,102.973505,84.24086,49.465954,271.755527,272.049597,248.833777,229.44299,195.727633,148.634567,108.562637,91.466796,7.067134,89.669272,221.974859,50.503176,104.045398,-0.004558016,-1.275488128,-0.929457088,0.0060984,9.7356E-05,19.63940362,0.84666294,0.165226618
313,47.413191,44.391217,39.451181,31.055901,24.695127,18.552126,16.388231,15.362586,133.161571,133.489962,123.596611,117.741971,111.380801,100.838695,80.70102,53.059191,142.617023,133.652102,124.183032,120.072839,116.000983,99.42252,81.822044,53.647936,190.855356,189.030552,175.962559,157.748405,129.513915,102.905128,83.475565,49.471492,273.911363,271.603448,247.744908,227.39905,193.056034,148.861857,105.822433,87.938769,7.33499,89.595739,220.380735,50.983763,103.453827,-0.095718336,-1.731090688,-1.157258368,0.0060984,0.00021945,19.68415282,0.83622474,0.163521292
314,47.105622,44.120129,39.402725,30.969475,24.683809,18.502731,16.529132,15.389279,132.285974,133.328292,123.3985,117.320859,111.109924,100.310638,80.76341,52.974327,141.057706,132.926601,123.461057,119.166294,115.207995,99.226933,80.966966,53.526178,191.111304,188.064963,173.584552,156.407196,127.852372,102.709304,83.207677,49.645331,274.802882,268.403642,247.59468,225.505166,192.521641,142.619721,101.571798,84.781272,7.526301,89.448679,218.671844,52.092238,102.271216,0.147309504,-2.125886528,-1.142131328,-0.001593,0.00021945,19.70973277,0.82743354,0.162791122
315,47.190841,44.16839,39.376596,30.905545,24.58169,18.552126,16.464382,15.362586,130.419627,132.963562,123.035914,117.443808,110.861309,100.173995,80.224132,52.91156,140.050223,132.6372,122.986092,118.580796,114.326022,98.795139,79.950481,53.500319,190.014999,187.045882,171.76433,155.203253,125.990109,102.350896,83.035167,50.174036,272.91914,263.495115,244.749762,222.4837,189.631757,133.096466,100.106467,85.67317,7.843822,89.68027,216.859406,52.509534,101.321906,0.010668544,-2.292881088,-0.367567168,0.0044514,-2.4738E-05,19.72251227,0.81781974,0.163521292
316,47.116715,43.908374,39.003594,30.830359,24.619503,18.590142,16.502456,15.324487,131.358179,132.061515,122.512761,117.33201,110.787109,99.915557,79.783952,52.837739,140.955782,132.261454,122.686988,117.760726,113.359003,98.057273,79.436795,52.466639,187.837578,184.641324,170.543541,154.671717,125.316149,101.612157,82.888375,51.799722,270.161571,259.008132,243.088986,219.669941,187.526182,135.46062,100.211637,86.401913,8.06763,89.858611,215.33313,49.990982,102.867963,-0.809575296,-3.553202368,-0.458627968,0.004176,0.00021945,19.73210737,0.81342414,0.160599016
317,46.555098,43.679899,38.99801,30.89992,24.57603,18.470402,16.420609,15.356883,131.239906,131.079184,122.208296,117.065602,110.521876,99.688541,79.338304,52.573815,141.591814,131.955291,122.419721,117.792416,112.349797,97.609153,79.357924,53.162611,186.341984,182.727284,170.385253,154.248471,124.113049,100.978913,82.589313,50.722909,266.890395,255.609562,241.739551,217.966782,185.5465,140.931768,100.733802,86.333977,8.417614,89.974419,213.931688,50.625156,102.023667,-0.520967296,-3.765876608,0.558864512,0.003627,0.00021945,19.73849712,0.81369774,0.160355626
318,46.518018,43.382617,39.147227,30.89992,24.500399,18.432383,16.458684,15.433079,130.789369,130.403312,121.722741,116.469563,110.076803,99.430161,79.008198,52.352297,140.535035,131.46702,122.008601,117.38252,112.052531,97.35101,78.80758,54.45408,185.119511,182.078482,169.92754,153.147934,122.654722,100.056146,81.85545,50.205469,265.02102,254.518063,240.604108,216.555385,183.822669,145.76316,99.953364,82.181678,8.488388,89.674771,212.213892,49.584071,102.350636,2.137112384,-3.462141568,-0.306760448,0.0033516,0.00021945,19.72571762,0.81342414,0.161329984
319,46.269532,43.245075,39.12109,30.948762,24.473901,18.215623,16.546226,15.520675,130.950775,129.288658,120.949847,115.996575,109.531718,99.145952,78.579049,51.957159,138.547515,130.201866,121.945044,116.79763,111.729282,96.993315,77.864686,54.502005,183.526473,180.906851,169.290593,151.187068,121.619661,99.698197,82.049889,48.848151,261.513072,253.918728,240.641777,214.654855,181.150209,148.640234,98.846833,79.394364,8.411892,89.601238,210.995929,51.063215,100.910209,0.466271104,-3.264693888,0.710831552,0.0025272,9.7356E-05,19.70652742,0.81726894,0.162791122
320,46.072981,43.494106,39.221827,30.975101,24.311297,18.090157,16.496758,15.433079,132.141319,128.264747,120.528113,115.352544,109.038727,98.7659,78.054611,51.355087,136.916056,129.552779,120.365107,116.265119,111.755315,96.355583,76.863213,53.826916,182.216237,179.483492,168.058965,149.015655,121.085601,99.392003,82.112292,48.022808,259.943987,253.206816,239.850609,212.372893,177.562147,146.974116,97.372325,79.211021,8.45014,89.564472,209.929907,51.174092,100.577945,0.694171904,-2.778837248,-0.610495488,0.0028026,9.7356E-05,19.71932787,0.82248894,0.165956788
321,45.199114,43.770891,39.387759,31.029564,24.328278,18.031167,16.399627,15.488282,131.707422,127.794195,120.134406,114.773798,108.351297,98.118395,77.667654,50.891318,136.819984,128.819497,119.150266,115.835073,111.363394,95.892994,76.586204,53.954173,181.545808,177.898086,166.32257,146.685344,119.571973,98.597109,82.018687,47.558062,260.91545,251.557337,240.528769,210.051503,174.585755,143.645593,96.48808,79.68772,8.526636,89.638004,209.092125,51.174092,100.245735,0.997906944,-3.522848768,-0.291633408,0.0028026,0.000340746,19.73849712,0.83265354,0.168514378
322,44.891026,43.573989,39.376596,31.131071,24.279134,18.057817,16.464382,15.476878,129.181493,127.370683,119.153444,114.204614,107.414204,97.48037,77.216594,50.510641,135.528686,127.234053,118.72877,115.377289,110.795264,95.513472,76.832017,54.312053,180.999615,176.703979,164.520276,144.140157,117.621803,97.922374,81.017103,48.620587,261.107811,250.28755,238.989436,208.800817,175.049302,145.277057,94.910144,80.573333,8.494111,90.121504,207.840845,51.142663,99.919098,1.286514944,-1.989245568,0.361516352,0.0025272,0.00021945,19.70334302,0.83704914,0.170706484
323,44.642225,43.36214,39.275872,31.442942,24.403922,17.993135,16.475778,15.526377,127.580685,126.669979,118.381709,113.471953,106.980976,96.864585,77.190896,50.336868,135.314155,125.672457,118.926434,114.644273,110.175292,95.156055,76.439469,54.249315,181.049241,174.312378,163.427057,142.564594,116.329079,97.306764,80.331072,49.001685,262.259884,249.60644,237.626429,207.804982,174.776517,147.049822,94.610154,79.65105,8.641374,90.263096,206.311063,51.174092,99.802869,0.770105664,0.986999552,3.991309312,0.0030762,-2.4738E-05,19.73210737,0.84611394,0.174116338
324,44.345117,43.176299,38.940146,31.593221,24.555193,17.993135,16.551923,15.526377,128.780199,126.257948,117.636424,112.839979,106.647807,96.090513,76.787494,50.262926,135.050759,124.624708,118.85183,113.714529,109.50733,94.677163,75.338971,55.097575,179.292281,172.863305,162.589285,141.6961,115.845034,96.97508,79.964249,49.33462,263.465452,248.228541,235.373795,206.559357,171.888909,147.136858,95.283805,79.185326,8.691063,90.163776,204.912256,50.963389,99.592511,0.086602304,1.245154432,1.728324032,0.0030762,0.00021945,19.70973277,0.85105854,0.177282004
325,44.488123,43.059216,38.859943,31.5876,24.700785,18.025477,16.47008,15.444484,127.912356,126.027641,117.22108,112.722918,106.309158,95.200657,76.378611,49.961586,133.427945,124.731337,118.435986,113.411552,108.537385,94.229681,74.232986,54.391348,177.033436,171.561331,161.898283,140.860062,115.318337,96.601083,79.922079,49.587979,264.291826,248.346822,233.604618,205.612544,168.120378,144.87235,96.099448,78.347475,8.352561,90.132502,203.736131,50.229482,99.745628,0.314403584,0.409982592,2.062512192,0.0030762,9.7356E-05,19.70013767,0.85682754,0.180570562
326,43.893763,42.873329,38.636054,31.43732,24.662974,17.987444,16.432005,15.406387,126.788345,125.540886,117.072098,112.388458,106.087118,94.869111,76.158579,49.665721,132.563524,125.105484,118.398695,113.560252,108.055379,93.603687,73.535989,54.649536,177.682594,170.951421,160.946692,140.143184,114.908991,95.790628,79.665314,49.255103,264.6798,249.263001,233.166441,204.751369,165.544959,142.695276,95.635481,73.926049,8.138413,90.184049,203.255762,50.244334,99.428364,0.618238144,3.143299392,2.184026112,0.0030762,0.00021945,19.69374792,0.86204574,0.183127354
327,44.12224,42.507034,38.641639,31.179902,24.668632,17.993135,16.437703,15.450186,127.580685,125.097295,117.040428,112.245388,105.611662,94.469458,75.687332,49.412327,131.367155,124.512487,118.068683,112.97109,107.541982,92.872921,73.468107,54.876328,177.917432,169.39454,159.848872,138.942035,114.39371,94.83868,79.450723,49.482566,262.963551,249.488222,232.52407,207.646934,165.240271,143.41318,95.193641,69.269121,8.138413,90.331144,202.874438,50.318294,99.243895,-0.095718336,2.551055872,3.049651072,0.0030762,9.7356E-05,19.68415282,0.86616594,0.183736228
328,44.08509,42.432649,38.716274,30.841611,24.593007,17.993135,16.475778,15.412089,126.007571,124.535969,116.630802,111.725286,104.797945,93.58569,75.17393,49.301342,130.466187,123.315916,117.360429,112.45087,107.430799,92.210447,73.541476,54.839451,177.039148,168.594371,159.202157,137.924377,114.244925,94.507337,79.120613,49.815389,259.458103,249.869156,231.849397,210.241832,165.81728,145.195752,94.978261,67.146835,8.297143,90.446971,202.193696,50.212886,99.064962,-0.262812416,4.403620672,6.163134272,0.0030762,0.000340746,19.69054257,0.86946354,0.186537208
329,44.334001,42.198328,38.779734,30.604769,24.354781,17.905683,16.502456,15.324487,124.948419,124.001034,116.433495,111.305629,104.047432,93.096094,74.649551,49.216272,130.454951,122.632026,117.162946,112.439751,107.012098,91.941851,73.237023,55.197153,175.615005,170.030973,158.73435,136.783,113.750334,94.496317,78.376096,48.102394,257.401314,248.329967,230.299099,208.909351,164.179742,145.649667,93.027901,66.596399,8.45014,90.116004,201.011293,50.212886,98.806754,0.025795584,2.338481152,4.173530432,0.0028026,0.00021945,19.64899872,0.87385914,0.18860722
330,44.413843,41.682967,38.524093,30.53519,24.209143,17.873339,16.546226,15.48258,122.934771,123.969228,115.917923,111.088383,103.609436,92.65991,74.581695,49.147812,131.023619,122.189296,116.870429,112.148113,106.313792,91.579418,72.765598,54.87081,176.537049,169.350728,157.903436,135.92268,113.235397,94.096914,77.538062,47.663619,254.513132,246.596241,228.817924,205.704049,161.623927,145.00099,92.764911,66.223911,8.36792,90.036961,199.975568,50.170372,98.543059,0.208116224,2.991431872,4.811453632,0.0025272,9.7356E-05,19.64899872,0.87660594,0.191773684
331,44.525261,41.831828,38.225475,30.760794,24.171315,17.94941,16.508154,15.558769,122.299573,123.109165,115.396936,110.865608,103.350756,92.549499,74.581695,49.110811,129.972736,121.629058,116.274401,111.776685,105.647231,91.432256,72.251982,53.985548,174.857184,168.664867,157.485219,135.13237,112.492092,93.508063,77.09798,48.996147,253.475241,244.088198,228.072267,203.276245,160.570131,145.012307,92.959836,66.234894,8.455863,90.084732,198.804176,50.144454,98.332823,0.663718784,3.462161472,5.646824512,0.0033516,0.00021945,19.66177822,0.88100154,0.19347901
332,44.981943,41.880178,38.087312,31.110359,24.144807,17.884721,16.55762,15.570171,122.945958,121.775023,114.626882,110.579726,103.287918,92.3765,74.702685,49.195887,129.046197,121.005517,115.875893,111.45358,105.510215,90.928254,72.22627,53.443075,174.52504,167.647665,157.230486,134.316044,112.205975,92.893567,76.632209,48.970227,251.713184,242.582866,229.018463,202.056227,160.532095,144.482904,92.003608,65.794455,8.379365,89.937649,197.811994,50.033501,97.927216,0.375210304,2.702923392,6.846637632,0.0030762,0.000340746,19.66177822,0.88292394,0.195914506
333,45.204668,42.103424,37.900612,31.335841,24.25829,17.960792,16.709898,15.608264,121.899867,121.252124,114.180645,110.282785,103.02928,91.934927,74.702685,49.158888,128.033964,121.864311,115.652487,110.933807,105.510215,90.376558,72.042831,53.406167,173.456272,167.495297,156.736347,133.864787,111.611654,92.157857,76.118799,48.341124,251.445024,242.1631,228.899274,201.47855,160.716587,140.020433,91.703948,65.678846,8.411892,89.638004,196.623134,49.880017,97.663626,0.101729344,5.967676992,8.243898432,0.0030762,9.7356E-05,19.64260897,0.88182414,0.197862424
334,44.939263,41.76297,37.596237,31.405369,24.328278,17.955101,16.666134,15.602563,121.483489,121.059826,113.580277,109.794809,102.802087,91.451131,74.513839,49.042345,128.85309,122.00812,115.237417,110.594194,105.171509,89.819462,71.633766,53.622078,172.19116,167.75624,155.856622,133.182483,111.234749,91.416838,75.636579,47.372873,251.343716,242.136714,227.32074,200.078873,161.755154,138.673955,92.192975,65.763242,8.461585,89.42841,195.336721,49.74312,97.490335,-0.566547456,3.128072832,7.560395072,0.0033516,0.00021945,19.63301387,0.88072614,0.19749694
335,44.525261,41.534088,37.47858,31.324596,24.398262,17.94941,16.774638,15.596862,121.627266,121.427678,113.017272,109.269871,102.685735,90.893851,74.141631,48.85178,128.959971,120.509131,114.041127,110.06912,104.573818,89.152178,71.518209,53.395122,171.994655,167.064905,155.167094,132.38772,110.560963,90.896589,75.37439,46.40393,251.831305,240.818526,226.298205,199.773732,159.510975,137.241779,93.002126,64.955633,8.576327,89.501939,194.038715,49.59514,97.195451,0.754879104,2.991431872,4.355851072,0.0028026,0.00021945,19.61382367,0.88017714,0.198471298
336,44.281945,41.178526,37.345915,31.228729,24.41524,18.080579,16.791726,15.537779,121.793413,120.175068,112.513831,108.841444,102.85009,90.211587,73.938057,48.535291,129.239325,120.824466,113.09095,109.603494,103.40665,88.543778,71.71812,53.41169,172.355219,166.12992,154.234636,131.653343,110.243599,90.766041,75.390851,46.198158,255.685287,243.373284,226.141018,200.530851,157.79467,131.96907,90.422864,64.142349,8.494111,89.68027,193.002126,49.589605,96.931945,-0.141298496,1.351441792,2.761142592,0.0030762,9.7356E-05,19.65859382,0.87990174,0.200785498
337,44.164948,41.284649,37.415045,31.072774,24.333938,18.036858,16.786031,15.493983,121.041055,118.67731,111.914034,108.316783,102.696796,89.985455,73.639189,48.344658,128.483773,119.997917,112.379169,109.004545,102.8095,88.354509,71.602565,52.741695,171.395563,166.200378,153.431626,131.009409,110.0154,90.356177,75.165335,45.599304,257.636972,242.099062,226.108805,204.997136,159.739128,130.097256,90.685636,65.543002,8.461585,89.538704,192.396908,49.632136,96.753196,0.208116224,1.867751552,1.379008832,0.0028026,0.00021945,19.60743392,0.87715494,0.20054131
338,43.936479,41.241846,37.708291,30.954387,24.25263,18.069199,16.704202,15.526377,120.662207,118.746308,111.351562,107.903465,102.174178,89.979954,73.266969,48.153998,127.766019,118.91076,111.964877,108.702371,102.656093,88.018249,71.560387,52.588473,171.275392,165.775815,152.211434,130.478293,109.82433,90.130138,74.756459,44.703278,265.250331,240.888235,228.261532,208.496183,164.413894,132.946106,91.452087,67.739385,8.264615,89.496441,191.894795,49.589605,96.637132,0.101729344,4.023951872,4.234337152,0.0028026,0.000340746,19.60104417,0.87495714,0.20054131
339,43.135485,41.444701,38.322482,30.820892,24.345256,18.010206,16.683222,15.467289,121.388236,118.203788,110.848595,107.327135,101.563045,89.996456,72.99004,48.05954,127.220826,118.81565,111.832942,108.385364,102.561782,87.446792,71.723608,52.937345,172.093806,165.374097,151.204158,130.570207,109.432907,89.96287,74.479545,44.385862,273.705108,244.582852,236.430547,212.764701,168.572011,136.036563,90.97969,69.945768,8.346838,89.244595,190.563968,49.669132,96.347869,0.010668544,3.249586752,1.758777152,0.0025272,-2.4738E-05,19.62980852,0.87578154,0.20005453
340,43.012815,41.619671,38.572585,30.847236,24.296114,18.074889,16.55762,15.41779,120.406558,118.080804,110.206711,106.760319,100.739939,89.76484,72.905717,47.048309,127.509331,119.214638,111.561795,107.892444,102.070224,87.399057,71.382425,52.815539,171.929755,163.535627,150.320588,130.821714,109.310531,89.878364,74.10185,44.263365,284.785099,250.66274,246.140694,217.624907,169.519226,136.219194,91.415323,71.773825,8.188112,89.422912,190.061802,49.663597,96.084459,0.511851264,4.160692352,2.290313472,-0.0018684,0.00021945,19.65859382,0.87743034,0.201759058
