s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 4.3500191E+002, 4.5003510E+002, 6.5307050E+002, 6.5356396E+002, 4.4750543E+000, 6.8652492E+000, 4.1215243E+000, 2.8642838E+002, 3.8435397E+002, 5.6735223E+002, 1.3329465E+000, 1.2945123E+000, 1.9421597E+000,-3.6235437E+000, 1.5878186E+000, 4.0650262E+002,-3.3255503E+000, 1.4237369E+000, 3.9194357E+002,-3.4030621E+000, 5.9684783E-001, 3.8648813E+002,-3.0354228E+000,-3.3481377E-001, 3.8783627E+002,-3.0345564E+000,-8.4251082E-001, 3.9075101E+002,-2.7143986E+000,-1.9304302E-001, 3.2485327E+002,-2.5011721E+000,-6.5732747E-002, 2.4421199E+002,-3.0087535E+000,-3.6603516E-001, 1.9319678E+002
 4.3600011E+002, 4.7672525E+002, 6.2203107E+002, 6.6874579E+002, 5.3794065E+000, 6.6281648E+000, 4.9616561E+000, 2.7530978E+002, 3.6866574E+002, 5.3949658E+002, 1.2635609E+000, 7.1031904E-001, 2.4327276E+000,-3.5832179E+000, 1.2137560E+000, 3.7986194E+002,-3.5062952E+000, 6.1201334E-001, 3.6941718E+002,-3.1395762E+000, 4.8595679E-001, 3.3773093E+002,-3.0932426E+000, 5.3338510E-001, 3.1547232E+002,-2.7891791E+000, 5.2578020E-001, 3.0688065E+002,-2.2891588E+000,-1.7520754E-001, 2.6496103E+002,-3.0005455E+000,-3.7325317E-001, 2.6051013E+002,-2.5711410E+000,-2.4386495E-001, 2.2700060E+002
 4.3700021E+002, 5.0934360E+002, 6.7599805E+002, 7.1013922E+002, 5.1434374E+000, 6.4918022E+000, 4.3824778E+000, 2.7507135E+002, 3.6809830E+002, 5.1297424E+002, 9.2537677E-001, 6.0581553E-001, 1.9576882E+000,-3.5561197E+000, 1.0797287E+000, 3.8932681E+002,-3.7836101E+000, 1.3778962E+000, 3.7253894E+002,-3.6490836E+000, 7.8240758E-001, 3.3882928E+002,-3.4615433E+000, 1.0957224E-001, 3.4164923E+002,-2.8124523E+000,-3.4493646E-001, 3.3637466E+002,-2.3935642E+000,-7.9200476E-001, 2.7585358E+002,-2.6135278E+000,-6.7053986E-001, 2.4472684E+002,-2.8447561E+000,-4.3245837E-001, 2.1261900E+002
 4.3800136E+002, 4.9717526E+002, 6.6301984E+002, 6.9126428E+002, 3.4344361E+000, 7.4417214E+000, 3.1808751E+000, 2.9281201E+002, 4.2660562E+002, 5.1104108E+002, 9.3147457E-001, 1.2999264E+000, 1.8421360E+000,-3.6013782E+000, 2.2250025E+000, 3.9162512E+002,-3.8051882E+000, 1.7758108E+000, 3.7236554E+002,-3.8738112E+000, 4.5650053E-001, 3.5025827E+002,-3.6297107E+000,-4.3287873E-001, 3.4578900E+002,-3.4944713E+000,-6.1695576E-001, 3.3477109E+002,-3.0937810E+000,-5.1551914E-001, 2.8516345E+002,-3.3450112E+000,-5.5918354E-001, 2.5917264E+002,-2.1803160E+000,-7.5956070E-001, 2.5827078E+002
 4.3900050E+002, 5.5920007E+002, 6.7371680E+002, 6.7721082E+002, 5.1863189E+000, 7.0869460E+000, 4.2294097E+000, 3.0167184E+002, 4.4915494E+002, 4.9673938E+002, 5.7871288E-001, 1.2201706E+000, 1.5288104E+000,-3.3483980E+000, 1.7893164E+000, 3.6853732E+002,-3.4409354E+000, 1.6237164E+000, 3.5318280E+002,-3.5058575E+000, 4.7837585E-001, 3.3031836E+002,-3.4563711E+000, 1.8985156E-002, 3.2368814E+002,-3.2903261E+000,-1.2275363E-002, 3.0720840E+002,-2.5868263E+000,-2.9448575E-001, 2.5774799E+002,-2.7269204E+000,-3.3367279E-001, 2.4817157E+002,-2.5401070E+000,-3.4830055E-001, 2.8949728E+002
 4.4000051E+002, 5.2234845E+002, 6.6270874E+002, 6.8797620E+002, 4.6650534E+000, 7.2571216E+000, 4.4352140E+000, 4.0279086E+002, 4.4440784E+002, 4.8570255E+002, 7.4978805E-001, 1.6400956E+000, 1.4747405E+000,-4.0473690E+000, 1.4558376E+000, 3.5693307E+002,-3.4718411E+000, 1.1157874E+000, 3.3163962E+002,-2.6735313E+000, 6.9348943E-001, 3.0736017E+002,-3.0819492E+000, 6.1993283E-001, 2.9661444E+002,-2.8751194E+000, 6.3497476E-002, 3.0436954E+002,-2.1643145E+000,-3.5793671E-001, 2.8795450E+002,-2.2190630E+000,-5.8525354E-001, 2.7412296E+002,-2.2106066E+000,-7.4026382E-001, 2.5163145E+002
 4.4100160E+002, 4.5845752E+002, 6.5668951E+002, 6.7558472E+002, 5.0749760E+000, 7.8169441E+000, 3.9196644E+000, 3.1861008E+002, 4.8504245E+002, 4.8819171E+002, 7.3701090E-001, 3.0654497E+000, 1.6667477E+000,-3.4994817E+000, 1.9171770E+000, 3.6047571E+002,-3.5461183E+000, 1.5803632E+000, 3.4449792E+002,-3.1111257E+000, 9.2926407E-001, 3.2175528E+002,-3.1117384E+000, 3.1242037E-001, 3.1188199E+002,-2.9728718E+000, 7.8932077E-002, 2.9226129E+002,-2.9645479E+000,-2.0991546E-001, 2.6322101E+002,-2.9373677E+000,-6.0234779E-001, 2.3912196E+002,-1.4084643E+000,-7.2004968E-001, 2.6018976E+002
 4.4200306E+002, 4.9359412E+002, 6.3744159E+002, 6.6679230E+002, 6.1548243E+000, 6.6319098E+000, 4.8508897E+000, 3.2673529E+002, 4.3513675E+002, 4.6464020E+002, 7.1397018E-001, 2.3661487E+000, 1.8859775E+000,-3.7858860E+000, 1.1395235E+000, 3.6580429E+002,-3.5296409E+000, 7.9596066E-001, 3.5519302E+002,-3.5029802E+000, 1.2493808E+000, 3.2576703E+002,-2.9230378E+000, 6.0642177E-001, 3.1398380E+002,-2.3933215E+000, 1.2956288E-001, 3.0081210E+002,-2.1087804E+000,-1.4713678E-001, 2.9027338E+002,-2.0579176E+000,-1.7339985E-001, 2.5605295E+002,-2.1709483E+000, 4.1396609E-001, 2.1206862E+002
 4.4300330E+002, 4.7525189E+002, 6.6946783E+002, 6.7676575E+002, 4.5563970E+000, 7.8424101E+000, 5.2689548E+000, 3.1995139E+002, 4.0831219E+002, 4.6221744E+002, 1.0371362E+000, 1.5356684E+000, 2.1116505E+000,-3.8628526E+000, 1.8255426E+000, 3.6171683E+002,-3.5121753E+000, 1.5727259E+000, 3.4777643E+002,-3.7062342E+000, 1.0861933E+000, 3.1740430E+002,-2.9865198E+000, 1.0028274E+000, 2.9893280E+002,-1.7729857E+000, 5.9167081E-001, 2.8382916E+002,-1.7902361E+000,-1.4473940E-001, 2.5991568E+002,-2.1676333E+000,-4.5995790E-001, 2.6079718E+002,-2.1852865E+000,-8.7307799E-001, 2.5056615E+002
 4.4400039E+002, 4.5585461E+002, 6.4204681E+002, 6.8990894E+002, 4.7336931E+000, 7.6104536E+000, 5.2861576E+000, 2.9927133E+002, 3.6517957E+002, 4.4769583E+002, 9.4943970E-001, 8.5996687E-001, 2.1200547E+000,-3.8851595E+000, 1.4333438E+000, 3.5812427E+002,-3.4906857E+000, 1.4518226E+000, 3.4158969E+002,-2.9976985E+000, 1.2425613E+000, 3.0820096E+002,-2.9333429E+000, 6.1623317E-001, 2.9149170E+002,-2.3053470E+000, 9.8045386E-002, 2.9142233E+002,-2.4612312E+000, 7.0100486E-002, 2.7537283E+002,-2.2663302E+000,-3.5226065E-001, 2.3599570E+002,-2.2131953E+000,-5.1519376E-001, 2.0223503E+002
 4.4500293E+002, 4.6312430E+002, 6.6299597E+002, 6.7080530E+002, 5.0854492E+000, 8.1088858E+000, 3.2534935E+000, 3.0336862E+002, 3.9318372E+002, 4.3074921E+002, 1.1493390E+000, 1.2588770E+000, 1.2860924E+000,-3.2912011E+000, 1.7594917E+000, 3.3181842E+002,-3.0869377E+000, 1.7400782E+000, 3.1851285E+002,-3.0457497E+000, 9.3248159E-001, 2.9545804E+002,-2.6470220E+000, 4.7411066E-001, 2.7798349E+002,-2.7905517E+000,-4.8534866E-002, 2.5691193E+002,-2.2727714E+000,-4.3601319E-001, 2.6037097E+002,-2.3943386E+000,-9.4334525E-001, 2.4537770E+002,-1.9661024E+000,-5.2074534E-001, 2.0419586E+002
 4.4600020E+002, 4.6936011E+002, 6.4703656E+002, 6.8365002E+002, 5.1431146E+000, 7.9851012E+000, 4.6540070E+000, 2.9563901E+002, 3.8296606E+002, 4.3875497E+002, 1.1996305E+000, 1.9260495E+000, 2.5214787E+000,-3.3609781E+000, 1.3822178E+000, 3.3558774E+002,-3.2934899E+000, 1.2648169E+000, 3.1928366E+002,-3.0679996E+000, 9.1258466E-001, 3.0862463E+002,-3.2503574E+000, 4.6184233E-001, 2.9822021E+002,-3.0406101E+000, 3.3395883E-001, 2.7727722E+002,-2.2872918E+000, 1.3975735E-001, 2.4667737E+002,-2.5478411E+000,-2.8215185E-001, 2.3413210E+002,-2.3508313E+000,-6.0678369E-001, 2.1571883E+002
 4.4700119E+002, 4.9022989E+002, 6.4166711E+002, 6.7687244E+002, 4.9922733E+000, 7.7776279E+000, 3.9611466E+000, 2.8388516E+002, 3.2812497E+002, 4.2241107E+002, 7.4934334E-001, 1.1482648E+000, 2.4946504E+000,-3.0236678E+000, 1.1377281E+000, 3.4117087E+002,-3.2891397E+000, 1.3113159E+000, 3.3649829E+002,-3.1796801E+000, 6.3164210E-001, 3.1785272E+002,-2.9257541E+000, 2.1852326E-001, 3.0837732E+002,-2.5328679E+000, 2.9186714E-001, 2.8791641E+002,-1.8768574E+000,-2.5400249E-002, 2.4244930E+002,-1.7083069E+000,-2.8904811E-001, 2.2142334E+002,-2.4050484E+000,-4.3311876E-001, 2.2103009E+002
 4.4800163E+002, 4.2207394E+002, 6.3489465E+002, 6.5687402E+002, 3.6961133E+000, 8.0963306E+000, 4.5175414E+000, 2.8569308E+002, 3.1666727E+002, 4.2204068E+002, 1.0032436E+000, 7.3753881E-001, 2.3122256E+000,-2.9645014E+000, 1.1636384E+000, 3.4610318E+002,-3.2388909E+000, 1.2980703E+000, 3.3713773E+002,-2.7578819E+000, 4.7852951E-001, 3.2003934E+002,-2.6246760E+000, 5.7464655E-002, 3.0955707E+002,-2.7401457E+000,-2.4105072E-001, 2.9630496E+002,-2.0898333E+000,-1.0906427E+000, 3.1932141E+002,-1.8399441E+000,-1.3582439E+000, 2.8718927E+002,-2.7232313E+000,-6.7498815E-001, 2.3779703E+002
 4.4900177E+002, 4.5833917E+002, 6.5451691E+002, 6.7393317E+002, 4.4949546E+000, 7.8172097E+000, 4.6262741E+000, 2.6529562E+002, 3.0155881E+002, 4.1349347E+002, 8.2314336E-001, 6.3073415E-001, 1.6909978E+000,-3.5799365E+000, 1.5166545E+000, 3.2941196E+002,-3.3207014E+000, 1.3073883E+000, 3.1509912E+002,-3.2089548E+000, 1.0305202E+000, 2.9417966E+002,-3.1288552E+000, 6.1785996E-001, 2.8711530E+002,-3.0918379E+000, 4.1224101E-001, 2.8348764E+002,-2.6281064E+000,-6.6097146E-003, 2.6744244E+002,-2.3615558E+000,-2.0909472E-001, 2.3658943E+002,-2.3316898E+000, 3.0315283E-001, 2.0712065E+002
 4.5000257E+002, 4.5288068E+002, 6.7333508E+002, 6.7663324E+002, 4.2710400E+000, 8.3738565E+000, 3.4030995E+000, 2.4974043E+002, 3.4929987E+002, 4.0764023E+002, 9.2270225E-001, 1.4942791E+000, 7.7524805E-001,-2.8816402E+000, 1.4653358E+000, 3.1302798E+002,-2.8690484E+000, 1.4571296E+000, 3.0963550E+002,-3.6094282E+000, 1.0232069E+000, 2.9960223E+002,-3.2614226E+000, 1.0539541E+000, 2.8278873E+002,-2.3242679E+000, 5.4097211E-001, 2.6822672E+002,-2.1548843E+000, 4.3606433E-001, 2.4882779E+002,-1.0460544E+000, 1.2589286E-001, 2.2496707E+002,-1.1274278E+000,-4.5107412E-001, 2.1061143E+002
 4.5100238E+002, 4.6601331E+002, 6.4628516E+002, 6.7421936E+002, 4.7402463E+000, 7.9440174E+000, 3.3143632E+000, 2.4696973E+002, 3.3212918E+002, 4.0915622E+002, 1.0321137E+000, 1.4753131E+000, 1.9260304E+000,-3.5631056E+000, 1.4485148E+000, 3.3085446E+002,-3.2937713E+000, 1.2248358E+000, 3.1965121E+002,-3.2287402E+000, 1.0889689E+000, 3.0059763E+002,-2.7128139E+000, 6.5992224E-001, 2.7926132E+002,-2.6619937E+000, 8.5119593E-001, 2.6915427E+002,-2.2623975E+000,-1.5883291E-001, 2.5725995E+002,-1.6711187E+000,-9.3871452E-002, 2.4553175E+002,-7.1776509E-001,-6.6854805E-001, 2.6326892E+002
 4.5200248E+002, 4.6073080E+002, 6.6622803E+002, 6.8657849E+002, 3.3417497E+000, 7.2174120E+000, 4.1348829E+000, 2.7540335E+002, 3.0794186E+002, 4.2081534E+002, 9.7682631E-001, 9.0813780E-001, 2.3689513E+000,-3.2385991E+000, 2.0591352E+000, 3.2600552E+002,-3.1218631E+000, 2.0110118E+000, 3.1063129E+002,-3.0765574E+000, 1.3483555E+000, 3.0038336E+002,-3.0364468E+000, 9.1648501E-001, 2.9191080E+002,-2.6365306E+000, 1.5927522E-001, 2.9614029E+002,-1.6138283E+000,-1.6606571E-001, 2.7526758E+002,-1.4735328E+000,-2.0630796E-001, 2.4589000E+002,-1.8538848E+000,-1.4871842E-001, 2.2193283E+002
 4.5300423E+002, 5.3803625E+002, 6.5858643E+002, 6.8805133E+002, 5.4701009E+000, 7.8131113E+000, 3.6759682E+000, 2.6369012E+002, 3.4890097E+002, 4.2333456E+002, 8.0309874E-001, 1.2164508E+000, 1.5547956E+000,-3.2720041E+000, 1.9282520E+000, 3.0842926E+002,-3.2330616E+000, 1.4940771E+000, 3.0423328E+002,-2.5797672E+000, 7.7417660E-001, 2.9466528E+002,-2.4199159E+000, 7.8505331E-001, 2.8584305E+002,-2.1645086E+000, 5.1952779E-002, 2.7398233E+002,-2.4337275E+000,-2.0535257E-001, 2.5407329E+002,-2.2896075E+000,-3.5579491E-001, 2.4266620E+002,-1.4996070E+000,-5.2581370E-001, 2.2401582E+002
 4.5400073E+002, 4.7933969E+002, 6.3196692E+002, 6.8546765E+002, 5.6333771E+000, 8.1372271E+000, 4.6311245E+000, 2.3483618E+002, 3.4855435E+002, 4.2831403E+002, 8.5869044E-001, 1.8696665E+000, 2.6833565E+000,-3.3098812E+000, 1.6426005E+000, 3.1257635E+002,-3.0004790E+000, 1.2118491E+000, 2.9730978E+002,-2.8686855E+000, 6.3559347E-001, 2.6967938E+002,-2.6465027E+000, 3.9756256E-001, 2.6853470E+002,-2.4237354E+000, 3.3346087E-001, 2.8353363E+002,-2.3515880E+000, 2.3822868E-001, 2.6143475E+002,-2.0610216E+000, 3.9179593E-001, 2.4965773E+002,-2.1454189E+000,-1.5250105E-001, 2.3007433E+002
 4.5500379E+002, 4.5124658E+002, 6.5695355E+002, 6.8121393E+002, 3.6294320E+000, 8.2853642E+000, 5.1873026E+000, 2.6432553E+002, 3.0079678E+002, 4.0273819E+002, 7.6978809E-001, 9.2035902E-001, 2.3901727E+000,-3.1328220E+000, 1.4993523E+000, 3.1723392E+002,-3.0553453E+000, 1.5281240E+000, 3.1047650E+002,-3.2223530E+000, 1.3333403E+000, 3.0124695E+002,-2.4618981E+000, 8.1879348E-001, 2.8641666E+002,-2.2780769E+000, 4.7644964E-001, 2.6470813E+002,-2.0141683E+000,-1.5017278E-001, 2.1854768E+002,-2.0709248E+000,-7.3494661E-001, 2.1497612E+002,-1.9843718E+000,-8.2077765E-001, 1.9876639E+002
 4.5600141E+002, 4.4576074E+002, 6.6872290E+002, 6.8663806E+002, 4.2976799E+000, 8.3487759E+000, 4.5960960E+000, 2.4918262E+002, 3.3708197E+002, 4.0457828E+002, 1.1457858E+000, 1.1809679E+000, 2.3498783E+000,-3.4930398E+000, 1.4266564E+000, 3.2517700E+002,-3.2350214E+000, 1.5112118E+000, 3.1138049E+002,-3.1150007E+000, 5.0836033E-001, 2.7639706E+002,-3.2685931E+000, 4.2715338E-001, 2.5807040E+002,-2.8944974E+000, 1.6402543E-001, 2.5988992E+002,-3.1076596E+000,-2.7653000E-001, 2.2982869E+002,-2.2503054E+000,-3.2776281E-001, 2.0828346E+002,-1.9637452E+000,-4.3435991E-003, 1.8690698E+002
 4.5700456E+002, 4.6519894E+002, 6.7788025E+002, 6.9025739E+002, 3.9785855E+000, 7.4607992E+000, 3.9394681E+000, 2.6390457E+002, 3.4989200E+002, 4.1506595E+002, 8.8132399E-001, 1.4672426E+000, 2.6818423E+000,-3.5790734E+000, 1.3611567E+000, 3.0775406E+002,-3.4182661E+000, 1.3806269E+000, 3.0194699E+002,-2.9117050E+000, 6.7097461E-001, 2.9860107E+002,-3.1999512E+000, 2.3607862E-001, 2.8632925E+002,-2.5454926E+000, 2.8323135E-001, 2.6950143E+002,-2.7696919E+000,-4.9043214E-001, 2.3936742E+002,-2.8692498E+000,-8.6425716E-001, 2.3221141E+002,-3.0296850E+000,-1.0094455E+000, 1.9492732E+002
 4.5800128E+002, 5.1987860E+002, 7.2107654E+002, 7.2026575E+002, 4.4201884E+000, 8.9464636E+000, 4.3963885E+000, 2.6115305E+002, 3.0186179E+002, 4.3404092E+002, 9.3426543E-001, 8.0363119E-001, 3.6135490E+000,-3.0596223E+000, 1.8641100E+000, 3.2567780E+002,-3.2191596E+000, 1.4427502E+000, 3.1048773E+002,-3.2048287E+000, 8.2563293E-001, 2.8616943E+002,-2.9900661E+000, 3.3749345E-001, 2.8920380E+002,-3.1336033E+000,-2.5525743E-002, 2.8465784E+002,-2.4234736E+000,-8.0815248E-002, 2.6274301E+002,-2.7045257E+000,-2.7406073E-001, 2.3805779E+002,-2.8470812E+000,-4.9060264E-001, 1.9629698E+002
 4.5900025E+002, 5.1718762E+002, 7.1759698E+002, 7.3045227E+002, 4.8223433E+000, 8.2509918E+000, 3.0209401E+000, 2.8090826E+002, 2.9259937E+002, 4.3615903E+002, 1.0861875E+000, 1.2916907E+000, 2.8088832E+000,-3.2249103E+000, 1.7636462E+000, 3.2785355E+002,-2.9649329E+000, 1.6726263E+000, 3.1700351E+002,-3.1487303E+000, 8.1075889E-001, 3.1178961E+002,-3.2797379E+000, 4.3917283E-001, 3.1179309E+002,-3.1349831E+000, 3.8617015E-001, 2.9295157E+002,-3.1439912E+000, 1.4823766E-001, 2.6748001E+002,-2.4074628E+000,-2.7691424E-002, 2.5697543E+002,-2.3961706E+000,-4.1465032E-001, 2.3830624E+002
 4.6000291E+002, 5.1507996E+002, 7.0277368E+002, 7.2512250E+002, 4.6165824E+000, 8.2511501E+000, 3.5044248E+000, 2.7631052E+002, 2.7135599E+002, 4.2647504E+002, 9.8870939E-001, 8.3173043E-001, 2.0900958E+000,-3.5490053E+000, 1.6311365E+000, 3.2044202E+002,-3.6080692E+000, 1.4087278E+000, 3.1792468E+002,-2.9110968E+000, 9.2512161E-001, 2.9609335E+002,-2.9332798E+000, 5.7995385E-001, 2.8439746E+002,-2.5965354E+000,-3.3979043E-001, 2.7039410E+002,-2.5608699E+000,-3.4502894E-001, 2.7412622E+002,-2.1157820E+000,-4.1171145E-001, 2.5751102E+002,-2.6183591E+000,-8.3201534E-001, 2.3650529E+002
 4.6100267E+002, 5.2482672E+002, 6.9802545E+002, 7.0589526E+002, 6.2261333E+000, 7.0386505E+000, 3.8948171E+000, 2.6469592E+002, 2.7519833E+002, 4.3204355E+002, 1.1046286E+000, 9.3686420E-001, 2.7216244E+000,-3.6295693E+000, 1.0688916E+000, 3.3292661E+002,-3.3900564E+000, 1.2907311E+000, 3.2623486E+002,-3.1849747E+000, 9.2685139E-001, 3.1013937E+002,-2.9640274E+000, 3.2420048E-001, 2.9605865E+002,-2.5772502E+000, 2.7779278E-001, 2.8772168E+002,-2.3190525E+000,-5.6311533E-002, 2.6061563E+002,-2.3113515E+000,-1.5228653E-002, 2.4660730E+002,-2.6880090E+000,-7.7355430E-002, 1.9270010E+002
 4.6200258E+002, 5.0271902E+002, 6.5331445E+002, 6.7127094E+002, 4.9382563E+000, 7.2631660E+000, 3.6191373E+000, 2.4082095E+002, 3.2310791E+002, 4.3112286E+002, 1.0786260E+000, 7.8648245E-001, 3.3933251E+000,-3.5917141E+000, 1.5353912E+000, 3.2164450E+002,-3.2889466E+000, 1.4849403E+000, 3.1114536E+002,-2.7626994E+000, 9.4933969E-001, 2.9565781E+002,-3.1172447E+000, 3.5296649E-001, 2.8460818E+002,-2.7622919E+000, 1.2638360E-001, 2.7644760E+002,-2.1740222E+000,-1.4938680E-002, 2.5108464E+002,-2.4821961E+000,-4.3751520E-001, 2.2450281E+002,-2.7868562E+000,-3.2694051E-001, 1.9172495E+002
 4.6300343E+002, 4.9071564E+002, 6.7720978E+002, 6.9450659E+002, 4.4170980E+000, 6.7461891E+000, 4.2503285E+000, 2.3818761E+002, 3.3188165E+002, 4.1375552E+002, 8.6795354E-001, 8.7222546E-001, 2.8244271E+000,-3.6644773E+000, 2.0119777E+000, 3.1133115E+002,-3.2947562E+000, 1.9645293E+000, 2.9233121E+002,-3.0441520E+000, 9.1942358E-001, 2.7543204E+002,-3.0151372E+000, 8.1334710E-001, 2.7045001E+002,-3.0293415E+000, 4.3565086E-001, 2.7741086E+002,-2.7245097E+000,-2.8062499E-001, 2.5727240E+002,-2.2800276E+000,-1.7244808E-001, 2.3562524E+002,-2.1383281E+000,-2.8572902E-001, 2.3603354E+002
 4.6400250E+002, 4.7355521E+002, 6.7302460E+002, 6.7881830E+002, 5.0083270E+000, 6.9579649E+000, 4.8544383E+000, 2.7362604E+002, 3.3709161E+002, 4.0804153E+002, 1.1959883E+000, 1.5605631E+000, 1.9078681E+000,-3.0662901E+000, 1.9157878E+000, 3.0520630E+002,-3.0879354E+000, 1.6105391E+000, 2.8835492E+002,-3.3519351E+000, 9.9353629E-001, 2.6627399E+002,-3.1674194E+000, 4.7345698E-001, 2.6357599E+002,-3.0270977E+000,-9.3129680E-002, 2.5297502E+002,-1.9253428E+000,-4.4115973E-001, 2.3725929E+002,-1.8896903E+000,-6.5020132E-001, 2.2503178E+002,-1.5847718E+000,-7.6303118E-001, 2.2081502E+002
 4.6500428E+002, 4.9788669E+002, 6.5963727E+002, 6.5380475E+002, 4.6001210E+000, 7.3767948E+000, 3.7139182E+000, 2.6042697E+002, 2.9024118E+002, 4.1008917E+002, 1.2796648E+000, 1.1223630E+000, 2.2029579E+000,-3.1931312E+000, 1.8823833E+000, 2.9740955E+002,-3.4803925E+000, 1.7227124E+000, 2.9227115E+002,-3.3486569E+000, 1.0006708E+000, 2.8202530E+002,-3.1780441E+000, 5.0650102E-001, 2.6907376E+002,-2.7001722E+000, 1.9995313E-002, 2.5239720E+002,-2.2916043E+000,-2.8821552E-001, 2.4959869E+002,-1.9614425E+000,-3.3060694E-001, 2.6086365E+002,-1.1615947E+000,-6.2020290E-001, 2.7275394E+002
 4.6600034E+002, 4.5714920E+002, 6.3416516E+002, 6.4298804E+002, 4.8839006E+000, 7.4661770E+000, 2.8008850E+000, 2.6336841E+002, 3.0560620E+002, 4.1307898E+002, 8.7667096E-001, 1.2741820E+000, 2.4216261E+000,-3.5388017E+000, 1.3266269E+000, 2.9259012E+002,-3.0474651E+000, 9.6371037E-001, 2.8553683E+002,-2.9554896E+000, 7.1797842E-001, 2.8268600E+002,-2.6875145E+000, 7.7565116E-001, 2.7947870E+002,-2.3687463E+000, 1.3439223E-001, 2.8019724E+002,-2.4976161E+000, 2.3984221E-001, 2.6972699E+002,-1.8238926E+000, 4.0457591E-001, 2.2996509E+002,-1.7800906E+000, 7.3821300E-001, 1.8945247E+002
 4.6700119E+002, 4.2832758E+002, 6.1915643E+002, 6.5235553E+002, 3.8593047E+000, 6.0602036E+000, 3.7449470E+000, 2.2878456E+002, 3.3164905E+002, 4.1754099E+002, 8.6240721E-001, 1.6556097E+000, 2.6490560E+000,-3.3260794E+000, 1.1238430E+000, 2.9303857E+002,-3.1763041E+000, 9.7745180E-001, 2.9722910E+002,-3.0172448E+000, 8.2751739E-001, 2.9118469E+002,-2.7569733E+000, 9.1569418E-001, 2.7738928E+002,-2.7327380E+000, 4.5699602E-001, 2.6509503E+002,-2.2596898E+000, 1.2820364E-002, 2.7596021E+002,-1.8529404E+000,-2.2238465E-001, 2.4698822E+002,-2.1205580E+000,-5.1649790E-002, 2.0924252E+002
 4.6800136E+002, 4.2187997E+002, 6.2222815E+002, 6.3560370E+002, 4.7496462E+000, 7.3122320E+000, 3.4227564E+000, 2.2978355E+002, 3.1404285E+002, 4.0520377E+002, 1.0919600E+000, 5.5536664E-001, 2.5938234E+000,-3.1093559E+000, 1.5804162E+000, 3.0347916E+002,-3.0642889E+000, 1.1958524E+000, 3.0175806E+002,-3.1079810E+000, 1.2392089E+000, 2.8307712E+002,-3.2853894E+000, 7.8990984E-001, 2.8269199E+002,-2.9827900E+000, 9.3256637E-002, 2.7624469E+002,-2.3021057E+000, 1.3851066E-001, 2.4010391E+002,-2.1961112E+000,-8.9153528E-002, 2.1807014E+002,-1.9252537E+000,-1.4925270E-001, 2.1778815E+002
 4.6900141E+002, 4.7927747E+002, 6.2386963E+002, 6.3106512E+002, 6.0066795E+000, 7.4886293E+000, 4.8036618E+000, 2.3880685E+002, 2.8606116E+002, 4.1442261E+002, 6.5286809E-001, 8.6527795E-001, 2.5966685E+000,-3.5439551E+000, 1.4581060E+000, 3.0209207E+002,-3.4984498E+000, 1.1762584E+000, 2.9630920E+002,-3.2579634E+000, 5.8061576E-001, 2.8435074E+002,-3.1595190E+000, 5.0311029E-001, 2.7885321E+002,-3.0808883E+000, 3.5183775E-001, 2.6289215E+002,-2.5437942E+000,-7.0019029E-002, 2.2852199E+002,-2.4140363E+000,-2.0307775E-001, 2.1784785E+002,-2.3352067E+000,-2.3189004E-001, 2.3433807E+002
 4.7000299E+002, 4.4978503E+002, 6.1673352E+002, 6.2426202E+002, 4.4835000E+000, 7.0164633E+000, 3.6416183E+000, 3.0373148E+002, 2.9222351E+002, 3.9086047E+002, 8.6308891E-001, 8.4811437E-001, 2.7949889E+000,-3.4368074E+000, 6.9721657E-001, 3.0938116E+002,-3.4436064E+000, 1.3617027E+000, 3.0291870E+002,-3.2003226E+000, 1.2233660E+000, 2.9133508E+002,-3.2805517E+000, 9.2479390E-001, 2.8625055E+002,-2.6708984E+000, 2.8832504E-001, 2.8767926E+002,-2.2805164E+000,-2.5840646E-001, 2.4580984E+002,-2.6752634E+000,-4.2849123E-001, 2.5084872E+002,-2.6334958E+000,-5.0174832E-001, 2.1752901E+002
