s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","Temp_TC01_Wall","Temp_TC02_Wall","Temp_TC03_Wall","Temp_TC04_Wall","Temp_TC05_Wall","Temp_TC06_Wall","Temp_TC07_Wall","Temp_TC08_Wall","Temp_TC09_Wall","Temp_TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 8.7004514E+001, 7.8463839E+002, 9.0629332E+002, 8.2910426E+002, 6.7403741E+002, 4.3656233E+002, 3.6205243E+002, 3.2391510E+002, 2.9120576E+002, 4.3656233E+002, 3.6205243E+002, 3.2391510E+002, 2.9120576E+002, 7.4495490E+002, 7.9479211E+002, 7.4639139E+002, 6.6500502E+002, 4.9542697E+002, 4.2681911E+002, 3.7092507E+002, 3.2234812E+002, 4.9542697E+002, 4.2681911E+002, 3.7092507E+002, 3.2234812E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6440971E+001, 8.4043622E+001, 6.8073000E+001, 5.7645803E+001, 4.5649866E+001, 3.9711321E+001, 3.3214386E+001, 3.0078781E+001, 2.6884695E+001, 2.5673754E+001, 3.1278581E+000, 3.0569541E+000, 2.3353519E+000, 1.8138360E+000, 1.2549846E+000, 9.9252624E-001, 3.0144649E+000, 2.9796293E+000, 2.2886097E+000, 1.7737802E+000, 1.2115017E+000, 9.5328874E-001, 9.1146614E-001, 9.0833640E-001
 8.8009634E+001, 7.5289776E+002, 9.1063175E+002, 9.2924956E+002, 8.6283540E+002, 6.9944615E+002, 6.1258757E+002, 5.2402217E+002, 4.4553432E+002, 6.9944615E+002, 6.1258757E+002, 5.2402217E+002, 4.4553432E+002, 6.9502138E+002, 7.9120140E+002, 7.8062140E+002, 7.0741909E+002, 5.3469213E+002, 4.5443662E+002, 3.9023789E+002, 3.3541217E+002, 5.3469213E+002, 4.5443662E+002, 3.9023789E+002, 3.3541217E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6679991E+001, 8.4504080E+001, 6.8354297E+001, 5.7873419E+001, 4.5766121E+001, 3.9764758E+001, 3.3218155E+001, 3.0056563E+001, 2.6797396E+001, 2.5513282E+001, 3.5484060E+000, 3.5102292E+000, 2.5659656E+000, 1.9682538E+000, 1.3159309E+000, 1.0056703E+000, 3.1666646E+000, 3.1253459E+000, 2.3488760E+000, 1.8392615E+000, 1.2627641E+000, 9.8289957E-001, 1.0118587E+000, 1.0083907E+000
 8.9003709E+001, 7.1762773E+002, 7.9632230E+002, 8.3963200E+002, 8.0847978E+002, 6.2065801E+002, 5.2226412E+002, 4.3716794E+002, 3.6561689E+002, 6.2065801E+002, 5.2226412E+002, 4.3716794E+002, 3.6561689E+002, 7.0441916E+002, 8.0877659E+002, 8.1103409E+002, 7.4884841E+002, 5.7422662E+002, 4.9317010E+002, 4.2375339E+002, 3.6475567E+002, 5.7422662E+002, 4.9317010E+002, 4.2375339E+002, 3.6475567E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7055486E+001, 8.4860155E+001, 6.8653096E+001, 5.8090135E+001, 4.6019373E+001, 3.9945599E+001, 3.3255458E+001, 3.0038763E+001, 2.6722491E+001, 2.5392059E+001, 3.4106687E+000, 3.3318677E+000, 2.5038115E+000, 1.9345967E+000, 1.3414616E+000, 1.0185130E+000, 2.8119818E+000, 2.7726920E+000, 2.1863693E+000, 1.7436925E+000, 1.2403113E+000, 9.7836506E-001, 9.3889473E-001, 9.3570123E-001
 9.0001801E+001, 7.6140984E+002, 8.0646547E+002, 7.2686455E+002, 6.2878595E+002, 5.0771284E+002, 4.5314965E+002, 3.9981156E+002, 3.5315312E+002, 5.0771284E+002, 4.5314965E+002, 3.9981156E+002, 3.5315312E+002, 7.0244586E+002, 7.7655982E+002, 7.6981301E+002, 7.2043107E+002, 5.7572109E+002, 4.9613083E+002, 4.2551204E+002, 3.6448614E+002, 5.7572109E+002, 4.9613083E+002, 4.2551204E+002, 3.6448614E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8480416E+001, 8.5878897E+001, 6.9211840E+001, 5.8504079E+001, 4.6238068E+001, 4.0099089E+001, 3.3381131E+001, 3.0150887E+001, 2.6804217E+001, 2.5445546E+001, 4.0550857E+000, 3.7573036E+000, 2.6480330E+000, 2.0294927E+000, 1.3609980E+000, 1.0361570E+000, 3.3356051E+000, 3.1541645E+000, 2.3709445E+000, 1.8910355E+000, 1.3314082E+000, 1.0389559E+000, 9.2832651E-001, 9.2520393E-001
 9.1007558E+001, 7.2473550E+002, 7.7031877E+002, 7.1045488E+002, 6.1953588E+002, 4.7107995E+002, 4.2147387E+002, 3.7779183E+002, 3.3771057E+002, 4.7107995E+002, 4.2147387E+002, 3.7779183E+002, 3.3771057E+002, 6.8960100E+002, 7.2743958E+002, 7.0535030E+002, 6.6147616E+002, 5.5133303E+002, 4.8585962E+002, 4.2131698E+002, 3.6253767E+002, 5.5133303E+002, 4.8585962E+002, 4.2131698E+002, 3.6253767E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7769044E+001, 8.5190204E+001, 6.8742421E+001, 5.8175469E+001, 4.6066693E+001, 4.0013960E+001, 3.3370725E+001, 3.0190001E+001, 2.6856340E+001, 2.5521909E+001, 3.2255793E+000, 3.0874252E+000, 2.2904760E+000, 1.7908779E+000, 1.2262977E+000, 9.3441090E-001, 2.6947102E+000, 2.5859961E+000, 2.0071398E+000, 1.6255972E+000, 1.1803373E+000, 9.4599362E-001, 9.4236676E-001, 9.3916523E-001
 9.2007778E+001, 7.1857612E+002, 8.8626964E+002, 9.2028993E+002, 8.5125094E+002, 6.2888337E+002, 5.2383383E+002, 4.2826449E+002, 3.4532018E+002, 6.2888337E+002, 5.2383383E+002, 4.2826449E+002, 3.4532018E+002, 6.8879661E+002, 7.6667153E+002, 7.4969258E+002, 6.8559043E+002, 5.4648830E+002, 4.8145267E+002, 4.1922034E+002, 3.6007548E+002, 5.4648830E+002, 4.8145267E+002, 4.1922034E+002, 3.6007548E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8635322E+001, 8.6400460E+001, 6.9652164E+001, 5.8834119E+001, 4.6512723E+001, 4.0316747E+001, 3.3519697E+001, 3.0263826E+001, 2.6889357E+001, 2.5536081E+001, 3.7005193E+000, 3.6496721E+000, 2.6057540E+000, 1.9770072E+000, 1.3496342E+000, 1.0312311E+000, 3.1935378E+000, 3.0827654E+000, 2.2777319E+000, 1.7499852E+000, 1.2158674E+000, 9.5113544E-001, 8.5100804E-001, 8.4812152E-001
 9.3003345E+001, 7.2847443E+002, 8.3335619E+002, 8.4249852E+002, 8.0685889E+002, 6.3131548E+002, 5.5796941E+002, 4.9459304E+002, 4.2487085E+002, 6.3131548E+002, 5.5796941E+002, 4.9459304E+002, 4.2487085E+002, 6.8129620E+002, 7.6153304E+002, 7.7025609E+002, 7.3558543E+002, 6.1033499E+002, 5.4287916E+002, 4.7410499E+002, 4.0180975E+002, 6.1033499E+002, 5.4287916E+002, 4.7410499E+002, 4.0180975E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8880457E+001, 8.6878470E+001, 7.0368625E+001, 5.9575968E+001, 4.7043411E+001, 4.0718843E+001, 3.3881531E+001, 3.0694776E+001, 2.7398705E+001, 2.6077380E+001, 3.5558197E+000, 3.5468607E+000, 2.7531662E+000, 2.2075953E+000, 1.4951703E+000, 1.1453605E+000, 2.9109745E+000, 2.9355650E+000, 2.3363222E+000, 1.9060850E+000, 1.3721202E+000, 1.0845823E+000, 9.5796731E-001, 9.5467460E-001
 9.4007895E+001, 7.6362015E+002, 8.6739101E+002, 8.8055123E+002, 8.6142154E+002, 7.1750580E+002, 6.0086256E+002, 4.9707449E+002, 4.0687379E+002, 7.1750580E+002, 6.0086256E+002, 4.9707449E+002, 4.0687379E+002, 6.7103950E+002, 7.6003449E+002, 7.8329184E+002, 7.6324258E+002, 6.2083043E+002, 5.3680453E+002, 4.6147808E+002, 3.9229304E+002, 6.2083043E+002, 5.3680453E+002, 4.6147808E+002, 3.9229304E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9731215E+001, 8.7739440E+001, 7.0833285E+001, 5.9968880E+001, 4.7213890E+001, 4.0831668E+001, 3.3938624E+001, 3.0655847E+001, 2.7262285E+001, 2.5915119E+001, 3.8419664E+000, 3.8150344E+000, 2.7878891E+000, 2.1920898E+000, 1.4503731E+000, 1.1010463E+000, 3.2234559E+000, 3.2829034E+000, 2.5454012E+000, 2.0323838E+000, 1.4074284E+000, 1.0842164E+000, 9.2629603E-001, 9.2312621E-001
 9.5010703E+001, 8.2568835E+002, 8.0340499E+002, 6.7312997E+002, 5.2528595E+002, 3.3315548E+002, 2.8538526E+002, 2.5107752E+002, 2.3026917E+002, 3.3315548E+002, 2.8538526E+002, 2.5107752E+002, 2.3026917E+002, 7.1173682E+002, 7.6837284E+002, 7.5974636E+002, 7.2034887E+002, 5.9629868E+002, 5.2450917E+002, 4.5868216E+002, 3.9721552E+002, 5.9629868E+002, 5.2450917E+002, 4.5868216E+002, 3.9721552E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9414401E+001, 8.6902026E+001, 7.0294774E+001, 5.9647171E+001, 4.7056897E+001, 4.0731665E+001, 3.3867146E+001, 3.0593481E+001, 2.7174363E+001, 2.5778787E+001, 3.4526978E+000, 3.1069906E+000, 2.2974009E+000, 1.8339730E+000, 1.2270532E+000, 9.2586250E-001, 2.9026362E+000, 2.6647297E+000, 1.9979556E+000, 1.6525638E+000, 1.1796445E+000, 9.1337949E-001, 9.0907369E-001, 9.0600884E-001
 9.6002514E+001, 7.3620817E+002, 5.9676338E+002, 4.7064377E+002, 3.9968559E+002, 3.4291550E+002, 3.2981107E+002, 3.1552818E+002, 2.9271570E+002, 3.4291550E+002, 3.2981107E+002, 3.1552818E+002, 2.9271570E+002, 7.2047108E+002, 7.2705742E+002, 6.7639080E+002, 6.1699896E+002, 5.0212973E+002, 4.4690642E+002, 3.9581436E+002, 3.4810309E+002, 5.0212973E+002, 4.4690642E+002, 3.9581436E+002, 3.4810309E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9485006E+001, 8.6960492E+001, 7.0294375E+001, 5.9497490E+001, 4.6979349E+001, 4.0675601E+001, 3.3796241E+001, 3.0509906E+001, 2.7074543E+001, 2.5716075E+001, 3.4836237E+000, 3.3271822E+000, 2.4138705E+000, 1.8393068E+000, 1.2680687E+000, 9.7159767E-001, 2.7466623E+000, 2.6857948E+000, 2.0492537E+000, 1.6171781E+000, 1.1757690E+000, 9.4706815E-001, 9.9266371E-001, 9.8930341E-001
 9.7003904E+001, 7.5853073E+002, 7.7343105E+002, 7.0729186E+002, 6.2814300E+002, 5.0256080E+002, 4.4704176E+002, 3.8916729E+002, 3.3253344E+002, 5.0256080E+002, 4.4704176E+002, 3.8916729E+002, 3.3253344E+002, 6.9760967E+002, 6.9225325E+002, 6.3976111E+002, 5.8290169E+002, 4.8084534E+002, 4.3148123E+002, 3.8479178E+002, 3.3866116E+002, 4.8084534E+002, 4.3148123E+002, 3.8479178E+002, 3.3866116E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0213010E+001, 8.7501706E+001, 7.0510542E+001, 5.9651844E+001, 4.7065984E+001, 4.0708009E+001, 3.3820301E+001, 3.0561276E+001, 2.7206372E+001, 2.5861765E+001, 3.7066157E+000, 3.4584407E+000, 2.5013751E+000, 1.9211007E+000, 1.2816092E+000, 9.6912972E-001, 3.2942653E+000, 3.0488155E+000, 2.2408954E+000, 1.7497504E+000, 1.1961625E+000, 9.2506060E-001, 9.3929447E-001, 9.3608355E-001
 9.8000938E+001, 7.0010246E+002, 5.7924605E+002, 4.4652622E+002, 3.6621667E+002, 2.7557936E+002, 2.5914480E+002, 2.3906470E+002, 2.2286037E+002, 2.7557936E+002, 2.5914480E+002, 2.3906470E+002, 2.2286037E+002, 6.7432374E+002, 6.5763742E+002, 6.0869509E+002, 5.5562484E+002, 4.6251810E+002, 4.1876981E+002, 3.7183280E+002, 3.2612890E+002, 4.6251810E+002, 4.1876981E+002, 3.7183280E+002, 3.2612890E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9889774E+001, 8.7278757E+001, 7.0554104E+001, 5.9725111E+001, 4.7100783E+001, 4.0794602E+001, 3.3908254E+001, 3.0599555E+001, 2.7178028E+001, 2.5809993E+001, 3.2637100E+000, 3.1154326E+000, 2.3487251E+000, 1.8498974E+000, 1.2615510E+000, 9.8817618E-001, 2.6401705E+000, 2.5586340E+000, 1.9904161E+000, 1.6248091E+000, 1.1666369E+000, 9.3535009E-001, 1.0742726E+000, 1.0705670E+000
 9.9009173E+001, 7.7854857E+002, 9.2281299E+002, 9.2723672E+002, 8.8648228E+002, 7.5177592E+002, 6.7054667E+002, 5.6785025E+002, 4.8891673E+002, 7.5177592E+002, 6.7054667E+002, 5.6785025E+002, 4.8891673E+002, 6.9215058E+002, 7.0753043E+002, 6.6113082E+002, 6.0465767E+002, 4.9330994E+002, 4.4191978E+002, 3.8401661E+002, 3.3325684E+002, 4.9330994E+002, 4.4191978E+002, 3.8401661E+002, 3.3325684E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0756112E+001, 8.8363030E+001, 7.1157286E+001, 6.0073047E+001, 4.7342934E+001, 4.0962645E+001, 3.3992559E+001, 3.0653098E+001, 2.7379507E+001, 2.6036884E+001, 3.8996774E+000, 3.8667792E+000, 2.7897277E+000, 2.1261175E+000, 1.4366586E+000, 1.0834408E+000, 3.0255465E+000, 3.0335365E+000, 2.2997912E+000, 1.7918376E+000, 1.2757126E+000, 1.0127321E+000, 9.4536637E-001, 9.4210298E-001
 1.0000327E+002, 7.3219915E+002, 8.0977860E+002, 7.2941731E+002, 6.1989530E+002, 4.6862657E+002, 4.0722051E+002, 3.7476107E+002, 3.5356153E+002, 4.6862657E+002, 4.0722051E+002, 3.7476107E+002, 3.5356153E+002, 6.9172938E+002, 7.4098277E+002, 7.1787628E+002, 6.7731522E+002, 5.8385505E+002, 5.3212880E+002, 4.7050526E+002, 4.1592782E+002, 5.8385505E+002, 5.3212880E+002, 4.7050526E+002, 4.1592782E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0901391E+001, 8.8664894E+001, 7.1303348E+001, 6.0240049E+001, 4.7465261E+001, 4.1021705E+001, 3.4021202E+001, 3.0685020E+001, 2.7330812E+001, 2.5961211E+001, 3.7137698E+000, 3.7047081E+000, 2.6113393E+000, 1.9919360E+000, 1.3021344E+000, 9.5938745E-001, 3.0823366E+000, 3.0831918E+000, 2.2471739E+000, 1.7265678E+000, 1.1938160E+000, 9.1841513E-001, 8.9748032E-001, 8.9440578E-001
 1.0100191E+002, 6.8785281E+002, 8.5591932E+002, 9.0164926E+002, 9.0060694E+002, 8.0272405E+002, 7.2022393E+002, 6.2665222E+002, 5.4092473E+002, 8.0272405E+002, 7.2022393E+002, 6.2665222E+002, 5.4092473E+002, 6.6841137E+002, 7.5443262E+002, 7.5206150E+002, 7.1981178E+002, 6.2094138E+002, 5.5888735E+002, 4.9250774E+002, 4.3434518E+002, 6.2094138E+002, 5.5888735E+002, 4.9250774E+002, 4.3434518E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1169692E+001, 8.9266580E+001, 7.2176393E+001, 6.1095373E+001, 4.8041251E+001, 4.1391547E+001, 3.4228854E+001, 3.0816518E+001, 2.7397175E+001, 2.5974488E+001, 3.4750131E+000, 3.4773333E+000, 2.7143686E+000, 2.1811659E+000, 1.4784443E+000, 1.1090362E+000, 2.7509716E+000, 2.7742397E+000, 2.2846393E+000, 1.9127575E+000, 1.4025724E+000, 1.0871027E+000, 9.7602573E-001, 9.7267106E-001
 1.0200348E+002, 6.6970515E+002, 7.4367948E+002, 6.4872096E+002, 5.2137315E+002, 3.1985885E+002, 2.5699612E+002, 2.3176533E+002, 2.2233804E+002, 3.1985885E+002, 2.5699612E+002, 2.3176533E+002, 2.2233804E+002, 6.6065115E+002, 7.3426443E+002, 7.2113081E+002, 6.8300619E+002, 5.8011689E+002, 5.1718636E+002, 4.6034087E+002, 4.1083745E+002, 5.8011689E+002, 5.1718636E+002, 4.6034087E+002, 4.1083745E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1331803E+001, 8.9305528E+001, 7.2477454E+001, 6.1222250E+001, 4.8051289E+001, 4.1504566E+001, 3.4321931E+001, 3.0868420E+001, 2.7398734E+001, 2.6005915E+001, 3.5109562E+000, 3.4489232E+000, 2.7301967E+000, 2.1255608E+000, 1.4181174E+000, 1.1019450E+000, 3.3127282E+000, 3.3264028E+000, 2.7565212E+000, 2.2042112E+000, 1.4449784E+000, 1.1020736E+000, 9.5992722E-001, 9.5667556E-001
 1.0300579E+002, 6.2431183E+002, 8.4282980E+002, 9.2060552E+002, 8.7064173E+002, 6.3330730E+002, 5.4045618E+002, 4.5861163E+002, 3.9267919E+002, 6.3330730E+002, 5.4045618E+002, 4.5861163E+002, 3.9267919E+002, 6.2987692E+002, 7.4575006E+002, 7.5055246E+002, 6.9910894E+002, 5.5067540E+002, 4.8067481E+002, 4.2251028E+002, 3.7640982E+002, 5.5067540E+002, 4.8067481E+002, 4.2251028E+002, 3.7640982E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1874722E+001, 8.9830255E+001, 7.2699852E+001, 6.1422042E+001, 4.8348366E+001, 4.1769122E+001, 3.4520443E+001, 3.1020602E+001, 2.7496108E+001, 2.6059302E+001, 3.6594805E+000, 3.5841642E+000, 2.6383741E+000, 2.0231894E+000, 1.3999205E+000, 1.0931476E+000, 3.1287534E+000, 3.0507040E+000, 2.3256477E+000, 1.8534839E+000, 1.3569516E+000, 1.0866574E+000, 9.0728599E-001, 9.0424225E-001
 1.0400390E+002, 6.8188982E+002, 7.0173298E+002, 7.2103639E+002, 7.2126652E+002, 6.4538822E+002, 5.6813998E+002, 4.8902474E+002, 4.1245375E+002, 6.4538822E+002, 5.6813998E+002, 4.8902474E+002, 4.1245375E+002, 6.0817755E+002, 7.1453491E+002, 7.5486227E+002, 7.4548856E+002, 6.3644427E+002, 5.6095341E+002, 4.8883971E+002, 4.2461360E+002, 6.3644427E+002, 5.6095341E+002, 4.8883971E+002, 4.2461360E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2583235E+001, 9.0664150E+001, 7.3466373E+001, 6.1996025E+001, 4.8604688E+001, 4.1940358E+001, 3.4617495E+001, 3.1100101E+001, 2.7533391E+001, 2.6099438E+001, 3.8395439E+000, 3.7832927E+000, 2.8488005E+000, 2.2162957E+000, 1.4682697E+000, 1.1190873E+000, 3.0225960E+000, 2.9801101E+000, 2.2974324E+000, 1.8644231E+000, 1.3147804E+000, 1.0332005E+000, 9.9924919E-001, 9.9588542E-001
 1.0500717E+002, 7.4191373E+002, 7.9945593E+002, 7.5274542E+002, 6.7009210E+002, 5.0505343E+002, 4.5153106E+002, 4.0764700E+002, 3.7318539E+002, 5.0505343E+002, 4.5153106E+002, 4.0764700E+002, 3.7318539E+002, 6.6331556E+002, 7.2551464E+002, 7.2912354E+002, 6.9884815E+002, 5.8850843E+002, 5.2323413E+002, 4.5945473E+002, 4.0120720E+002, 5.8850843E+002, 5.2323413E+002, 4.5945473E+002, 4.0120720E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1765452E+001, 8.9493814E+001, 7.2421687E+001, 6.1196050E+001, 4.8155476E+001, 4.1646463E+001, 3.4479645E+001, 3.1008157E+001, 2.7443385E+001, 2.5981406E+001, 3.1633577E+000, 2.9570202E+000, 2.1535587E+000, 1.6576306E+000, 1.1242814E+000, 8.7659624E-001, 2.6430829E+000, 2.4614058E+000, 1.8804070E+000, 1.5135743E+000, 1.0778806E+000, 8.6313863E-001, 9.1801925E-001, 9.1491843E-001
 1.0601074E+002, 7.9274044E+002, 7.9540753E+002, 7.6006412E+002, 7.0856697E+002, 5.6748706E+002, 4.9556825E+002, 4.2458761E+002, 3.7545771E+002, 5.6748706E+002, 4.9556825E+002, 4.2458761E+002, 3.7545771E+002, 6.7635101E+002, 7.3549573E+002, 7.3571185E+002, 7.0063451E+002, 5.7210680E+002, 5.0647193E+002, 4.4438347E+002, 3.9317840E+002, 5.7210680E+002, 5.0647193E+002, 4.4438347E+002, 3.9317840E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2631130E+001, 9.0635460E+001, 7.3474385E+001, 6.1786345E+001, 4.8356220E+001, 4.1710316E+001, 3.4437650E+001, 3.0934775E+001, 2.7349910E+001, 2.5887822E+001, 3.6714587E+000, 3.6661859E+000, 2.8470378E+000, 2.1270311E+000, 1.3553989E+000, 1.0043481E+000, 3.0567413E+000, 2.9850356E+000, 2.4638116E+000, 1.8824401E+000, 1.2434534E+000, 9.4805490E-001, 9.4124586E-001, 9.3804012E-001
 1.0701027E+002, 8.2187345E+002, 8.9073065E+002, 8.4665860E+002, 7.4212752E+002, 4.7510307E+002, 3.8085028E+002, 3.0778906E+002, 2.6040956E+002, 4.7510307E+002, 3.8085028E+002, 3.0778906E+002, 2.6040956E+002, 7.2555116E+002, 7.5170782E+002, 7.2170670E+002, 6.7006804E+002, 5.2557138E+002, 4.6088225E+002, 4.0273826E+002, 3.5903126E+002, 5.2557138E+002, 4.6088225E+002, 4.0273826E+002, 3.5903126E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2435601E+001, 9.0093212E+001, 7.3010662E+001, 6.1550285E+001, 4.8244825E+001, 4.1671033E+001, 3.4520791E+001, 3.1078925E+001, 2.7514012E+001, 2.6099896E+001, 3.5514896E+000, 3.3528933E+000, 2.4534358E+000, 1.8688837E+000, 1.2114285E+000, 9.2325494E-001, 3.0034026E+000, 2.8416086E+000, 2.1301734E+000, 1.6707375E+000, 1.1299587E+000, 8.7938674E-001, 1.0113167E+000, 1.0078558E+000
 1.0800373E+002, 8.8554146E+002, 9.4769602E+002, 9.1805448E+002, 8.3971166E+002, 6.3246662E+002, 5.2362788E+002, 4.1797324E+002, 3.3204606E+002, 6.3246662E+002, 5.2362788E+002, 4.1797324E+002, 3.3204606E+002, 7.3750163E+002, 7.8842335E+002, 7.7302992E+002, 7.2275442E+002, 5.7496011E+002, 4.9872286E+002, 4.2548113E+002, 3.6989563E+002, 5.7496011E+002, 4.9872286E+002, 4.2548113E+002, 3.6989563E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2882842E+001, 9.0986823E+001, 7.4073213E+001, 6.2465862E+001, 4.8857953E+001, 4.2154607E+001, 3.4838708E+001, 3.1309341E+001, 2.7647024E+001, 2.6136374E+001, 3.5745753E+000, 3.6100286E+000, 2.8592374E+000, 2.2565112E+000, 1.5319189E+000, 1.1919103E+000, 2.8554668E+000, 2.8918896E+000, 2.3935957E+000, 2.0059457E+000, 1.4551815E+000, 1.1717995E+000, 1.0302804E+000, 1.0267309E+000
