Time,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,,
71,37.504765,34.139722,28.610082,24.386449,16.636269,16.041388,15.621557,13.369536,96.180326,79.319833,69.299879,60.942619,31.66457,19.373441,13.446809,18.042846,23.002584,20.665335,18.467396,17.316561,16.492269,15.433696,15.645027,14.5167,12.377775,0.687872288,0.00756352,,,
72,39.935567,35.006896,29.406304,25.223946,16.565775,16.047001,15.627172,13.413306,96.627835,79.251901,69.89241,62.19795,31.294289,19.645003,13.528769,18.314627,22.932407,20.708848,18.511019,17.360207,16.383641,15.363118,15.688742,14.446094,12.307045,0.034921568,-0.56955296,,,
73,41.866617,36.012007,30.078005,25.974119,16.636269,16.079484,15.621557,13.483974,98.94471,79.686526,71.684791,63.625577,30.912799,20.133183,13.675809,18.651168,23.040461,20.665335,18.543436,17.354599,16.45419,15.3956,15.721226,14.40236,12.268869,-0.132072992,-0.40245888,,,
74,41.903827,37.059075,31.318502,26.691583,16.67432,16.193767,15.659657,13.522118,101.158728,79.906549,74.399285,67.48078,33.016413,21.082177,13.790296,18.765195,23.040461,20.741175,18.467396,17.316561,16.37803,15.433696,15.721226,14.40236,12.312665,-1.377267232,-0.41768544,,,
75,42.499027,38.963685,32.557542,27.370842,16.598217,16.193767,15.621557,13.598404,109.520437,79.94322,76.526715,70.232503,34.853665,22.371559,13.981089,18.53713,23.078337,20.779093,18.467396,17.354599,16.45419,15.433696,15.759324,14.554811,12.574254,-0.116945952,-0.32652512,,,
76,42.908055,39.448656,33.157768,27.936561,16.71237,16.231859,15.659657,13.674685,115.016997,79.759866,77.957291,70.856066,35.565222,23.205084,14.171858,18.271001,23.154085,20.779093,18.543436,17.430673,16.45419,15.509885,15.721226,14.554811,12.726925,0.308203488,-0.26581792,,,
77,43.402231,40.205348,33.656254,28.814512,16.875778,16.281174,15.708986,13.724069,115.586016,79.880689,78.334934,71.417041,36.025413,23.405593,14.297548,18.32023,23.657478,21.358894,19.124787,18.164355,16.808081,15.825829,16.113385,14.718482,13.005302,1.264889248,-1.10108928,,,
78,44.993742,41.42921,34.961938,29.373911,17.896975,16.275562,15.74147,13.680308,112.60633,86.736581,80.053802,74.125414,36.543686,23.021282,14.368223,18.466702,23.197538,20.936344,18.511019,17.474315,16.307477,15.515501,15.803035,14.446094,13.299317,1.523044128,-0.43281248,,,
79,45.258995,42.327961,35.977866,29.906471,19.194407,16.357353,15.823278,13.724069,113.206242,95.198438,82.187524,76.184309,37.745478,22.875335,14.297548,18.472305,23.240988,21.017757,18.516621,17.479922,16.275005,15.483022,15.88484,14.489826,13.457537,0.536004768,-0.56955296,,,
80,45.555824,42.923099,37.80918,30.357986,20.067517,16.39544,15.785182,13.64779,116.144249,102.907709,85.124403,77.944511,40.581521,23.216244,14.106795,18.51032,23.165246,21.093574,18.478601,17.441887,16.198834,15.406831,15.808649,14.566049,13.234244,2.024127328,-0.06837024,,,
81,46.117661,43.151679,38.971702,30.739642,20.262833,16.439138,15.828892,13.729691,119.092764,101.509392,88.031916,79.820356,42.74667,23.789771,14.26502,18.781999,23.208697,21.061257,18.522223,17.485529,16.204446,15.450542,15.776167,14.571667,13.190472,1.781199008,-0.59990656,,,
82,46.106729,43.62397,39.892926,31.142134,20.365464,16.542168,15.779568,13.794723,121.357684,100.72316,89.675228,81.130079,44.89153,24.421943,14.482658,18.922816,23.159666,21.087984,18.625073,17.512349,16.231307,15.515501,15.803035,14.59854,13.076002,1.796326048,-0.32652512,,,
83,46.731536,44.287296,40.856143,32.526527,20.473679,16.57464,15.850146,13.674685,121.688225,100.053368,92.023875,80.794518,45.554355,25.323954,14.74402,19.14521,23.116212,21.1203,18.581454,17.544775,16.26378,15.3956,15.721226,14.592921,12.994067,2.100061088,0.47839264,,,
84,47.441068,46.074506,41.79232,33.695189,20.706856,16.694491,15.85576,13.83286,124.534085,104.085139,94.311693,80.946658,45.448466,26.576203,15.092827,19.49272,23.083918,21.087984,18.511019,17.474315,16.269393,15.32502,15.650642,14.56043,12.852656,1.249662688,-0.1139504,,,
85,48.483438,47.599942,42.616202,34.450444,21.16748,16.738179,15.823278,13.724069,126.747848,107.236148,97.080853,82.199426,45.416814,27.826988,15.327189,19.34637,23.089499,21.055666,18.478601,17.479922,16.23692,15.254437,15.580053,14.642267,12.776328,0.611938528,-0.43281248,,,
86,50.037375,48.451864,42.616202,34.900029,21.698124,16.928551,15.937561,13.64779,124.240392,107.05097,99.5895,84.768381,48.457312,28.844721,14.945926,19.422346,23.013746,21.055666,18.478601,17.289737,16.198834,15.292537,15.580053,14.680375,12.732544,1.431883808,0.67584032,,,
87,50.998512,49.192244,42.876484,35.199649,22.304273,17.499502,15.861374,13.68593,127.946716,106.82878,99.884824,83.557142,52.156412,27.789276,14.869661,19.460333,22.786458,20.979847,18.440579,17.403851,16.160747,15.292537,15.503846,14.680375,12.694377,1.644558048,-0.4632656,,,
88,51.515797,50.486999,43.322551,35.948333,23.061503,18.18431,15.937561,13.762208,128.546458,105.792244,100.217113,83.006676,54.002686,25.977499,15.060316,19.460333,22.748572,20.941935,18.440579,17.365814,16.084569,15.102027,15.465741,14.604159,12.694377,2.160768288,0.37210528,,,
89,51.257176,51.189396,44.13992,36.733897,23.666916,18.944769,15.975653,13.800345,134.893556,112.391668,100.032502,87.081678,54.556178,24.919214,15.060316,19.34637,22.672797,20.866109,18.364533,17.289737,16.160747,15.102027,15.427635,14.604159,12.59111,1.553397728,0.26581792,,,
90,51.362573,51.701301,45.285289,38.111116,24.455445,19.357223,16.046221,13.870995,134.4366,112.163345,100.913342,89.979117,54.919641,25.896375,14.787774,19.188804,22.439856,20.860517,18.282879,17.170004,15.888494,15.020198,15.383913,14.712864,12.470979,2.677078048,0.69106688,,,
91,52.882091,52.371661,45.958512,39.385716,26.085234,19.66677,16.089923,13.914751,133.389278,116.780136,102.064127,91.087574,55.072614,28.241738,14.945926,19.34637,22.445439,20.790277,18.212426,17.175613,15.970295,15.140131,15.313311,14.604159,12.362079,1.933066528,0.82770784,,,
92,54.542283,53.257791,46.774192,40.504329,27.06613,19.78073,16.166098,13.914751,138.659524,121.814595,104.393772,93.074109,55.25702,30.613996,15.098444,19.688225,22.25594,20.71444,18.098334,17.061478,15.817915,15.063922,15.23709,14.566049,12.285728,1.765972448,0.08349728,,,
93,55.43251,54.296454,48.03927,41.254957,27.373321,19.748341,16.285964,13.958506,140.1358,124.249391,106.509418,95.546387,56.331643,32.836342,15.370926,19.883699,22.034084,20.53042,17.9518,16.838789,15.709233,14.955217,15.128366,14.457332,12.159956,2.267055648,-0.09872384,,,
94,55.237347,54.912602,49.619774,41.653608,27.626064,19.775134,16.27474,13.947264,142.162831,128.882161,108.685233,98.299913,60.07694,34.438022,15.626511,20.176249,22.060823,20.557159,17.902553,16.865623,15.698005,14.982091,15.155247,14.522319,12.100457,4.438482528,0.12907744,,,
95,56.532476,55.360506,51.584361,42.366293,28.12147,19.89468,16.318434,14.029149,142.886009,129.97552,111.957171,101.811887,61.333041,35.866731,15.936996,20.333685,21.990587,20.448973,17.870119,16.83318,15.741719,14.987708,15.198977,14.527938,11.942108,2.859299168,-0.2353648,,,
96,59.151593,56.029443,53.214385,43.599075,28.428356,20.128142,16.362127,13.996638,146.407602,131.332391,114.044457,103.221617,62.956109,35.947097,16.361694,20.680849,21.958261,20.416638,17.875724,16.762681,15.671133,14.917108,15.090251,14.419219,11.751179,0.141208928,-0.00756352,,,
97,60.475664,58.092238,53.878525,44.63946,28.691951,20.317997,16.590592,14.072901,146.142758,131.933313,116.575724,104.367956,64.3892,35.198342,16.59023,20.832626,21.844516,20.340777,17.647469,16.496269,15.633031,14.878998,14.9759,14.419219,11.942108,-0.344747232,0.5239728,,,
98,61.100671,60.079471,54.579284,45.010817,29.106039,20.697615,16.895152,14.072901,147.278025,130.844289,117.432729,105.885126,64.976956,34.898694,16.971038,21.060255,21.996173,20.454567,17.837685,16.762681,15.747333,14.917108,15.014018,14.342989,12.018474,1.629331488,-0.28094496,,,
99,63.200634,62.32777,55.358918,45.127673,29.487889,21.348271,17.357466,14.192906,148.760298,129.386312,116.357715,106.631106,66.157593,36.064879,17.052795,21.103778,21.925933,20.46016,17.729164,16.578003,15.714847,14.922726,14.943397,14.310491,11.942108,0.293076448,-0.32652512,,,
100,63.342148,62.910345,55.722038,45.456302,29.89612,21.949475,17.88448,14.225413,154.89822,127.656152,118.252873,109.36816,69.859483,38.451698,17.465922,21.02232,21.844516,20.454567,17.723559,16.648511,15.709233,14.917108,14.93778,14.304872,11.903924,0.778933088,1.45040448,,,
101,62.197844,63.749967,56.969156,46.452618,30.56732,22.588255,18.297209,14.410413,159.566379,128.700199,119.291764,112.369402,73.5594,40.199814,17.650606,21.092598,21.725173,20.297251,17.52772,16.452595,15.627416,14.83527,14.855921,14.223016,12.018474,1.128248288,2.05797408,,,
102,62.460467,64.196179,58.741565,48.422357,31.51206,23.313572,18.454898,14.492273,159.533957,134.752784,121.836287,115.833381,77.819731,41.546686,17.542042,21.249911,21.806599,20.492494,17.685515,16.610452,15.671133,14.878998,14.823417,14.266754,11.936488,0.946027168,-0.25059136,,,
103,65.172787,64.851857,60.759091,49.86055,32.444894,24.632601,18.183131,14.486654,163.142818,137.118897,123.36348,117.392062,78.034424,44.442362,17.574493,21.585626,21.801012,20.524827,17.717953,16.490658,15.741719,15.025816,14.894043,14.299252,12.029715,0.551231328,-0.5239728,,,
104,65.833532,66.247097,61.78832,51.26582,32.932518,26.031155,18.145103,14.562891,171.144379,136.742245,124.036804,118.17468,78.071107,45.853294,17.840869,22.04054,21.83893,20.562752,17.755996,16.452595,15.856012,15.025816,14.932163,14.299252,11.974671,-0.693962912,-0.56955296,,,
105,66.095868,66.876535,62.675622,52.601392,33.38796,25.923392,17.922516,14.530392,171.607628,139.159649,125.651883,119.671867,82.369392,46.823247,18.264949,22.61451,21.958261,20.644191,17.799644,16.458206,15.899721,15.107643,14.89966,14.381104,12.558559,-1.088758752,-0.4632656,,,
106,69.219923,68.166437,63.26881,54.009677,33.880676,27.514453,18.270391,14.612245,171.765801,137.695122,128.881023,121.693223,83.732941,47.570145,18.802953,23.112457,21.963847,20.725624,17.84329,16.50188,16.057704,15.151364,14.981517,14.462951,12.831345,-0.116945952,-0.28094496,,,
107,70.791536,70.068859,63.520511,55.147824,34.586801,28.941366,19.025055,14.720972,170.006093,146.715259,130.977771,123.930336,83.764244,48.009353,19.51953,23.258331,22.14781,20.833785,17.9518,16.572392,16.128271,15.145747,15.014018,14.685994,12.787563,-0.466161632,0.02279008,,,
108,72.399521,71.567341,64.469917,55.695479,35.591767,30.855305,21.25947,15.02023,180.187834,157.823274,136.690707,127.294219,84.933746,48.707665,19.627922,23.404186,22.25594,20.866109,17.946196,16.604842,16.084569,15.216336,15.084634,14.718482,12.711232,0.110855328,-0.76700064,,,
109,72.960298,73.191834,64.737761,56.406685,36.35069,32.106537,23.051958,16.516784,177.565225,160.496198,138.322714,125.357691,87.846531,49.718063,19.753093,23.75599,22.456606,20.915204,18.07151,16.768291,16.248144,15.189466,15.133983,14.805928,12.602347,-1.134338912,-0.873288,,,
110,74.353479,74.585351,65.765657,57.696136,36.985995,32.55714,24.225316,18.038481,181.268048,155.175088,139.265724,124.833718,88.030275,49.940078,19.715102,23.869516,22.835506,21.180565,18.223633,16.920502,16.362394,15.341867,15.286432,14.767824,12.411491,0.991607328,0.32652512,,,
111,76.919791,76.052173,67.050149,58.432603,38.143549,32.55714,23.884792,17.468054,186.460762,152.669979,141.153089,123.337528,87.883279,51.567182,20.094961,23.831676,22.797621,21.066847,18.147574,16.844399,16.400476,15.227568,15.248321,14.729718,12.482217,-0.693962912,-0.00756352,,,
112,79.633047,77.7024,68.921201,59.757624,39.784472,31.768458,22.748955,16.935427,185.506182,158.974942,142.702041,121.021006,88.875623,53.967798,20.170918,23.98303,22.91127,21.218469,18.185604,16.920502,16.362394,15.265669,15.324542,14.729718,12.493454,0.050148128,0.34175168,,,
113,82.682652,79.43155,70.870407,61.638898,41.726199,32.337394,21.996674,16.522394,193.491312,169.070638,145.544022,124.053568,90.094312,55.264468,20.252464,24.291251,22.916851,21.224058,18.191207,17.002209,16.406087,15.271285,15.406374,14.773441,12.487836,-0.359874272,-0.5543264,,,
114,84.370462,81.155598,73.143741,62.263883,42.581593,32.825434,21.92086,16.103622,195.24705,173.03674,147.209768,126.074569,92.22791,57.218056,20.100555,24.102108,23.106239,21.299862,18.229236,17.192436,16.406087,15.347483,15.482586,14.849649,12.684301,1.310469408,-0.29617152,,,
115,85.576239,82.287553,74.384861,62.846564,43.950916,33.270205,21.725716,16.136085,201.803141,178.182879,150.880642,133.273722,96.568497,58.943483,19.981016,24.323503,23.290016,21.48376,18.337714,17.377029,16.514713,15.418062,15.743683,14.958337,13.022153,1.933066528,0.66071328,,,
116,85.350588,81.988614,75.332655,63.759819,44.316747,34.80178,22.175018,16.05432,204.16117,174.58975,153.569547,131.464289,98.03806,60.042157,20.73485,24.620483,23.170826,21.402381,18.294085,17.333384,16.280617,15.37435,15.661871,14.800311,13.104086,1.887486368,-0.37210528,,,
117,87.485497,83.682035,75.997963,65.124385,44.619186,35.706042,22.635307,15.75528,207.253161,174.328282,156.424401,138.356614,101.144205,60.783357,21.726956,24.512608,23.214277,21.407969,18.299688,17.415065,16.248144,15.379965,15.705584,14.805928,13.294861,2.920006368,-0.28094496,,,
118,89.994591,85.565013,77.255284,67.044522,44.964128,36.315811,23.176722,15.766507,203.949329,182.393724,160.619526,143.65292,103.409708,61.45621,22.572201,24.675013,23.149692,21.419145,18.386943,17.426278,16.183195,15.467387,15.678713,14.779059,13.36555,0.733452448,-0.44803904,,,
119,89.8735,87.647596,78.381068,68.061455,45.991746,36.903206,23.165563,15.602929,204.547925,185.704526,162.626111,140.997474,105.730051,61.923396,22.33362,24.928525,23.290016,21.445865,18.375739,17.491135,16.095794,15.418062,15.705584,14.805928,13.752628,1.416756768,0.00756352,,,
120,90.735165,88.325158,79.75399,69.068524,47.045863,37.293571,23.333754,15.65786,204.526666,184.079442,164.585664,141.353957,110.120701,64.806122,22.956701,25.096437,23.344619,21.500523,18.392545,17.431885,16.074541,15.511095,15.722425,14.898985,14.063343,0.657518688,-0.38723232,,,
121,90.829199,89.962787,81.204716,70.116372,48.02939,37.688135,23.582016,15.679107,202.298827,182.191556,167.236829,144.057617,112.332556,65.230664,23.053611,25.344282,23.403614,21.48376,18.337714,17.300952,16.133883,15.418062,15.78178,14.920236,14.139609,0.277849888,-0.47839264,,,
122,91.827404,91.512614,83.557896,71.845984,48.886052,37.992512,23.852526,15.646632,209.581722,188.726778,171.705229,151.902909,114.308676,67.842996,23.437946,26.407415,23.409193,21.603025,18.533427,17.496742,16.253755,15.53796,15.977865,15.078249,14.368384,0.156435488,-0.26581792,,,
123,94.581602,92.905231,85.09378,73.381129,49.620363,38.509846,24.338801,15.679107,218.702173,190.897545,173.722373,153.832738,112.109604,70.810062,23.545969,27.835457,23.441478,21.711104,18.527825,17.262912,16.171971,15.532346,15.857972,14.996436,14.439023,-0.967244832,-0.5239728,,,
124,95.360253,95.340586,85.246007,74.34014,50.697807,39.112572,24.987227,15.684721,225.422158,193.46105,176.438645,152.320231,113.155765,70.632018,23.930133,29.460908,23.598497,21.754577,18.533427,17.344598,16.139495,15.614144,15.90168,15.078249,14.673362,-0.678736352,-0.63026016,,,
125,98.64006,96.445888,85.870035,75.587135,51.584399,39.634886,25.591918,15.837063,228.527543,197.926391,176.591384,154.293932,116.02086,72.026134,23.930133,30.476784,23.863468,21.943988,18.609463,17.268519,16.101407,15.614144,15.90168,15.078249,14.597123,-0.526868832,-0.94922176,,,
126,100.490206,97.11475,87.160517,77.169641,52.143705,40.0506,27.862035,16.147309,240.955737,200.144703,177.857203,158.669426,117.814791,74.489223,24.314163,30.858325,24.13395,22.063205,18.729109,17.236085,16.183195,15.657848,15.983477,15.083865,14.450245,-0.329520672,-0.67584032,,,
127,99.894287,98.694961,88.183478,78.264605,52.581215,40.492454,32.97164,16.446263,255.406814,196.667157,179.226503,165.515574,122.026964,75.987688,25.48097,30.138267,24.355388,22.246981,18.837543,17.306559,16.177583,15.690323,16.015956,15.040152,14.133997,-0.678736352,-0.00756352,,,
128,101.038491,99.580466,89.76337,78.81482,53.097841,41.386629,34.658731,16.598521,253.234661,193.193831,181.174563,172.302352,128.354167,78.738829,27.59559,29.61147,24.431049,22.284849,18.951568,17.268519,16.21567,15.614144,16.015956,15.078249,14.183353,-0.800250272,-0.22023776,,,
129,103.2973,101.173358,91.606879,81.021389,54.062304,42.025075,33.352306,16.528004,244.71926,198.923994,182.708232,166.89302,130.724238,80.285121,28.76993,29.617016,24.550102,22.214695,19.109182,17.426278,16.221281,15.734025,16.059658,15.007669,14.286518,-0.481388192,0.8429344,,,
130,105.399774,103.23713,93.256751,83.438046,57.335824,42.391765,33.909242,16.484329,259.8571,197.811923,183.657678,163.763345,131.920942,81.894289,30.044795,31.040736,24.468877,22.133368,19.027578,17.458707,16.21567,15.728411,16.054046,15.040152,14.717089,-0.192879712,1.26818336,,,
131,106.55262,105.239948,94.660783,85.315808,60.063527,43.178431,33.202267,16.413807,268.626115,198.733239,187.712971,168.53215,136.630318,83.991932,31.103627,31.985523,24.587926,22.176825,19.109182,17.654473,16.297451,15.772112,16.097747,15.045768,15.201311,-0.329520672,0.97957536,,,
132,106.917438,106.604262,95.2813,86.779473,61.67527,45.513552,32.145864,16.598521,270.034672,199.299866,193.704632,170.280627,140.16975,88.210622,31.661922,32.430534,24.54453,22.019744,19.103583,17.76295,16.139495,15.84267,16.130222,15.078249,14.972667,-0.223233312,-0.50874624,,,
133,108.256501,108.46236,96.797024,87.923806,65.059035,47.151186,32.301585,16.680252,281.693672,200.793114,196.536084,175.513526,142.970491,89.870274,32.3061,33.636578,24.890472,22.3283,19.489137,18.300802,16.678235,16.191,16.516652,15.236244,14.629632,0.125982368,-0.2050112,,,
134,110.290369,111.276518,98.819149,89.020923,67.145086,47.924014,32.183414,17.055188,291.077184,203.227954,202.369886,180.127534,146.785946,91.262447,32.863761,34.343221,24.355388,21.754577,19.027578,17.800975,16.253755,15.84267,16.130222,15.002053,14.330257,-0.177653152,0.02279008,,,
135,110.141977,113.580051,99.520008,89.903213,68.575521,47.998114,32.521297,17.625798,283.390973,226.341303,203.437957,184.595845,149.286384,94.648969,33.576709,34.605479,24.317556,21.640915,18.875553,17.686896,16.253755,15.918837,16.130222,14.925853,14.068956,-0.283940512,-0.26581792,,,
136,112.369166,115.253872,99.778277,90.932869,70.00559,47.368139,33.00916,18.196155,286.645425,235.002289,207.098261,189.63735,149.930867,97.449963,33.013895,33.406059,24.279723,21.640915,18.723508,17.648868,16.253755,15.918837,16.168309,14.963954,13.922026,0.217142688,-0.37210528,,,
137,114.567467,116.189958,100.595624,92.115482,70.780909,47.262397,32.902125,18.467834,302.206936,240.288386,211.103993,195.828716,150.694889,102.106896,34.107256,33.636578,24.360962,21.68439,18.691095,17.578413,16.259367,15.92445,16.135834,14.740953,13.611282,0.186789088,-0.75177408,,,
138,117.619736,118.537311,101.998758,93.624494,71.07419,49.00353,33.014688,18.771853,304.192033,232.930311,213.806594,195.141569,152.364264,104.991691,35.418687,32.811371,24.398792,21.570721,18.615064,17.464314,16.221281,15.92445,16.021568,14.779059,13.53499,0.596711968,-0.06837024,,,
139,120.858558,120.80771,103.064776,94.686942,71.65532,50.663137,32.37114,19.260124,312.849457,240.546562,216.919824,194.181495,151.82739,104.09816,35.001178,31.792205,24.54453,21.603025,18.533427,17.496742,16.253755,15.918837,16.092135,14.773441,13.311707,-0.375100832,-0.37210528,,,
140,123.697707,122.114918,106.208648,97.266483,71.838605,51.587373,32.333597,19.563946,319.077898,242.730636,222.086091,197.349898,155.320643,107.838301,34.926253,30.852786,24.431049,21.527242,18.457386,17.458707,16.177583,15.84267,16.015956,14.697229,13.164705,-0.132072992,-0.41768544,,,
141,126.253012,122.873356,109.294547,99.232359,71.922726,52.189481,32.607427,20.030724,308.678191,242.252372,226.307359,202.740598,159.856699,108.219943,34.037792,29.7731,25.047283,21.993037,18.886752,17.964273,16.569621,16.196611,16.446107,14.898985,13.006458,0.475297568,-0.59990656,,,
142,126.959063,124.775257,111.069758,101.257573,72.247226,52.775042,32.601897,20.214906,317.765091,262.22716,229.672916,206.242323,164.99188,109.030329,35.942813,29.767555,24.47445,21.532829,18.462988,17.312166,16.221281,15.772112,15.907292,14.702847,13.006458,-0.147299552,-0.28094496,,,
143,127.558504,126.684775,111.923629,101.959531,72.797046,53.328914,32.752022,20.366705,307.387886,265.882241,233.455663,211.917082,165.754073,110.737383,38.559683,30.858325,24.398792,21.34335,18.386943,17.198044,16.107019,15.657848,15.907292,14.702847,12.891975,-0.101719392,-0.29617152,,,
144,128.919051,127.857534,113.903781,103.153221,73.504263,54.410091,33.288342,19.846513,308.536779,279.865509,234.298261,213.640586,166.680117,108.892893,40.137848,32.14679,24.59907,21.468216,18.398147,17.28534,16.270589,15.630985,15.994701,14.790293,12.777484,-0.390227872,-0.69106688,,,
145,131.840967,128.714428,115.720864,103.887382,74.2319,55.695539,33.395339,19.347282,317.733866,280.230588,235.992568,218.197104,167.627636,110.260258,41.324956,33.192072,24.744781,21.462629,18.430568,17.241692,16.226892,15.625371,15.989089,14.860883,12.592266,0.672645728,-0.4632656,,,
146,132.817842,131.679843,118.551509,104.664272,75.624643,57.611802,33.545351,19.119382,336.703633,276.300136,236.105852,217.893152,169.8015,114.124703,42.479132,34.129421,25.311904,21.955159,18.848743,17.622049,16.607696,15.930062,16.293785,15.013286,12.662985,0.596711968,-1.2529568,,,
147,133.708954,133.472923,120.741208,104.764378,76.823334,59.368242,33.796773,19.108185,343.074555,274.28453,237.227291,222.438205,172.461134,116.19813,43.546888,33.781022,25.036144,21.527242,18.419364,17.192436,16.253755,15.614144,15.863585,14.849649,12.597883,-0.147299552,-1.55669184,,,
148,135.746042,134.682223,121.866791,106.657979,77.378524,60.477522,34.214623,19.189755,330.419241,265.658624,242.586556,218.647381,174.680635,117.4331,45.335755,33.936494,24.814844,21.570721,18.386943,17.236085,16.259367,15.543574,15.907292,14.855266,12.477754,0.034921568,-1.11631584,,,
149,137.188071,136.236776,124.194971,107.854591,78.892176,61.334313,34.562901,19.314899,323.339012,271.699906,246.774261,216.606648,174.23378,119.010161,46.460037,34.24737,24.977235,21.581895,18.474191,17.209258,16.270589,15.630985,15.766136,14.790293,12.412643,0.156435488,-0.03791712,,,
150,138.506982,137.593051,127.788998,111.639164,82.081903,61.591722,34.862577,19.390859,338.970702,268.463301,248.239962,215.46615,173.355833,120.27899,46.385844,34.696956,24.939425,21.392424,18.322098,17.05708,16.232504,15.478615,15.689939,14.637866,12.254325,-0.071365792,-1.2529568,,,
151,137.666741,139.882237,128.377673,113.114554,84.712078,61.544118,35.300902,19.493595,336.55231,267.111759,251.195071,217.773564,176.93335,123.481564,45.187236,34.348742,24.852658,21.457041,18.272867,16.969769,16.183195,15.391195,15.602511,14.626631,12.139791,-0.268813472,-0.73664704,,,
152,141.400577,142.185189,128.640116,113.783815,86.987476,61.838275,35.750077,19.759392,333.048518,276.072006,249.055297,215.873173,178.919243,126.326472,43.924115,34.311272,24.814844,21.419145,18.19681,17.007817,16.183195,15.429291,15.640612,14.550412,12.095992,-0.299167072,-1.08596224,,,
153,143.931423,143.318736,130.403241,115.011462,88.56637,62.757315,36.086836,20.063087,325.303021,282.41025,249.318183,217.925549,180.026907,129.28862,43.663902,34.835739,24.625749,21.457041,18.120749,16.931719,16.145107,15.391195,15.602511,14.474188,12.139791,0.247496288,-0.873288,,,
154,146.351759,143.621118,131.529553,116.537934,89.8888,63.455592,36.38609,20.176953,336.333385,281.336434,252.057931,222.329971,186.979754,133.308539,42.399221,35.434818,24.625749,21.381248,18.15878,16.855616,16.030838,15.391195,15.564409,14.474188,12.025249,-0.071365792,-1.08596224,,,
155,147.195518,145.636632,133.494574,116.921426,91.038845,64.164536,36.434511,20.643489,347.936442,276.416927,249.366798,218.886488,190.276467,137.951566,42.000743,37.652079,24.561246,21.43032,17.97982,16.828781,15.927785,15.402424,15.499429,14.485425,11.954502,-0.192879712,-0.66061376,,,
156,146.546537,147.06928,136.273227,117.922136,91.768635,65.11421,36.615986,21.055148,345.745454,271.43417,247.78354,221.462768,192.448151,141.077936,43.52066,39.885712,24.593498,21.576308,17.974217,16.823172,15.960266,15.434906,15.45571,14.55603,11.834329,-0.177653152,-0.53919936,,,
157,144.698634,147.264167,137.144976,118.710636,92.583006,66.294768,37.219628,21.364097,336.453604,269.840319,247.112581,224.351401,196.425458,142.556815,45.420945,42.498005,24.485595,21.544003,18.017856,16.828781,15.88969,15.326229,15.423218,14.599757,11.752335,0.232369248,-0.5543264,,,
158,145.579588,146.934578,137.306763,121.072816,93.403043,67.406979,37.753734,21.375272,334.858695,269.776872,251.967502,231.44392,200.75003,145.631234,47.583363,42.732137,24.458911,21.555176,17.991027,16.801944,15.786625,15.299359,15.396339,14.534772,11.796142,0.065275168,-0.26581792,,,
159,144.277191,148.167486,137.855276,122.77508,94.674639,68.051471,37.811933,21.510159,351.936198,279.452392,257.383551,233.090705,202.717131,148.227332,50.048152,42.976016,24.517849,21.614199,18.08832,16.823172,15.807885,15.320614,15.379496,14.59414,11.801761,0.976380768,-0.41768544,,,
