Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,
40,10.119162,9.495787,9.426879,9.108525,9.348886,8.964907,9.123114,8.820388,37.908301,23.890403,17.320618,13.703079,12.931364,12.794822,11.99173,7.898639,12.605915,11.419088,11.611,11.527533,11.641871,5.894118,5.679014,10.677802,32.501049,13.848856,13.586303,13.384964,13.131801,12.64266,12.244383,11.417909,93.631556,86.707152,56.404711,27.305949,18.738718,18.857255,16.222465,13.796464,9.867541,11.168751,16.108269,7.904591,10.091493,20.95703292,0.0007146,-0.001632149,0.491649752,1.200384051,1.192652918,,
41,10.157388,9.457557,9.426879,9.108525,9.348886,9.041403,9.161356,8.820388,40.444513,24.836007,18.689413,13.703079,13.045804,12.909359,12.02992,7.860386,12.605915,11.380895,11.611,11.565731,11.641871,5.855823,5.679014,10.677802,32.42596,13.772616,13.586303,13.461252,13.169966,12.64266,12.244383,11.456093,96.97778,91.625653,57.87184,29.033298,18.998743,19.003333,16.3688,13.752391,9.938043,11.162807,16.254674,7.936899,10.20021,20.94743782,0.0012636,0.000438661,0.354909272,1.048516531,1.238233078,,
42,10.283997,9.545957,9.515285,9.120466,9.360827,9.015098,9.211538,8.908812,42.800888,26.019207,19.23318,13.753146,13.019575,12.84492,12.003654,7.834081,12.617834,11.392824,11.584719,11.501262,11.653798,5.829481,5.72927,10.651519,32.475226,14.051348,13.674526,13.511308,13.220047,12.578247,12.370858,11.468021,99.871958,90.098581,60.427318,32.996442,19.434256,19.400953,16.462692,13.732053,9.955883,11.180636,16.46283,7.993014,10.218048,20.95064317,0.0012636,-0.000414401,0.658743832,1.245964211,1.223006518,,
43,10.201581,9.501757,9.432849,9.038007,9.354857,8.970879,9.167327,8.864601,45.061069,27.899977,19.379177,13.861651,13.089908,12.87714,12.074072,7.86636,12.726363,11.425053,11.616964,11.533497,11.609628,5.938391,5.684992,10.645553,36.404253,14.845576,13.706724,13.390922,13.290416,12.64862,12.326714,11.423873,105.563822,88.040791,62.705871,36.404133,19.700041,19.666804,16.576867,13.693913,9.955883,11.104204,16.538976,7.993014,10.332704,20.94743782,0.0009882,-0.002605709,0.218268312,1.230737651,1.253360118,,
44,10.266093,9.489817,9.420908,9.064309,9.457629,8.958935,9.193626,8.890898,44.269842,28.792626,19.253368,13.849739,13.077991,12.865221,12.062148,7.930917,12.561789,11.413124,11.528619,11.521569,11.635907,5.888141,5.634735,10.633619,38.111958,16.166331,14.000011,13.569719,13.240337,12.598533,12.314791,11.450128,107.669028,89.872323,67.582476,37.48204,19.656168,20.002619,16.799268,13.840535,10.026382,11.174694,16.837599,8.025322,10.250322,20.95382757,0.0012636,-0.004311035,0.567583512,1.306671411,1.283713718,,
45,10.398664,9.507727,9.477052,9.120466,9.437302,9.053345,9.211538,8.870572,43.990113,29.676267,19.423087,14.020206,13.13401,12.959453,12.156411,7.98709,12.617834,11.469208,11.584719,11.501262,11.653798,5.906073,5.72927,10.613302,37.606449,17.363422,14.246734,13.473166,13.296373,12.730908,12.370858,11.544385,113.613444,99.931252,71.842321,39.428423,19.662075,20.08445,16.919334,13.960875,10.032328,11.104204,16.995764,7.993014,10.370921,20.95064317,-0.0017586,-0.004188941,0.643517272,1.245964211,1.374874038,,
46,10.304317,9.451586,9.497375,9.102553,9.534102,8.997184,9.155384,8.852657,46.199498,30.674356,22.288183,14.269357,13.192421,12.941576,12.176712,8.00742,12.638118,11.374931,11.566828,11.559767,11.559492,5.849845,5.749637,10.595402,38.448048,18.029848,14.419561,13.531578,13.240337,12.674865,12.314791,11.602856,118.857818,101.291395,75.53924,40.354408,19.580232,20.192423,17.217756,14.145602,10.026382,11.174694,17.256232,8.025322,10.403193,20.95382757,0.0004392,-0.002971193,0.339782232,1.033389491,1.648255478,,
47,10.207549,9.507727,9.515285,9.082222,9.513776,9.053345,9.173297,8.755847,46.068539,31.593991,24.160748,14.592318,13.210295,12.921277,12.232784,8.025341,12.655998,11.431016,11.622927,11.501262,11.615591,5.906073,5.652668,10.651519,38.83884,18.275658,14.589954,13.435023,13.334535,12.807234,12.447221,11.620747,122.640087,108.887806,78.74005,40.366001,19.781875,20.469903,17.381737,14.309974,10.076495,11.071929,17.572442,7.998964,10.529727,20.95382757,0.0012636,-0.003093287,1.281539992,1.595179891,1.633028918,,
48,10.169323,9.545957,9.438819,9.043978,9.513776,8.938601,9.211538,8.755847,48.217722,33.095657,26.616382,14.782973,13.286577,13.035804,12.309153,8.063592,12.617834,11.392824,11.661134,11.501262,11.653798,5.867777,5.690969,10.613302,38.465532,19.073322,14.818723,13.663867,13.372696,12.807234,12.370858,11.735283,126.862761,114.563428,81.264446,41.477351,20.269381,20.615787,17.680053,14.456537,9.917659,11.14242,17.794759,7.993014,10.561997,20.94743782,0.0012636,-0.002118929,1.357473752,1.549699251,1.511614518,,
49,10.207549,9.507727,9.477052,9.120466,9.475539,8.938601,9.173297,8.679361,51.028918,34.782501,26.616382,14.935479,13.362855,13.073978,12.347337,7.98709,12.617834,11.35463,11.661134,11.463062,11.615591,5.867777,5.72927,10.651519,40.293566,19.642764,15.085575,13.854544,13.334535,12.807234,12.447221,11.658926,136.071515,120.381183,87.067776,45.013886,20.844349,20.469903,17.952113,14.576827,9.885381,11.110146,18.028867,8.037224,10.644366,20.95064317,0.0009882,-0.001753445,1.068865752,1.428185331,1.010332278,,
50,10.283997,9.507727,9.477052,9.120466,9.437302,8.976849,9.135055,8.679361,52.87555,36.242292,29.292265,14.897354,13.400992,13.112151,12.38552,8.101842,12.655998,11.469208,11.584719,11.463062,11.653798,5.867777,5.652668,10.613302,41.448575,21.084134,15.276153,13.892677,13.334535,12.845396,12.485402,11.697105,141.879477,122.06138,91.219458,48.719933,20.958128,20.431954,18.180192,14.538708,10.076495,11.071929,18.257017,8.075482,10.644366,20.95064317,0.0009882,-0.001875539,0.749904152,1.063743091,0.721823798,,
51,10.289964,9.475466,9.483021,9.126436,9.481509,8.98282,9.179267,8.723576,57.452388,37.182859,30.614745,14.979554,13.406949,13.118108,12.429662,8.069564,12.623794,11.398787,11.667096,11.545423,11.545137,5.912049,5.696946,10.657485,43.277738,22.113098,15.510761,13.784231,13.416812,12.851354,12.453181,11.741245,140.929599,130.105803,95.297699,54.882356,21.065997,20.464001,18.174278,14.570897,10.22343,11.065987,18.517228,8.10779,10.676634,20.95382757,0.0012636,-0.001753445,1.038512152,1.124450291,0.752177398,,
52,10.398664,9.469496,9.438819,9.082222,9.475539,8.938601,9.211538,8.602873,59.470739,38.372328,33.124675,15.087969,13.400992,13.073978,12.461883,8.140091,12.617834,11.392824,11.584719,11.501262,11.653798,5.867777,5.614367,10.613302,42.937239,23.848022,15.88583,13.816411,13.449015,12.845396,12.447221,11.735283,148.006851,133.342063,97.513757,57.319673,21.22357,21.038997,18.294216,14.424345,10.458672,11.148363,18.789207,8.075482,10.720788,20.95064317,0.0012636,-0.002971193,0.385362392,0.653720691,0.752177398,,
53,10.328186,9.551926,9.444788,9.126436,9.405034,8.944571,9.255749,8.647089,63.997056,39.907767,34.030257,15.284508,13.521356,13.232622,12.506022,8.260808,12.623794,11.398787,11.590682,11.545423,11.621554,5.873754,5.696946,10.695701,49.213267,25.629769,16.2346,13.784231,13.454971,12.889514,12.529541,11.703067,154.162261,135.3851,97.709514,58.472205,22.031318,21.695424,18.382051,14.359959,10.39413,11.083813,19.029037,8.049123,10.885507,20.95064317,-0.0009342,-0.003093287,0.643517272,0.896748531,0.752177398,,
54,10.398664,9.507727,9.438819,9.120466,9.437302,8.862101,9.173297,8.641117,65.12957,41.280581,34.43653,15.697766,13.400992,13.150323,12.57642,8.254836,12.69416,11.469208,11.584719,11.424862,11.653798,5.867777,5.690969,10.613302,54.676096,26.75587,16.914044,13.854544,13.410856,12.921716,12.485402,11.697105,157.695619,137.305614,99.553257,59.943688,22.220749,22.226023,18.534057,14.398082,10.661619,11.12203,19.257004,8.12564,10.923714,20.95064317,0.0009882,0.000316567,0.795484312,1.124450291,0.904044918,,
55,10.29593,9.519664,9.527222,9.055918,9.411003,8.98879,9.299958,8.653059,70.351018,42.855166,37.141853,16.471522,13.451041,13.200408,12.626516,8.381519,12.591588,11.442943,11.634852,11.474988,11.627516,5.87973,5.664621,10.625233,53.469864,27.823091,17.877255,13.980847,13.460927,12.933632,12.497321,11.670851,158.950409,137.870839,103.652138,63.067696,21.879751,22.491229,18.572055,14.359959,10.814454,11.083813,19.522911,8.087382,11.000125,20.95703292,0.0012636,0.000438661,0.446069592,0.593013491,0.691470198,,
56,10.213516,9.513696,9.483021,9.126436,9.405034,9.021068,9.179267,8.685332,72.142088,45.152937,40.00945,16.998628,13.483221,13.194452,12.658734,8.337302,12.547464,11.475171,11.628889,11.507225,11.659761,5.835458,5.658645,10.619268,55.271976,29.135038,18.85995,14.165532,13.416812,12.927674,12.529541,11.703067,164.621868,138.398532,105.538239,67.252621,21.993429,22.832116,18.496057,14.283709,11.00548,11.160246,19.826733,8.240411,10.96192,20.94743782,0.001539,0.000682051,0.643517272,0.835941811,0.812984118,,
57,10.25174,9.513696,9.521254,9.126436,9.405034,8.98282,9.217508,8.761818,73.53533,48.156239,41.164237,17.49341,13.521356,13.30896,12.620557,8.337302,12.661957,11.360594,11.667096,11.469025,11.697967,5.835458,5.773546,10.657485,58.55123,29.51126,20.303438,14.013023,13.493129,12.965833,12.605897,11.741245,166.591331,142.386733,109.341657,71.239036,22.208962,22.782464,18.560232,14.538708,11.070002,11.148363,20.11867,8.151998,11.141054,20.95064317,-0.0017586,-0.001996835,0.385362392,0.426018931,0.645890038,,
58,10.372375,9.443203,9.527222,9.208892,9.372765,8.98879,9.223477,8.691303,74.897545,51.232759,40.611429,18.070011,13.565445,13.276748,12.664692,8.381519,12.744239,11.481134,11.673058,11.551386,11.703929,5.87973,5.779523,10.701666,60.433823,30.79528,21.751084,14.323978,13.537242,13.08626,12.726384,11.709029,173.512026,150.085759,113.070514,75.325583,22.226641,22.838006,18.539967,14.785191,10.973218,11.204402,20.364137,8.208103,11.23528,20.95382757,0.0012636,-0.001875539,0.157461592,0.577786931,0.843337718,,
59,10.448817,9.481434,9.565454,9.132406,9.334526,8.912292,9.261718,8.614815,75.044191,53.559457,41.207281,19.172557,13.603577,13.276748,12.626516,8.343273,12.706078,11.481134,11.634852,11.513187,11.703929,5.841434,5.817822,10.66345,60.948779,32.221965,23.039507,14.628918,13.537242,13.124415,12.650033,11.747207,179.085393,154.258529,118.317228,77.7818,22.681143,22.572881,18.463968,14.899525,10.858603,11.12797,20.59185,8.169846,11.23528,20.95703292,0.0009882,-0.003336677,0.278975512,0.547433331,0.767403958,,
60,10.448817,9.481434,9.527222,9.094162,9.372765,8.874042,9.223477,8.653059,73.027769,55.919829,41.765618,20.312073,13.565445,13.314916,12.550161,8.305027,12.553423,11.442943,11.596644,11.513187,11.665723,5.841434,5.62632,10.625233,68.809634,34.395842,24.742484,14.895688,13.499085,13.08626,12.611856,11.747207,183.095297,157.25934,120.890615,84.273327,22.832602,22.118237,18.121911,14.861415,10.552928,11.12797,20.743633,8.131589,11.311678,20.95382757,0.001539,-0.002971193,0.491649752,0.365212211,0.752177398,,
61,10.448817,9.481434,9.565454,9.055918,9.334526,8.912292,9.261718,8.729546,75.264159,57.688164,44.998881,21.564272,13.67984,13.314916,12.588339,8.305027,12.591588,11.40475,11.596644,11.551386,11.589308,5.841434,5.702922,10.66345,71.964916,34.358399,26.102954,15.086208,13.575398,13.124415,12.650033,11.82356,184.432088,157.25934,120.144308,83.759629,23.438235,22.042445,18.045885,14.823303,10.552928,11.12797,20.933335,8.208103,11.388073,20.95064317,0.0012636,-0.003214583,0.795484312,0.790361651,1.071138998,,
62,10.454782,9.563862,9.571422,9.138375,9.302256,8.880012,9.267687,8.620785,77.469602,59.313561,48.599937,22.821017,13.762053,13.282704,12.67065,8.38749,12.635711,11.448905,11.602606,11.48095,11.633478,5.847409,5.670597,10.70763,75.785244,36.384304,27.354428,14.939743,13.543197,13.168526,12.655991,11.867696,180.383734,161.480712,120.144308,83.833011,24.572904,21.815039,17.893821,14.594613,10.514716,11.12797,21.160937,8.208103,11.388073,20.94743782,0.0012636,-0.001875539,0.491649752,0.684074291,1.040785398,,
63,10.37834,9.563862,9.53319,9.138375,9.225775,8.918262,9.267687,8.697273,85.392571,60.821749,51.299562,25.242866,13.990805,13.320872,12.632474,8.38749,12.597547,11.448905,11.564398,11.48095,11.671684,5.885705,5.670597,10.745845,76.555476,39.332874,28.29708,14.977848,13.581353,13.168526,12.655991,11.867696,185.195985,163.612417,122.421563,87.393505,25.102014,21.70132,17.779761,14.708963,10.552928,11.204402,21.350571,8.208103,11.426269,20.95382757,0.0018126,-0.001875539,0.522003352,0.851168371,1.253360118,,
64,10.410596,9.634351,9.527222,9.055918,9.296287,8.950541,9.223477,8.691303,86.378023,62.139534,53.435338,27.163029,14.480367,13.429415,12.741042,8.343273,12.553423,11.481134,11.596644,11.474988,11.627516,5.95632,5.702922,10.625233,77.760159,43.085688,28.969392,15.162409,13.613553,13.162569,12.764558,11.785384,179.014961,164.227622,124.520639,84.976286,25.296795,22.048338,17.861716,15.362697,10.55887,11.172127,21.697728,8.252308,11.584986,20.95064317,0.0007146,-0.004067645,0.628390232,1.230737651,0.949625078,,
65,10.454782,9.602091,9.53319,9.176618,9.302256,8.956511,9.191205,8.735516,88.477097,64.606877,55.248205,28.903161,15.057857,13.397205,12.823347,8.46398,12.635711,11.448905,11.564398,11.48095,11.671684,5.924,5.670597,10.631198,78.096008,44.836544,29.690666,16.691495,13.657661,13.206679,12.732341,11.829521,177.329035,175.316997,131.448022,88.972928,24.799697,22.194024,18.045885,15.547248,10.59114,11.166186,21.919285,8.169846,11.540853,20.96981242,0.0009882,-0.005041205,1.038512152,1.382605171,0.828111158,,
66,10.493002,9.563862,9.53319,9.138375,9.187534,8.918262,9.152963,8.697273,89.873366,66.552858,58.194834,30.107916,15.629168,13.511699,12.899689,8.616954,12.597547,11.372519,11.602606,11.48095,11.633478,5.847409,5.670597,10.669415,75.895277,45.096238,31.044824,18.212891,13.733967,13.321132,12.770515,11.90587,178.703553,179.096008,132.913076,94.415324,24.27044,22.535001,18.463968,15.471061,10.59114,11.089754,22.108793,8.208103,11.579047,20.95064317,0.0012636,-0.004432331,0.263848472,0.501853171,0.600309878,,
67,10.575404,9.608058,9.577389,9.182587,9.308224,8.924231,9.158932,8.741486,91.901144,68.173434,58.237385,31.129225,15.977788,13.47949,12.981985,8.622923,12.679831,11.378482,11.684981,11.486912,11.563023,5.853385,5.676572,10.637163,78.762004,44.768131,33.453792,18.788878,13.701768,13.288937,12.814646,11.835481,186.124544,176.550202,136.498404,97.373347,24.584663,22.281589,18.931714,15.178121,10.450173,11.101634,22.385834,8.258256,11.667308,20.95064317,0.0009882,-0.001875539,0.856191512,1.367478131,0.812984118,,
68,10.607657,9.640319,9.571422,9.176618,9.302256,8.918262,9.191205,8.697273,93.366881,69.78206,58.158027,32.100272,16.390552,13.549861,13.052364,8.693437,12.635711,11.410713,11.602606,11.48095,11.59527,5.962295,5.670597,10.631198,84.958243,45.949146,35.246721,20.225896,13.810268,13.359281,12.923202,11.829521,191.509744,170.102389,135.74549,105.164041,25.604847,21.902633,19.083652,15.254324,10.488387,11.101634,22.613146,8.258256,11.705498,20.95064317,0.0012636,-0.001875539,0.506876312,0.911875571,0.615536438,,
69,10.722305,9.640319,9.53319,9.176618,9.302256,8.956511,9.229446,8.773759,96.349198,71.616098,58.342053,33.301389,17.03739,13.664343,13.052364,8.693437,12.712036,11.372519,11.564398,11.519149,11.633478,5.962295,5.670597,10.669415,91.830995,48.726567,36.40684,21.477561,13.810268,13.39743,12.885032,11.944044,191.166043,169.644814,135.74549,110.164985,26.133452,21.788922,19.083652,15.482909,10.450173,11.101634,22.878286,8.334766,11.743688,20.95064317,0.0009882,-0.001996835,0.172688152,0.471499571,0.676243638,,
70,10.531221,9.602091,9.494958,9.176618,9.264016,8.956511,9.229446,8.735516,95.943979,73.596498,58.084412,34.276299,17.874001,13.664343,13.052364,8.693437,12.712036,11.410713,11.640813,11.48095,11.59527,5.847409,5.670597,10.631198,91.757411,53.601944,38.350087,22.159716,14.153577,13.39743,13.037708,12.020388,189.829366,171.093934,136.310147,111.426653,26.057953,21.561466,18.9697,15.521003,10.5266,11.101634,23.105499,8.296511,11.858252,20.95064317,0.0012636,-0.002971193,0.673970392,0.517079731,0.812984118,,
71,10.563474,9.634351,9.527222,9.170649,9.219806,8.912292,9.223477,8.691303,95.385769,75.167626,58.777907,35.057233,19.197903,13.734706,13.12274,8.725707,12.744239,11.40475,11.596644,11.513187,11.627516,5.87973,5.588019,10.66345,93.076474,53.854313,39.351922,22.684085,14.528989,13.505914,13.069918,12.090769,193.539535,172.473056,143.444723,108.428135,26.214816,21.984327,18.785666,15.450738,10.456114,11.184006,23.224973,8.302458,11.978745,20.95064317,0.0007146,-0.004188941,0.370135832,0.395565811,0.569956278,,
72,10.416562,9.678546,9.53319,9.176618,9.264016,8.956511,9.229446,8.735516,94.360591,76.786863,59.225163,35.47497,20.342536,13.969588,13.205025,8.769917,12.750197,11.334326,11.640813,11.48095,11.671684,5.847409,5.670597,10.669415,87.088461,58.205902,40.401777,23.106472,14.954326,13.588158,13.152206,12.058559,193.254442,177.721656,142.105069,111.303748,26.800971,22.345582,18.691953,15.432966,10.438288,11.12797,23.472313,8.284615,11.960933,20.95382757,0.0009882,-0.005285393,0.932125272,0.957455731,0.676243638,,
73,10.422527,9.646286,9.577389,9.182587,9.269984,8.96248,9.273655,8.81797,93.151852,78.406198,59.856233,35.742843,21.106984,14.242578,13.249143,8.890603,12.756155,11.416675,11.570359,11.486912,11.639439,5.853385,5.714873,10.675379,84.449942,58.763406,43.422572,25.34351,15.722476,13.594112,13.196326,12.217193,193.368993,181.768765,139.878436,108.559087,27.140439,22.307694,19.033853,15.547248,10.400073,11.12797,23.661559,8.32287,12.075483,20.95064317,0.0012636,-0.003458771,0.203041752,0.380438771,0.554729718,,
74,10.663765,9.658219,9.589323,9.194522,9.320159,8.859668,9.28559,8.829907,91.839071,80.324907,64.607956,36.053904,21.952618,14.597742,13.299214,8.864302,12.729907,11.428597,11.658696,11.537033,11.65136,5.941924,5.650221,10.763736,85.269189,60.907103,44.957406,28.599185,17.105254,13.720444,13.28456,12.267277,193.577718,184.536062,143.595866,114.404627,30.245924,22.8178,19.355403,15.450738,10.494328,11.184006,23.90626,8.378968,12.093294,20.95064317,0.0009882,-0.001996835,0.643517272,0.744881011,0.737050358,,
75,10.657802,9.69048,9.545125,9.188555,9.275952,8.930199,9.279623,8.86218,94.445707,82.48374,68.565699,36.908338,22.514853,14.896848,13.331421,8.973046,12.762111,11.384443,11.538111,11.531072,11.607192,5.93595,5.682547,10.681343,89.525465,62.811485,45.39709,30.662703,18.240635,13.75263,13.316767,12.299484,197.395295,194.807665,144.843205,115.483302,31.78649,23.574966,19.659153,15.374545,10.456114,11.107574,24.057599,8.417222,12.246014,20.95382757,0.0012636,-0.001144571,0.385362392,0.638593651,0.767403958,,
76,10.54315,9.728707,9.621587,9.226797,9.275952,8.930199,9.203142,8.823939,100.970603,83.144263,71.316354,36.908338,22.931314,15.125597,13.445897,9.087753,12.800272,11.422636,11.652735,11.531072,11.607192,5.859359,5.644246,10.681343,93.388196,63.729361,45.953721,32.015024,19.038944,13.790769,13.354927,12.299484,195.67164,197.320792,148.318481,117.487874,32.193593,24.023135,19.767136,15.482909,10.335527,11.139851,24.240864,8.411275,12.201899,20.94743782,0.001539,0.000438661,1.038512152,0.820814771,0.949625078,,
77,10.493002,9.716773,9.53319,9.100131,9.302256,8.918262,9.305927,8.812,101.476001,84.49081,72.478247,37.569463,23.297964,15.266182,13.510302,9.152285,12.788358,11.372519,11.602606,11.48095,11.671684,5.847409,5.670597,10.70763,95.402239,65.039183,46.090538,32.078382,19.483032,13.893274,13.457493,12.440221,203.232511,190.646135,147.794282,117.009476,33.812111,24.634126,19.583223,15.526926,10.379685,11.14579,24.473676,8.417222,12.284191,20.94743782,0.0012636,-0.000657791,0.446069592,0.653720691,0.721823798,,
78,10.669728,9.702412,9.557057,9.200489,9.326125,8.980384,9.329796,8.874116,104.973319,86.496408,72.977776,38.974435,24.380603,15.671092,13.648579,9.214389,12.774024,11.396365,11.626448,11.466595,11.695526,5.909602,5.732796,10.731484,96.899412,67.409896,46.373339,32.214427,20.076424,14.374637,13.481309,12.42589,205.672501,204.11621,153.859338,120.58827,36.806001,25.276688,19.393376,15.679291,10.150378,11.14579,24.700561,8.378968,12.322368,20.95064317,0.001539,-0.000535697,0.354909272,0.562659891,0.752177398,,
79,10.899011,9.778864,9.480593,9.124003,9.287886,8.980384,9.253317,8.835875,106.823874,88.075926,76.900606,40.950624,25.816188,16.052111,13.763032,9.137923,12.812184,11.434557,11.626448,11.542993,11.733731,5.833011,5.771096,10.693269,100.330586,69.20662,47.411422,33.452305,21.025285,14.984488,13.481309,12.540373,205.672501,197.746497,161.041168,122.866187,37.889256,26.522922,19.393376,15.831638,10.073937,11.14579,25.003,8.455475,12.475068,20.95064317,0.0009882,-0.001875539,0.841064472,1.352251571,0.949625078,,
80,10.816624,9.734673,9.512859,9.271006,9.281919,9.012665,9.32383,8.791666,109.856995,89.540152,76.601586,42.843278,27.093152,16.312819,13.871525,9.055486,12.920703,11.428597,11.620489,11.498834,11.613153,5.865333,5.765122,10.687306,101.691442,70.00741,49.442459,35.656069,22.194882,15.359569,13.513512,12.610735,206.446602,192.032595,165.582934,126.206771,37.04183,27.176085,19.519096,15.881565,9.856483,11.119452,25.279313,8.390861,12.525109,20.95382757,0.0012636,-0.003214583,0.841064472,1.018162931,0.949625078,,
81,10.860799,9.778864,9.557057,9.200489,9.326125,8.942135,9.253317,8.759392,108.93575,90.759116,79.503849,43.33252,27.212158,16.699598,13.953769,9.061454,12.926658,11.434557,11.626448,11.504794,11.695526,5.794715,5.732796,10.693269,101.401644,71.699203,51.00168,38.762748,23.223635,15.479803,13.595775,12.616691,216.033333,188.6282,171.217637,129.048711,37.59634,26.604273,19.892818,16.104127,9.582946,11.151729,25.500157,8.423168,12.557347,20.95064317,0.0009882,-0.004067645,1.539694872,1.564826291,1.238233078,,
82,10.77841,9.811124,9.551091,9.194522,9.320159,8.974416,9.32383,8.791666,107.114352,91.378565,81.992021,44.181573,26.640554,17.03632,13.985962,9.017251,12.844387,11.466789,11.620489,11.460634,11.727772,5.788741,5.726822,10.687306,99.918707,72.27987,52.289251,41.067641,23.709874,15.359569,13.551668,12.648892,221.161774,189.277384,173.77311,129.348744,38.902655,26.566532,20.310267,16.332571,9.506485,11.189945,25.689051,8.423168,12.671856,20.95703292,0.0007146,-0.001753445,1.053639192,1.549699251,0.979978678,,
83,10.746159,9.778864,9.633519,9.124003,9.249646,8.980384,9.253317,8.759392,112.349603,92.340737,84.492642,47.11921,27.589134,17.422887,14.106341,9.099689,12.812184,11.396365,11.626448,11.504794,11.695526,5.871307,5.732796,10.693269,96.567641,72.835308,53.47658,42.561795,24.283365,15.213116,13.633928,12.693005,215.761288,194.807665,171.440512,130.618615,40.536944,27.164357,21.06299,16.631186,9.385844,11.184006,25.947578,8.417222,12.780425,20.95064317,0.001539,-0.001632149,0.643517272,1.245964211,0.828111158,,
84,10.854836,9.849348,9.551091,9.156279,9.205438,9.012665,9.32383,8.829907,115.578207,94.138416,87.533998,48.151008,29.20273,17.835515,14.100391,9.131956,12.844387,11.352211,11.582281,11.460634,11.65136,5.903629,5.688521,10.64909,99.734133,75.138231,54.835988,44.042501,25.827369,15.20717,13.589822,12.725205,219.269202,193.788824,166.306686,132.996505,40.958181,27.779429,21.908688,17.175783,9.512429,11.157668,26.22365,8.390861,12.792291,20.94743782,0.0009882,-0.003214583,0.643517272,1.321897971,0.888917878,,
85,10.937222,9.778864,9.557057,9.200489,9.326125,8.942135,9.329796,8.835875,113.352744,94.806959,87.466278,52.705906,30.788022,18.335936,14.220761,9.252622,12.850343,11.396365,11.702861,11.504794,11.65732,5.909602,5.694495,10.769699,99.9983,76.902887,56.500685,45.755585,27.267764,15.251218,13.710232,12.731161,222.028783,197.135912,168.238125,133.811837,43.438718,29.274584,22.730207,17.582402,9.653462,11.107574,26.551673,8.493727,12.933082,20.95064317,0.0012636,-0.002971193,0.901771672,2.202649971,0.873691318,,
86,10.860799,9.855314,9.557057,9.162246,9.287886,8.942135,9.291557,8.912356,117.184864,96.096242,88.237598,57.905415,31.914732,18.754196,14.220761,9.329084,12.926658,11.396365,11.588241,11.466595,11.695526,5.871307,5.694495,10.693269,100.847579,79.614868,58.931292,47.127205,27.758072,15.441708,13.672081,12.80747,231.883961,199.393132,173.200901,137.656864,50.707012,30.973098,23.417426,17.588316,9.659405,11.113513,26.859459,8.499674,13.015338,20.95703292,0.0009882,-0.002971193,1.600501592,2.354417971,0.934398518,,
